taxonKey	nubKey	taxonID	scientificName	taxonomicStatus	acceptedKey	acceptedName	acceptedTaxonRank	acceptedClassKey	acceptedClass	acceptedKingdom
152543101	5740285	https://www.gbif.org/species/5740285	Gyrodactylus proterorhini Ergens, 1967	ACCEPTED	5740285	Gyrodactylus proterorhini Ergens, 1967	SPECIES	7774442	Monogenea	Animalia
152543102	3202936	https://www.gbif.org/species/3202936	Aphanomyces astaci Schikora	ACCEPTED	3202936	Aphanomyces astaci Schikora	SPECIES	8179345	Peronosporea	Chromista
152543110	5179027	https://www.gbif.org/species/5179027	Scutigera coleoptrata Linnaeus, 1758	ACCEPTED	5179027	Scutigera coleoptrata Linnaeus, 1758	SPECIES	360	Chilopoda	Animalia
152543115	5250069	https://www.gbif.org/species/5250069	Thecaphora oxalidis (Ellis & Tracy) M.Lutz, R.Bauer & Piątek	ACCEPTED	5250069	Thecaphora oxalidis (Ellis & Tracy) M.Lutz, R.Bauer & Piątek	SPECIES	148	Ustilaginomycetes	Fungi
152543120	4985072	https://www.gbif.org/species/4985072	Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985	ACCEPTED	4985072	Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985	SPECIES	252	Gymnolaemata	Animalia
152543121	5250090	https://www.gbif.org/species/5250090	Urocystis trollii Nannf.	ACCEPTED	5250090	Urocystis trollii Nannf.	SPECIES	148	Ustilaginomycetes	Fungi
152543128	2557730	https://www.gbif.org/species/2557730	Sporisorium destruens (Schltdl.) Vánky	ACCEPTED	2557730	Sporisorium destruens (Schltdl.) Vánky	SPECIES	148	Ustilaginomycetes	Fungi
152543132	6157050	https://www.gbif.org/species/6157050	Graptemys pseudogeographica kohnii (Baur, 1890)	ACCEPTED	6157050	Graptemys pseudogeographica kohnii (Baur, 1890)	SUBSPECIES	11418114	Testudines	Animalia
152543136	7190901	https://www.gbif.org/species/7190901	Graptemys pseudogeographica pseudogeographica	ACCEPTED	7190901	Graptemys pseudogeographica pseudogeographica	SUBSPECIES	11418114	Testudines	Animalia
152543139	6157035	https://www.gbif.org/species/6157035	Trachemys scripta troostii (Holbrook, 1836)	ACCEPTED	6157035	Trachemys scripta troostii (Holbrook, 1836)	SUBSPECIES	11418114	Testudines	Animalia
152543140	6157026	https://www.gbif.org/species/6157026	Trachemys scripta elegans (Wied, 1838)	ACCEPTED	6157026	Trachemys scripta elegans (Wied, 1838)	SUBSPECIES	11418114	Testudines	Animalia
152543141	7062200	https://www.gbif.org/species/7062200	Trachemys scripta scripta	ACCEPTED	7062200	Trachemys scripta scripta	SUBSPECIES	11418114	Testudines	Animalia
152543142	2537743	https://www.gbif.org/species/2537743	Lentinula edodes (Berk.) Pegler	ACCEPTED	2537743	Lentinula edodes (Berk.) Pegler	SPECIES	186	Agaricomycetes	Fungi
152543147	9350124	https://www.gbif.org/species/9350124	Natrix helvetica (Lacépède, 1789)	ACCEPTED	9350124	Natrix helvetica (Lacépède, 1789)	SPECIES	11592253	Squamata	Animalia
152543152	2516809	https://www.gbif.org/species/2516809	Melampsoridium betulinum (Pers.) Kleb.	ACCEPTED	2516809	Melampsoridium betulinum (Pers.) Kleb.	SPECIES	270	Pucciniomycetes	Fungi
152543157	2516419	https://www.gbif.org/species/2516419	Tranzschelia discolor (Fuckel) Tranzschel & M.A.Litv.	ACCEPTED	2516419	Tranzschelia discolor (Fuckel) Tranzschel & M.A.Litv.	SPECIES	270	Pucciniomycetes	Fungi
152543162	7239373	https://www.gbif.org/species/7239373	Uromyces veratri (DC.) J.Schröt.	ACCEPTED	7239373	Uromyces veratri (DC.) J.Schröt.	SPECIES	270	Pucciniomycetes	Fungi
152543166	2516117	https://www.gbif.org/species/2516117	Gymnosporangium confusum Plowr.	ACCEPTED	2516117	Gymnosporangium confusum Plowr.	SPECIES	270	Pucciniomycetes	Fungi
152543167	2516137	https://www.gbif.org/species/2516137	Gymnosporangium sabinae (Dicks.) G.Winter	ACCEPTED	2516137	Gymnosporangium sabinae (Dicks.) G.Winter	SPECIES	270	Pucciniomycetes	Fungi
152543168	9185677	https://www.gbif.org/species/9185677	Podarcis siculus (Rafinesque-Schmaltz, 1810)	ACCEPTED	9185677	Podarcis siculus (Rafinesque-Schmaltz, 1810)	SPECIES	11592253	Squamata	Animalia
152543169	2469188	https://www.gbif.org/species/2469188	Podarcis muralis (Laurenti, 1768)	ACCEPTED	2469188	Podarcis muralis (Laurenti, 1768)	SPECIES	11592253	Squamata	Animalia
152543171	2516075	https://www.gbif.org/species/2516075	Cumminsiella mirabilissima (Peck) Nannf.	ACCEPTED	2516075	Cumminsiella mirabilissima (Peck) Nannf.	SPECIES	270	Pucciniomycetes	Fungi
152543176	3376286	https://www.gbif.org/species/3376286	Puccinia pazschkei Dietel	ACCEPTED	3376286	Puccinia pazschkei Dietel	SPECIES	270	Pucciniomycetes	Fungi
152543178	4344674	https://www.gbif.org/species/4344674	Dendrocoelum romanodanubiale (Codreanu, 1949)	ACCEPTED	4344674	Dendrocoelum romanodanubiale (Codreanu, 1949)	SPECIES			Animalia
152543181	2515351	https://www.gbif.org/species/2515351	Puccinia oxalidis Dietel & Ellis	ACCEPTED	2515351	Puccinia oxalidis Dietel & Ellis	SPECIES	270	Pucciniomycetes	Fungi
152543183	2515236	https://www.gbif.org/species/2515236	Puccinia antirrhini Dietel & Holw.	ACCEPTED	2515236	Puccinia antirrhini Dietel & Holw.	SPECIES	270	Pucciniomycetes	Fungi
152543185	2514972	https://www.gbif.org/species/2514972	Puccinia komarovii Tranzschel	DOUBTFUL	2514972	Puccinia komarovii Tranzschel	SPECIES	270	Pucciniomycetes	Fungi
152543187	2514966	https://www.gbif.org/species/2514966	Puccinia sorghi Schwein.	ACCEPTED	2514966	Puccinia sorghi Schwein.	SPECIES	270	Pucciniomycetes	Fungi
152543192	2502938	https://www.gbif.org/species/2502938	Bipalium kewense Moseley, 1878	ACCEPTED	2502938	Bipalium kewense Moseley, 1878	SPECIES			Animalia
152543197	2513609	https://www.gbif.org/species/2513609	Entyloma calendulae (Oudem.) de Bary	ACCEPTED	2513609	Entyloma calendulae (Oudem.) de Bary	SPECIES	151	Exobasidiomycetes	Fungi
152543200	5232428	https://www.gbif.org/species/5232428	Chloephaga picta (J.F.Gmelin, 1789)	ACCEPTED	5232428	Chloephaga picta (J.F.Gmelin, 1789)	SPECIES	212	Aves	Animalia
152543206	5232437	https://www.gbif.org/species/5232437	Branta canadensis (Linnaeus, 1758)	ACCEPTED	5232437	Branta canadensis (Linnaeus, 1758)	SPECIES	212	Aves	Animalia
152543207	7670473	https://www.gbif.org/species/7670473	Batrachochytrium salamandrivorans A.Martel, Blooi, Bossuyt & Pasmans	ACCEPTED	7670473	Batrachochytrium salamandrivorans A.Martel, Blooi, Bossuyt & Pasmans	SPECIES	10689325	Rhizophydiomycetes	Fungi
152543209	2627503	https://www.gbif.org/species/2627503	Batrachochytrium dendrobatidis Longcore, Pessier & D.K.Nichols	ACCEPTED	2627503	Batrachochytrium dendrobatidis Longcore, Pessier & D.K.Nichols	SPECIES	10689325	Rhizophydiomycetes	Fungi
152543210	2498387	https://www.gbif.org/species/2498387	Aix sponsa (Linnaeus, 1758)	ACCEPTED	2498387	Aix sponsa (Linnaeus, 1758)	SPECIES	212	Aves	Animalia
152543211	2498388	https://www.gbif.org/species/2498388	Aix galericulata (Linnaeus, 1758)	ACCEPTED	2498388	Aix galericulata (Linnaeus, 1758)	SPECIES	212	Aves	Animalia
152543214	2498390	https://www.gbif.org/species/2498390	Marmaronetta angustirostris (Ménétries, 1832)	ACCEPTED	2498390	Marmaronetta angustirostris (Ménétries, 1832)	SPECIES	212	Aves	Animalia
152543218	2498252	https://www.gbif.org/species/2498252	Alopochen aegyptiaca (Linnaeus, 1766)	ACCEPTED	2498252	Alopochen aegyptiaca (Linnaeus, 1766)	SPECIES	212	Aves	Animalia
152543221	2498305	https://www.gbif.org/species/2498305	Oxyura jamaicensis (J.F.Gmelin, 1789)	ACCEPTED	2498305	Oxyura jamaicensis (J.F.Gmelin, 1789)	SPECIES	212	Aves	Animalia
152543224	2498344	https://www.gbif.org/species/2498344	Cygnus atratus (Latham, 1790)	ACCEPTED	2498344	Cygnus atratus (Latham, 1790)	SPECIES	212	Aves	Animalia
152543227	2498015	https://www.gbif.org/species/2498015	Tadorna ferruginea (Pallas, 1764)	ACCEPTED	2498015	Tadorna ferruginea (Pallas, 1764)	SPECIES	212	Aves	Animalia
152543235	2498035	https://www.gbif.org/species/2498035	Anser indicus (Latham, 1790)	ACCEPTED	2498035	Anser indicus (Latham, 1790)	SPECIES	212	Aves	Animalia
152543236	6096602	https://www.gbif.org/species/6096602	Lophocolea semiteres (Lehm.) Mitt.	ACCEPTED	6096602	Lophocolea semiteres (Lehm.) Mitt.	SPECIES	126	Jungermanniopsida	Plantae
152543248	5930559	https://www.gbif.org/species/5930559	Ilex ×altaclerensis (Loudon) Dallim.	ACCEPTED	5930559	Ilex ×altaclerensis (Loudon) Dallim.	SPECIES	220	Magnoliopsida	Plantae
152543250	5414239	https://www.gbif.org/species/5414239	Ilex crenata Thunb.	ACCEPTED	5414239	Ilex crenata Thunb.	SPECIES	220	Magnoliopsida	Plantae
152543251	5533814	https://www.gbif.org/species/5533814	Ilex ×meserveae S.Y.Hu	ACCEPTED	5533814	Ilex ×meserveae S.Y.Hu	SPECIES	220	Magnoliopsida	Plantae
152543252	5220170	https://www.gbif.org/species/5220170	Rupicapra rupicapra (Linnaeus, 1758)	ACCEPTED	5220170	Rupicapra rupicapra (Linnaeus, 1758)	SPECIES	359	Mammalia	Animalia
152543258	5220136	https://www.gbif.org/species/5220136	Dama dama (Linnaeus, 1758)	ACCEPTED	5220136	Dama dama (Linnaeus, 1758)	SPECIES	359	Mammalia	Animalia
152543260	2440954	https://www.gbif.org/species/2440954	Cervus nippon Temminck, 1838	ACCEPTED	2440954	Cervus nippon Temminck, 1838	SPECIES	359	Mammalia	Animalia
152543264	2440946	https://www.gbif.org/species/2440946	Muntiacus reevesi (Ogilby, 1839)	ACCEPTED	2440946	Muntiacus reevesi (Ogilby, 1839)	SPECIES	359	Mammalia	Animalia
152543266	5421116	https://www.gbif.org/species/5421116	Tribulus terrestris L.	ACCEPTED	5421116	Tribulus terrestris L.	SPECIES	220	Magnoliopsida	Plantae
152543269	5219858	https://www.gbif.org/species/5219858	Ondatra zibethicus (Linnaeus, 1766)	ACCEPTED	5219858	Ondatra zibethicus (Linnaeus, 1766)	SPECIES	359	Mammalia	Animalia
152543273	4264680	https://www.gbif.org/species/4264680	Myocastor coypus (Molina, 1782)	ACCEPTED	4264680	Myocastor coypus (Molina, 1782)	SPECIES	359	Mammalia	Animalia
152543277	2439838	https://www.gbif.org/species/2439838	Castor canadensis Kuhl, 1820	ACCEPTED	2439838	Castor canadensis Kuhl, 1820	SPECIES	359	Mammalia	Animalia
152543281	3686235	https://www.gbif.org/species/3686235	Staphylea pinnata L.	ACCEPTED	3686235	Staphylea pinnata L.	SPECIES	220	Magnoliopsida	Plantae
152543284	2437619	https://www.gbif.org/species/2437619	Dolichotis patagonum (Zimmermann, 1780)	ACCEPTED	2437619	Dolichotis patagonum (Zimmermann, 1780)	SPECIES	359	Mammalia	Animalia
152543289	5219721	https://www.gbif.org/species/5219721	Meriones unguiculatus (Milne-Edwards, 1867)	ACCEPTED	5219721	Meriones unguiculatus (Milne-Edwards, 1867)	SPECIES	359	Mammalia	Animalia
152543292	5914287	https://www.gbif.org/species/5914287	Melia azedarach L.	ACCEPTED	5914287	Melia azedarach L.	SPECIES	220	Magnoliopsida	Plantae
152543293	2439261	https://www.gbif.org/species/2439261	Rattus norvegicus (Berkenhout, 1769)	ACCEPTED	2439261	Rattus norvegicus (Berkenhout, 1769)	SPECIES	359	Mammalia	Animalia
152543298	3190653	https://www.gbif.org/species/3190653	Ailanthus altissima (Mill.) Swingle	ACCEPTED	3190653	Ailanthus altissima (Mill.) Swingle	SPECIES	220	Magnoliopsida	Plantae
152543299	5219681	https://www.gbif.org/species/5219681	Sciurus carolinensis Gmelin, 1788	ACCEPTED	5219681	Sciurus carolinensis Gmelin, 1788	SPECIES	359	Mammalia	Animalia
152543300	5219683	https://www.gbif.org/species/5219683	Sciurus niger Linnaeus, 1758	ACCEPTED	5219683	Sciurus niger Linnaeus, 1758	SPECIES	359	Mammalia	Animalia
152543304	2437450	https://www.gbif.org/species/2437450	Tamias sibiricus (Laxmann, 1769)	ACCEPTED	2437450	Tamias sibiricus (Laxmann, 1769)	SPECIES	359	Mammalia	Animalia
152543305	3190538	https://www.gbif.org/species/3190538	Rhus typhina L.	ACCEPTED	3190538	Rhus typhina L.	SPECIES	220	Magnoliopsida	Plantae
152543306	3190551	https://www.gbif.org/species/3190551	Rhus ×pulvinata Greene	ACCEPTED	3190551	Rhus ×pulvinata Greene	SPECIES	220	Magnoliopsida	Plantae
152543309	2437232	https://www.gbif.org/species/2437232	Cynomys ludovicianus (Ord, 1815)	ACCEPTED	2437232	Cynomys ludovicianus (Ord, 1815)	SPECIES	359	Mammalia	Animalia
152543310	3190522	https://www.gbif.org/species/3190522	Cotinus coggygria Scop.	ACCEPTED	3190522	Cotinus coggygria Scop.	SPECIES	220	Magnoliopsida	Plantae
152543313	2437397	https://www.gbif.org/species/2437397	Callosciurus prevostii (Desmarest, 1822)	ACCEPTED	2437397	Callosciurus prevostii (Desmarest, 1822)	SPECIES	359	Mammalia	Animalia
152543314	2437394	https://www.gbif.org/species/2437394	Callosciurus erythraeus (Pallas, 1779)	ACCEPTED	2437394	Callosciurus erythraeus (Pallas, 1779)	SPECIES	359	Mammalia	Animalia
152543316	2437282	https://www.gbif.org/species/2437282	Tamiasciurus hudsonicus (Erxleben, 1777)	ACCEPTED	2437282	Tamiasciurus hudsonicus (Erxleben, 1777)	SPECIES	359	Mammalia	Animalia
152543320	7740617	https://www.gbif.org/species/7740617	Skimmia japonica Thunb.	ACCEPTED	7740617	Skimmia japonica Thunb.	SPECIES	220	Magnoliopsida	Plantae
152543323	5219380	https://www.gbif.org/species/5219380	Mephitis mephitis (Schreber, 1776)	ACCEPTED	5219380	Mephitis mephitis (Schreber, 1776)	SPECIES	359	Mammalia	Animalia
152543324	8077391	https://www.gbif.org/species/8077391	Citrus ×aurantium L.	ACCEPTED	8077391	Citrus ×aurantium L.	SPECIES	220	Magnoliopsida	Plantae
152543329	5218786	https://www.gbif.org/species/5218786	Procyon lotor (Linnaeus, 1758)	ACCEPTED	5218786	Procyon lotor (Linnaeus, 1758)	SPECIES	359	Mammalia	Animalia
152543330	3190382	https://www.gbif.org/species/3190382	Ruta graveolens L.	ACCEPTED	3190382	Ruta graveolens L.	SPECIES	220	Magnoliopsida	Plantae
152543334	3190411	https://www.gbif.org/species/3190411	Ptelea trifoliata L.	ACCEPTED	3190411	Ptelea trifoliata L.	SPECIES	220	Magnoliopsida	Plantae
152543337	2435035	https://www.gbif.org/species/2435035	Felis catus Linnaeus, 1758	ACCEPTED	2435035	Felis catus Linnaeus, 1758	SPECIES	359	Mammalia	Animalia
152543341	2434552	https://www.gbif.org/species/2434552	Nyctereutes procyonoides (Gray, 1834)	ACCEPTED	2434552	Nyctereutes procyonoides (Gray, 1834)	SPECIES	359	Mammalia	Animalia
152543345	5421180	https://www.gbif.org/species/5421180	Koelreuteria paniculata Laxm.	ACCEPTED	5421180	Koelreuteria paniculata Laxm.	SPECIES	220	Magnoliopsida	Plantae
152543350	3189939	https://www.gbif.org/species/3189939	Cardiospermum halicacabum L.	ACCEPTED	3189939	Cardiospermum halicacabum L.	SPECIES	220	Magnoliopsida	Plantae
152543351	3189935	https://www.gbif.org/species/3189935	Cardiospermum grandiflorum Sw.	ACCEPTED	3189935	Cardiospermum grandiflorum Sw.	SPECIES	220	Magnoliopsida	Plantae
152543356	2436940	https://www.gbif.org/species/2436940	Oryctolagus cuniculus (Linnaeus, 1758)	ACCEPTED	2436940	Oryctolagus cuniculus (Linnaeus, 1758)	SPECIES	359	Mammalia	Animalia
152543358	2436886	https://www.gbif.org/species/2436886	Sylvilagus floridanus (J.A.Allen, 1890)	ACCEPTED	2436886	Sylvilagus floridanus (J.A.Allen, 1890)	SPECIES	359	Mammalia	Animalia
152543363	7263145	https://www.gbif.org/species/7263145	Acer rufinerve Siebold & Zucc.	ACCEPTED	7263145	Acer rufinerve Siebold & Zucc.	SPECIES	220	Magnoliopsida	Plantae
152543365	2431875	https://www.gbif.org/species/2431875	Pleurodeles waltl Michahelles, 1830	ACCEPTED	2431875	Pleurodeles waltl Michahelles, 1830	SPECIES	131	Amphibia	Animalia
152543366	7262958	https://www.gbif.org/species/7262958	Acer monspessulanum L.	ACCEPTED	7262958	Acer monspessulanum L.	SPECIES	220	Magnoliopsida	Plantae
152543368	7262908	https://www.gbif.org/species/7262908	Acer cappadocicum Gled.	ACCEPTED	7262908	Acer cappadocicum Gled.	SPECIES	220	Magnoliopsida	Plantae
152543370	4925890	https://www.gbif.org/species/4925890	Acer tataricum subsp. ginnala (Maxim.) Wesm.	ACCEPTED	4925890	Acer tataricum subsp. ginnala (Maxim.) Wesm.	SUBSPECIES	220	Magnoliopsida	Plantae
152543372	2431886	https://www.gbif.org/species/2431886	Triturus marmoratus (Latreille, 1800)	ACCEPTED	2431886	Triturus marmoratus (Latreille, 1800)	SPECIES	131	Amphibia	Animalia
152543377	5216933	https://www.gbif.org/species/5216933	Rhinella marina (Linnaeus, 1758)	ACCEPTED	5216933	Rhinella marina (Linnaeus, 1758)	SPECIES	131	Amphibia	Animalia
152543379	3189883	https://www.gbif.org/species/3189883	Acer rubrum L.	ACCEPTED	3189883	Acer rubrum L.	SPECIES	220	Magnoliopsida	Plantae
152543380	3189866	https://www.gbif.org/species/3189866	Acer negundo L.	ACCEPTED	3189866	Acer negundo L.	SPECIES	220	Magnoliopsida	Plantae
152543382	3189837	https://www.gbif.org/species/3189837	Acer saccharinum L.	ACCEPTED	3189837	Acer saccharinum L.	SPECIES	220	Magnoliopsida	Plantae
152543383	5217334	https://www.gbif.org/species/5217334	Xenopus laevis (Daudin, 1802)	ACCEPTED	5217334	Xenopus laevis (Daudin, 1802)	SPECIES	131	Amphibia	Animalia
152543388	2427091	https://www.gbif.org/species/2427091	Lithobates catesbeianus (Shaw, 1802)	ACCEPTED	2427091	Lithobates catesbeianus (Shaw, 1802)	SPECIES	131	Amphibia	Animalia
152543390	2426661	https://www.gbif.org/species/2426661	Pelophylax ridibundus (Pallas, 1771)	ACCEPTED	2426661	Pelophylax ridibundus (Pallas, 1771)	SPECIES	131	Amphibia	Animalia
152543391	3189828	https://www.gbif.org/species/3189828	Aesculus parviflora Walter	ACCEPTED	3189828	Aesculus parviflora Walter	SPECIES	220	Magnoliopsida	Plantae
152543392	2426640	https://www.gbif.org/species/2426640	Pelophylax bedriagae (Camerano, 1882)	ACCEPTED	2426640	Pelophylax bedriagae (Camerano, 1882)	SPECIES	131	Amphibia	Animalia
152543393	3189815	https://www.gbif.org/species/3189815	Aesculus hippocastanum L.	ACCEPTED	3189815	Aesculus hippocastanum L.	SPECIES	220	Magnoliopsida	Plantae
152543399	3188711	https://www.gbif.org/species/3188711	Ammannia coccinea Rottb.	ACCEPTED	3188711	Ammannia coccinea Rottb.	SPECIES	220	Magnoliopsida	Plantae
152543401	3989886	https://www.gbif.org/species/3989886	Lythrum acutangulum Lag.	ACCEPTED	3989886	Lythrum acutangulum Lag.	SPECIES	220	Magnoliopsida	Plantae
152543404	3988701	https://www.gbif.org/species/3988701	Lythrum junceum Banks & Sol.	ACCEPTED	3988701	Lythrum junceum Banks & Sol.	SPECIES	220	Magnoliopsida	Plantae
152543405	3188735	https://www.gbif.org/species/3188735	Lythrum virgatum L.	ACCEPTED	3188735	Lythrum virgatum L.	SPECIES	220	Magnoliopsida	Plantae
152543406	5203111	https://www.gbif.org/species/5203111	Umbra pygmaea (DeKay, 1842)	ACCEPTED	5203111	Umbra pygmaea (DeKay, 1842)	SPECIES			Animalia
152543409	3188757	https://www.gbif.org/species/3188757	Trapa natans L.	ACCEPTED	3188757	Trapa natans L.	SPECIES	220	Magnoliopsida	Plantae
152543413	7161168	https://www.gbif.org/species/7161168	Lopezia racemosa Cav.	ACCEPTED	7161168	Lopezia racemosa Cav.	SPECIES	220	Magnoliopsida	Plantae
152543416	7814921	https://www.gbif.org/species/7814921	Clarkia bottae (Spach) F.H.Lewis & M.E.Lewis	ACCEPTED	7814921	Clarkia bottae (Spach) F.H.Lewis & M.E.Lewis	SPECIES	220	Magnoliopsida	Plantae
152543417	4285694	https://www.gbif.org/species/4285694	Oreochromis niloticus (Linnaeus, 1758)	ACCEPTED	4285694	Oreochromis niloticus (Linnaeus, 1758)	SPECIES			Animalia
152543418	5544928	https://www.gbif.org/species/5544928	Clarkia purpurea subsp. quadrivulnera (Douglas) F.H.Lewis & M.E.Lewis	ACCEPTED	5544928	Clarkia purpurea subsp. quadrivulnera (Douglas) F.H.Lewis & M.E.Lewis	SUBSPECIES	220	Magnoliopsida	Plantae
152543421	4285968	https://www.gbif.org/species/4285968	Ponticola kessleri (Günther, 1861)	ACCEPTED	4285968	Ponticola kessleri (Günther, 1861)	SPECIES			Animalia
152543422	5420978	https://www.gbif.org/species/5420978	Clarkia amoena (Lehm.) A.Nelson & J.F.Macbr.	ACCEPTED	5420978	Clarkia amoena (Lehm.) A.Nelson & J.F.Macbr.	SPECIES	220	Magnoliopsida	Plantae
152543423	5420982	https://www.gbif.org/species/5420982	Clarkia pulchella Pursh	ACCEPTED	5420982	Clarkia pulchella Pursh	SPECIES	220	Magnoliopsida	Plantae
152543426	5208832	https://www.gbif.org/species/5208832	Gobiosoma bosc (Lacepède, 1800)	ACCEPTED	5208832	Gobiosoma bosc (Lacepède, 1800)	SPECIES			Animalia
152543427	5545159	https://www.gbif.org/species/5545159	Ludwigia peploides subsp. montevidensis (Spreng.) P.H.Raven	ACCEPTED	5545159	Ludwigia peploides subsp. montevidensis (Spreng.) P.H.Raven	SUBSPECIES	220	Magnoliopsida	Plantae
152543429	5421039	https://www.gbif.org/species/5421039	Ludwigia grandiflora (Michx.) Greuter & Burdet	ACCEPTED	5421039	Ludwigia grandiflora (Michx.) Greuter & Burdet	SPECIES	220	Magnoliopsida	Plantae
152543430	2379089	https://www.gbif.org/species/2379089	Neogobius melanostomus (Pallas, 1814)	ACCEPTED	2379089	Neogobius melanostomus (Pallas, 1814)	SPECIES			Animalia
152543431	5420991	https://www.gbif.org/species/5420991	Ludwigia peploides (Kunth) P.H.Raven	ACCEPTED	5420991	Ludwigia peploides (Kunth) P.H.Raven	SPECIES	220	Magnoliopsida	Plantae
152543432	2379105	https://www.gbif.org/species/2379105	Neogobius fluviatilis (Pallas, 1814)	ACCEPTED	2379105	Neogobius fluviatilis (Pallas, 1814)	SPECIES			Animalia
152543434	8994150	https://www.gbif.org/species/8994150	Oenothera parviflora L.	ACCEPTED	8994150	Oenothera parviflora L.	SPECIES	220	Magnoliopsida	Plantae
152543436	2379245	https://www.gbif.org/species/2379245	Proterorhinus semilunaris (Heckel, 1837)	ACCEPTED	2379245	Proterorhinus semilunaris (Heckel, 1837)	SPECIES			Animalia
152543437	7915783	https://www.gbif.org/species/7915783	Oenothera ×fallax Renner	ACCEPTED	7915783	Oenothera ×fallax Renner	SPECIES	220	Magnoliopsida	Plantae
152543438	8153538	https://www.gbif.org/species/8153538	Oenothera ×oehlkersii Kappus	ACCEPTED	8153538	Oenothera ×oehlkersii Kappus	SPECIES	220	Magnoliopsida	Plantae
152543440	8302634	https://www.gbif.org/species/8302634	Oenothera suaveolens Desf. ex Pers.	ACCEPTED	8302634	Oenothera suaveolens Desf. ex Pers.	SPECIES	220	Magnoliopsida	Plantae
152543443	2382155	https://www.gbif.org/species/2382155	Sander lucioperca (Linnaeus, 1758)	ACCEPTED	2382155	Sander lucioperca (Linnaeus, 1758)	SPECIES			Animalia
152543447	7322292	https://www.gbif.org/species/7322292	Oenothera ×cambrica Rostanski	ACCEPTED	7322292	Oenothera ×cambrica Rostanski	SPECIES	220	Magnoliopsida	Plantae
152543450	2394486	https://www.gbif.org/species/2394486	Lepomis gibbosus (Linnaeus, 1758)	ACCEPTED	2394486	Lepomis gibbosus (Linnaeus, 1758)	SPECIES			Animalia
152543451	7322529	https://www.gbif.org/species/7322529	Oenothera ×rubricaulis Kleb.	ACCEPTED	7322529	Oenothera ×rubricaulis Kleb.	SPECIES	220	Magnoliopsida	Plantae
152543452	7322393	https://www.gbif.org/species/7322393	Oenothera indecora Cambess.	ACCEPTED	7322393	Oenothera indecora Cambess.	SPECIES	220	Magnoliopsida	Plantae
152543454	7322373	https://www.gbif.org/species/7322373	Oenothera ×issleri Renner ex Rostanski	ACCEPTED	7322373	Oenothera ×issleri Renner ex Rostanski	SPECIES	220	Magnoliopsida	Plantae
152543455	2394563	https://www.gbif.org/species/2394563	Micropterus salmoides (Lacepède, 1802)	ACCEPTED	2394563	Micropterus salmoides (Lacepède, 1802)	SPECIES			Animalia
152543458	3667406	https://www.gbif.org/species/3667406	Oenothera curtiflora W.L.Wagner & Hoch	ACCEPTED	3667406	Oenothera curtiflora W.L.Wagner & Hoch	SPECIES	220	Magnoliopsida	Plantae
152543459	3667238	https://www.gbif.org/species/3667238	Oenothera ×paradoxa Hudziok	ACCEPTED	3667238	Oenothera ×paradoxa Hudziok	SPECIES	220	Magnoliopsida	Plantae
152543462	3667721	https://www.gbif.org/species/3667721	Oenothera ×wratislaviensis Rostanski	ACCEPTED	3667721	Oenothera ×wratislaviensis Rostanski	SPECIES	220	Magnoliopsida	Plantae
152543463	3667628	https://www.gbif.org/species/3667628	Oenothera ×nuda Renner ex Rostanski	ACCEPTED	3667628	Oenothera ×nuda Renner ex Rostanski	SPECIES	220	Magnoliopsida	Plantae
152543465	4287131	https://www.gbif.org/species/4287131	Acipenser baerii Brandt, 1869	ACCEPTED	4287131	Acipenser baerii Brandt, 1869	SPECIES			Animalia
152543467	3665817	https://www.gbif.org/species/3665817	Oenothera ×rubricauloides Rostanski	ACCEPTED	3665817	Oenothera ×rubricauloides Rostanski	SPECIES	220	Magnoliopsida	Plantae
152543468	2402129	https://www.gbif.org/species/2402129	Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833	ACCEPTED	2402129	Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833	SPECIES			Animalia
152543469	3664287	https://www.gbif.org/species/3664287	Oenothera ×casimiri Rostanski	ACCEPTED	3664287	Oenothera ×casimiri Rostanski	SPECIES	220	Magnoliopsida	Plantae
152543470	2402168	https://www.gbif.org/species/2402168	Acipenser ruthenus Linnaeus, 1758	ACCEPTED	2402168	Acipenser ruthenus Linnaeus, 1758	SPECIES			Animalia
152543471	3664589	https://www.gbif.org/species/3664589	Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch	ACCEPTED	3664589	Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch	SPECIES	220	Magnoliopsida	Plantae
152543473	3663772	https://www.gbif.org/species/3663772	Oenothera ×moravica V.Jehlík & Rostanski	ACCEPTED	3663772	Oenothera ×moravica V.Jehlík & Rostanski	SPECIES	220	Magnoliopsida	Plantae
152543475	3188830	https://www.gbif.org/species/3188830	Oenothera stricta Link	ACCEPTED	3188830	Oenothera stricta Link	SPECIES	220	Magnoliopsida	Plantae
152543476	3188838	https://www.gbif.org/species/3188838	Oenothera perennis L.	ACCEPTED	3188838	Oenothera perennis L.	SPECIES	220	Magnoliopsida	Plantae
152543477	3188859	https://www.gbif.org/species/3188859	Oenothera speciosa Nutt.	ACCEPTED	3188859	Oenothera speciosa Nutt.	SPECIES	220	Magnoliopsida	Plantae
