taxonKey	canonicalName	kingdom	class	em_pts	mean_growth	year_2023_em_status_occupancy_natura2000_Wallonia	year_2023_em_status_occs_natura2000_Wallonia	year_2022_em_status_occupancy_natura2000_Wallonia	year_2022_em_status_occs_natura2000_Wallonia	year_2021_em_status_occupancy_natura2000_Wallonia	year_2021_em_status_occs_natura2000_Wallonia	kingdomKey	classKey
3147018	Erigeron floribundus	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3171952	Verbascum speciosum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3189836	Acer pensylvanicum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3189882	Acer palmatum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3190544	Rhus glabra	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3642531	Chaerophyllum aureum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3666059	Oenothera glazioviana rubricalyx	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5353590	Cercis siliquastrum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5362004	Sedum sarmentosum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5392145	Bidens radiata	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5403605	Crepis sancta	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5411392	Campanula lactiflora	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5587240	Silene vulgaris vulgaris	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5609603	Nepeta subsessilis	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5671747	Cenchrus alopecuroides	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
7156971	Oxalis triangularis	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7227181	Carex muricata muricata	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
7230699	Pinus nigra nigra	Plantae	Pinopsida	10.5		1	1	1	1	1	1	6	194
7315286	Fumaria muralis	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7334489	Sedum palmeri	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7475424	Scabiosa lucida	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7671397	Phuopsis stylosa	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7730307	Erythranthe lutea	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7989836	Symphytum caucasicum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
8251158	Penstemon digitalis	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
8342911	Papaver setiferum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
9018536	Koenigia campanulata	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
9153437	Salix daphnoides	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
10786206	Rhaphiolepis bibas	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3040185	Populus canescens	Plantae	Magnoliopsida	10	0.8786191658266858	2	0	1	0	2	0	6	220
5365705	Potentilla intermedia	Plantae	Magnoliopsida	9.5	0.8953329412086583	1	0	2	0	2	0	6	220
3021496	Prunus laurocerasus	Plantae	Magnoliopsida	9	1.0797636381678233	0	2	0	2	0	2	6	220
7068732	Arabidopsis arenosa arenosa	Plantae	Magnoliopsida	8	0.9198483183932176	1	0	2	0	1	0	6	220
7400250	Platanus hispanica	Plantae	Magnoliopsida	8	0.6964188434189049	1	0	2	0	1	0	6	220
3067891	Euphorbia prostrata	Plantae	Magnoliopsida	8	0.329933619552502	1	0	2	0	1	0	6	220
10755213	Narcissus hispanicus hispanicus	Plantae	Liliopsida	7.5	0.48032910690135233	1	0	1	0	2	0	6	196
8200663	Cymbalaria muralis	Plantae	Magnoliopsida	6	0.8848001394476209	1	0	1	0	1	0	6	220
2890541	Geranium purpureum	Plantae	Magnoliopsida	6	0.8250190295705091	1	0	1	0	1	0	6	220
6109535	Trifolium hybridum	Plantae	Magnoliopsida	6	0.8246449535778685	1	0	1	0	1	0	6	220
5289686	Setaria verticillata	Plantae	Liliopsida	6	0.7556000004697332	1	0	1	0	1	0	6	196
5362573	Pyrus communis	Plantae	Magnoliopsida	6	0.7447885937811126	1	0	1	0	1	0	6	220
3003244	Rosa multiflora Thunb.	Plantae	Magnoliopsida	6	0.7376591119061209	1	0	1	0	1	0	6	220
2706209	Pseudosasa japonica	Plantae	Liliopsida	6		0	0	1	1	1	1	6	196
2882849	Vaccinium corymbosum	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
2928034	Nemophila maculata	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3000406	Stranvaesia davidiana	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3026035	Cotoneaster coriaceus	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3027791	Alchemilla micans	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
5284950	Picea omorika	Plantae	Pinopsida	6		0	0	1	1	1	1	6	194
5334247	Lonicera etrusca	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
5341187	Myosotis alpestris	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
5384361	Amaranthus bouchonii	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
5387396	Aster alpinus	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
5421180	Koelreuteria paniculata	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
7322292	Oenothera cambrica	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
8149049	Wisteria sinensis	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
8212772	Symphoricarpos doorenbosii	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
8323119	Bidens triplinervia macrantha	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
9376410	Delosperma cooperi	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
5367294	Potentilla recta	Plantae	Magnoliopsida	5	1.014144541157681	0	0	0	2	0	2	6	220
2687210	Tsuga heterophylla	Plantae	Pinopsida	4.5	0.996273313231687	0	1	0	1	0	1	6	194
2880539	Quercus rubra	Plantae	Magnoliopsida	4.5	0.8988219100060281	0	1	0	1	0	1	6	220
2874199	Passiflora caerulea	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
2985994	Hydrangea macrophylla	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
3012103	Sorbaria kirilowii	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
3139003	Melampodium montanum	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
3663237	Cornus sanguinea australis	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
4932232	Dactylis glomerata lobata	Plantae	Liliopsida	2.5		0	0	0	0	1	1	6	196
4933624	Inula racemosa	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
5298765	Iris foetidissima	Plantae	Liliopsida	2.5		0	0	0	0	1	1	6	196
5341548	Gilia capitata	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
5361762	Myriophyllum heterophyllum	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
5370006	Geum ternatum	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
5414976	Bellardia trixago	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
5825913	Pinus nigra laricio	Plantae	Pinopsida	2.5		0	0	0	0	1	1	6	194
7263145	Acer rufinerve	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
7358677	Populus nigra italica	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
9228111	Fumaria bastardii	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
9254355	Lithotoma axillaris	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
9382645	Rosa virginiana	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
11844792	Geum ternatum ternatum	Plantae	Magnoliopsida	2.5		0	0	0	0	1	1	6	220
7224157	Pastinaca sativa sativa	Plantae	Magnoliopsida	0	0.8781507576920549	0	0	0	0	0	0	6	220
3189815	Aesculus hippocastanum	Plantae	Magnoliopsida	0	0.8510949119563195	0	0	0	0	0	0	6	220
3028528	Alchemilla mollis	Plantae	Magnoliopsida	0	0.8365855719508813	0	0	0	0	0	0	6	220
3054368	Juglans regia	Plantae	Magnoliopsida	0	0.7933149608329065	0	0	0	0	0	0	6	220
3022203	Prunus fruticans	Plantae	Magnoliopsida	0	0.7642925883168249	0	0	0	0	0	0	6	220
9188840	Epilobium ciliatum	Plantae	Magnoliopsida	0	0.7512866473600521	0	0	0	0	0	0	6	220
2650829	Cyrtomium falcatum	Plantae	Polypodiopsida	0		0	0	0	0	0	0	6	7228684
2683894	Xanthocyparis nootkatensis	Plantae	Pinopsida	0		0	0	0	0	0	0	6	194
2685663	Abies homolepis	Plantae	Pinopsida	0		0	0	0	0	0	0	6	194
2701986	Juncus canadensis	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
2703346	Anthoxanthum nitens	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
2703712	Bromus carinatus	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
2705286	Avena sterilis	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
2722380	Carex crawfordii	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
2767031	Agave americana	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
2781103	Hemerocallis lilioasphodelus	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
2874515	Cucurbita maxima	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2876571	Alnus pubescens	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2878826	Quercus pyrenaica	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2882631	Pieris japonica	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2888564	Lamprocapnos spectabilis	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2888636	Symphoricarpos orbiculatus	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2888990	Rumex salicifolius	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2889037	Rumex rugosus	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2889304	Persicaria capitata	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2890995	Geranium cantabrigiense	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2891755	Oxalis latifolia	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2925874	Amsinckia lycopsoides Lehm.	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2926572	Physostegia virginiana	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2927492	Cuscuta gronovii	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2985995	Hydrangea paniculata	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2986022	Philadelphus pubescens	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
2986132	Ribes divaricatum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3022668	Prunus virginiana	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3026622	Spiraea vanhouttei	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3027341	Spiraea nipponica	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3032653	Heuchera sanguinea	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3040241	Populus jackii	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3040999	Raphanus raphanistrum landra	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3046744	Sisymbrium volgense	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3064221	Euphorbia serpens	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3069053	Euphorbia verrucosa	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3069300	Euphorbia vermiculata	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3095939	Erigeron huelsenii	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3096529	Mauranthemum paludosum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3105768	Sonchus tenerrimus	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3113637	Cirsium rivulare	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3121088	Artemisia alba	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3123262	Pilosella flagellaris	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3151692	Symphyotrichum ciliatum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3169329	Androsace maxima	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3169331	Lysimachia clethroides	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3171888	Lindernia dubia	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3172613	Catalpa ovata	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3188859	Oenothera speciosa	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3188896	Oenothera villosa	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3189824	Aesculus flava	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3189883	Acer rubrum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3586046	Gladiolus hortulanus	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
3633319	Tordylium maximum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3667721	Oenothera wratislaviensis	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3693336	Rorippa anceps	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3740974	Verbascum brockmuelleri	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
3767816	Acer japonicum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
4121791	Molinia arundinacea	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
4129181	Festuca ambigua	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
4201688	Phedimus kamtschaticus	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5284698	Cedrus deodara	Plantae	Pinopsida	0		0	0	0	0	0	0	6	194
5285053	Pinus ponderosa	Plantae	Pinopsida	0		0	0	0	0	0	0	6	194
5285074	Pinus wallichiana	Plantae	Pinopsida	0		0	0	0	0	0	0	6	194
5285385	Pinus mugo	Plantae	Pinopsida	0		0	0	0	0	0	0	6	194
5285635	Pinus rigida	Plantae	Pinopsida	0		0	0	0	0	0	0	6	194
5289764	Gastridium ventricosum	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
5300102	Gagea pratensis	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
5332004	Betula nana	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5332120	Betula papyrifera	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5333354	Leucothoe fontanesiana	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5334253	Lonicera involucrata	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5341558	Gilia tricolor	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5359169	Trifolium michelianum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5359249	Trifolium rubens	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5361888	Morus nigra	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5366327	Potentilla montana	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5373124	Malcolmia maritima (L.) W.T.Aiton	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5376179	Hornungia petraea	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5384390	Amaranthus cruentus	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5410661	Campanula pyramidalis	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5411353	Campanula garganica	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5411453	Campanula medium	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5420991	Ludwigia peploides	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5421389	Sarracenia purpurea	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5561475	Chaenostoma cordatum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5641274	Primula denticulata	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
5679692	Enteropogon acicularis	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
6387003	Equisetum praealtum	Plantae	Polypodiopsida	0		0	0	0	0	0	0	6	7228684
6432925	Fraxinus angustifolia oxycarpa	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7262908	Acer cappadocicum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7262958	Acer monspessulanum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7270381	Gentiana asclepiadea	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7271631	Pyrus communis communis	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7319302	Dryopteris cycadina	Plantae	Polypodiopsida	0		0	0	0	0	0	0	6	7228684
7322122	Davidia involucrata	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7325877	Fraxinus angustifolia	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7333320	Ellisiophyllum pinnatum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7529533	Canna hybrida	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
7738766	Miscanthus sacchariflorus	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
7740617	Skimmia japonica	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7818643	Prunus armeniaca	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7832723	Symphyotrichum lateriflorum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
7925372	Cerastium maureri	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
8010581	Diplachne fusca	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
8031875	Dasiphora davurica	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
8044946	Epimedium pinnatum	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
8183217	Salix gmelinii	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
8326061	Quercus coccinea	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
8356787	Pourthiaea villosa	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
8362005	Sasa palmata	Plantae	Liliopsida	0		0	0	0	0	0	0	6	196
9245228	Hedlundia hybrida	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
9306058	Karpatiosorbus latifolia	Plantae	Magnoliopsida	0		0	0	0	0	0	0	6	220
