taxonKey	canonicalName	kingdom	class	em_pts	mean_growth	year_2023_em_status_occupancy_natura2000_Flanders	year_2023_em_status_occs_natura2000_Flanders	year_2023_em_status_occupancy_Flanders	year_2023_em_status_occs_Flanders	year_2022_em_status_occupancy_natura2000_Flanders	year_2022_em_status_occs_natura2000_Flanders	year_2022_em_status_occupancy_Flanders	year_2022_em_status_occs_Flanders	year_2021_em_status_occupancy_natura2000_Flanders	year_2021_em_status_occs_natura2000_Flanders	year_2021_em_status_occupancy_Flanders	year_2021_em_status_occs_Flanders	kingdomKey	classKey
3085420	Dianthus caryophyllus	Plantae	Magnoliopsida	34.5		1	1	1	1	3	2	2	2	1	1	1	1	6	220
5701337	Dahlia cultorum	Plantae	Magnoliopsida	34.5		1	1	2	2	1	1	1	1	2	2	2	2	6	220
7190901	Graptemys pseudogeographica pseudogeographica	Animalia	Testudines	34.5		1	1	1	1	1	1	1	1	3	2	3	3	1	11418114
7277286	Thalictrum speciosissimum	Plantae	Magnoliopsida	34.5		1	1	2	2	1	1	2	2	1	1	2	2	6	220
2479544	Agapornis fischeri	Animalia	Aves	34	1.0524653816717253	0	0	2	3	1	1	3	3	1	1	1	3	1	212
3146683	Erigeron sumatrensis	Plantae	Magnoliopsida	34	1.0217530986367447	1	0	1	3	1	2	1	3	1	2	1	3	6	220
5363627	Aronia melanocarpa	Plantae	Magnoliopsida	34	0.9699606758386876	1	1	1	1	1	1	1	1	3	3	3	1	6	220
8358048	Potentilla recta obscura	Plantae	Magnoliopsida	34	0.5430294617198818	1	1	1	1	1	1	1	1	3	3	3	1	6	220
3064669	Euphorbia myrsinites	Plantae	Magnoliopsida	34	0.5156391475385461	1	1	2	0	1	1	2	0	3	3	3	0	6	220
2492196	Melospiza melodia	Animalia	Aves	34		1	1	1	1	3	3	3	3	0	0	0	0	1	212
2889010	Rumex cristatus	Plantae	Magnoliopsida	34		1	1	1	1	3	3	3	3	0	0	0	0	6	220
5359099	Trifolium suffocatum	Plantae	Magnoliopsida	34		2	2	2	2	1	1	1	1	1	1	1	1	6	220
7272185	Rosa carolina carolina	Plantae	Magnoliopsida	34		1	1	1	2	2	2	1	1	2	2	1	1	6	220
4933624	Inula racemosa	Plantae	Magnoliopsida	33.5	1.1496499259588149	1	0	1	3	2	0	1	3	3	0	1	3	6	220
5676646	Digitaria aequiglumis	Plantae	Liliopsida	33.5	1.1094572435826648	0	0	2	3	1	1	2	3	1	1	2	3	6	196
2498384	Callonetta leucophrys	Animalia	Aves	33.5	0.9861218793707279	2	1	1	1	2	1	1	1	3	1	1	1	1	212
2888867	Rheum rhabarbarum	Plantae	Magnoliopsida	33.5	0.8299249424607936	1	1	2	1	1	1	2	1	2	2	2	1	6	220
2889037	Rumex rugosus	Plantae	Magnoliopsida	33.5	0.7485612031373671	1	1	1	0	3	3	2	0	1	1	3	0	6	220
2480089	Psephotus haematonotus	Animalia	Aves	33.5		1	1	1	1	1	1	1	1	3	3	2	2	1	212
2687182	Tsuga canadensis	Plantae	Pinopsida	33.5		1	1	1	1	1	1	2	2	2	2	2	2	6	194
5199161	Hypania invalida	Animalia	Polychaeta	33.5		1	1	1	1	1	1	1	1	3	3	2	2	1	256
7420038	Prunella grandiflora	Plantae	Magnoliopsida	33.5		1	1	1	1	1	1	2	2	2	2	2	2	6	220
7564934	Odontites jaubertianus	Plantae	Magnoliopsida	33.5		1	1	1	1	1	1	1	1	3	3	2	2	6	220
3189866	Acer negundo	Plantae	Magnoliopsida	33	1.0091488830658257	1	1	1	3	1	1	1	3	1	1	1	3	6	220
3128225	Centaurea nigra	Plantae	Magnoliopsida	33	1.0053885449595845	1	1	1	3	1	1	1	3	1	1	1	3	6	220
3026454	Spiraea salicifolia	Plantae	Magnoliopsida	33	0.980001471796115	2	1	2	1	1	1	1	1	2	1	2	1	6	220
5420957	Clarkia unguiculata	Plantae	Magnoliopsida	33	0.962465271348678	3	3	2	1	0	0	2	1	0	0	2	1	6	220
3170823	Paulownia tomentosa	Plantae	Magnoliopsida	33	0.9510652496796397	2	0	1	1	3	0	1	1	3	2	1	1	6	220
2928538	Ipomoea hederacea	Plantae	Magnoliopsida	33	0.9338444484585329	3	3	2	1	0	0	2	1	0	0	2	1	6	220
9153437	Salix daphnoides	Plantae	Magnoliopsida	33	0.9303203103541862	2	1	2	1	1	1	1	1	2	1	2	1	6	220
2874199	Passiflora caerulea	Plantae	Magnoliopsida	33	0.7915032701951665	3	3	2	1	0	0	2	1	0	0	2	1	6	220
3933415	Malva multiflora	Plantae	Magnoliopsida	33	0.7538565515095094	1	1	1	1	1	1	3	1	2	2	2	1	6	220
7540164	Arion vulgaris	Animalia	Gastropoda	33	0.6448045089065313	2	2	1	0	2	2	0	0	3	3	0	0	1	225
4985072	Tricellaria inopinata	Animalia	Gymnolaemata	33		1	1	1	1	3	3	1	1	1	1	1	1	1	252
9254355	Lithotoma axillaris	Plantae	Magnoliopsida	33		1	1	1	1	3	3	1	1	1	1	1	1	6	220
2091932	Pulvinaria hydrangeae	Animalia	Insecta	32.5	0.9216163251011079	1	1	1	1	2	3	2	1	1	1	1	1	1	216
3022668	Prunus virginiana	Plantae	Magnoliopsida	32.5	0.9188592613582856	1	1	1	1	1	1	1	1	3	3	2	1	6	220
4484176	Cacopsylla fulguralis	Animalia	Insecta	32.5	0.7061204855196994	1	1	1	0	3	3	3	0	1	1	1	0	1	216
7325877	Fraxinus angustifolia	Plantae	Magnoliopsida	32.5	0.6380446657444158	1	1	1	1	1	1	1	1	3	3	2	1	6	220
3039046	Fatsia japonica	Plantae	Magnoliopsida	32.5	0.5751639222026086	1	1	2	0	1	1	2	0	3	3	2	0	6	220
2080592	Icerya purchasi	Animalia	Insecta	32.5		0	0	3	3	1	1	1	1	1	1	3	3	1	216
2288926	Potamocorbula amurensis	Animalia	Bivalvia	32.5		2	1	2	1	1	1	1	1	1	3	1	1	1	137
2455615	Pantherophis guttatus	Animalia	Squamata	32.5		0	0	3	3	1	1	1	1	1	1	3	3	1	11592253
2985995	Hydrangea paniculata	Plantae	Magnoliopsida	32.5		1	1	1	1	1	1	2	2	1	1	3	3	6	220
1309600	Andricus kollari	Animalia	Insecta	32	1.0265838818919586	1	1	1	3	1	1	1	3	1	1	1	2	1	216
3026107	Cotoneaster simonsii	Plantae	Magnoliopsida	32	0.9260711622040765	1	1	1	1	2	1	2	1	2	1	2	1	6	220
5582033	Salix udensis	Plantae	Magnoliopsida	32	0.9099180135652423	1	1	2	1	1	1	3	1	1	1	2	1	6	220
7855120	Odontites luteus	Plantae	Magnoliopsida	32	0.8691881352290679	2	1	2	0	1	1	2	0	2	1	3	0	6	220
3170247	Asclepias syriaca	Plantae	Magnoliopsida	32	0.8565287523267211	1	1	1	1	1	1	1	1	2	3	3	1	6	220
1751299	Bucculatrix ainsliella	Animalia	Insecta	32	0.850504875397294	2	2	2	1	1	1	1	1	1	1	1	1	1	216
2498393	Dendrocygna autumnalis	Animalia	Aves	32	0.8253573321135491	1	1	1	1	2	2	2	1	1	1	2	1	1	212
2362473	Hypophthalmichthys molitrix	Animalia		32		1	1	1	1	1	1	1	1	3	2	2	2	1	
2440196	Macropus rufogriseus	Animalia	Mammalia	32		1	1	1	1	2	2	1	1	2	2	1	1	1	359
2914404	Galium verum wirtgenii	Plantae	Magnoliopsida	32		2	2	1	1	1	1	1	1	1	1	2	2	6	220
3112361	Cynara scolymus	Plantae	Magnoliopsida	32		1	1	1	1	2	2	2	2	1	1	1	1	6	220
7263145	Acer rufinerve	Plantae	Magnoliopsida	32		1	1	1	1	1	1	1	1	3	2	2	2	6	220
3084022	Phytolacca acinosa	Plantae	Magnoliopsida	31.5	1.269366083139815	0	3	0	3	0	3	0	3	0	3	0	3	6	220
7802465	Nymphaea marliacea	Plantae	Magnoliopsida	31.5	1.2030191661534535	0	3	0	3	0	3	0	3	0	3	0	3	6	220
3098912	Cosmos bipinnatus	Plantae	Magnoliopsida	31.5	1.1823511483153042	0	3	0	3	0	3	0	3	0	3	0	3	6	220
9398259	Sporobolus anglicus	Plantae	Liliopsida	31.5	1.169971476334434	0	3	0	3	0	3	0	3	0	3	0	3	6	196
3067119	Euphorbia maculata	Plantae	Magnoliopsida	31.5	1.1665355029027626	0	3	0	3	0	3	0	3	0	3	0	3	6	220
3147168	Erigeron karvinskianus	Plantae	Magnoliopsida	31.5	1.06493369057065	0	3	0	3	0	3	0	3	0	3	0	3	6	220
5365705	Potentilla intermedia	Plantae	Magnoliopsida	31.5	1.0424381250261268	0	3	0	3	0	3	0	3	0	3	0	3	6	220
7501634	Rosa multiflora Murray	Plantae	Magnoliopsida	31.5	1.0389167816610085	1	0	1	3	2	0	1	3	2	0	1	3	6	220
5825913	Pinus nigra laricio	Plantae	Pinopsida	31.5	0.9690770321585432	2	0	2	1	2	0	2	1	2	0	2	1	6	194
2701578	Juncus foliosus	Plantae	Liliopsida	31.5	0.9299823690154665	2	1	2	1	1	1	2	1	1	1	1	1	6	196
3026334	Cotoneaster divaricatus	Plantae	Magnoliopsida	31.5	0.8933774980047599	2	1	1	1	2	1	1	1	2	1	1	1	6	220
2867631	Lemna turionifera	Plantae	Liliopsida	31.5	0.676116840100339	2	1	1	1	2	1	1	1	2	1	1	1	6	196
3096529	Mauranthemum paludosum	Plantae	Magnoliopsida	31.5	0.5455286961670219	1	1	1	0	1	1	2	0	3	3	3	0	6	220
4486243	Oxycarenus lavaterae	Animalia	Insecta	31.5	0.3765332857813055	2	2	0	0	3	3	0	0	2	2	0	0	1	216
1119292	Morimus asper	Animalia	Insecta	31.5				3	3			3	3			3	3	1	216
2480766	Threskiornis spinicollis	Animalia	Aves	31.5		1	1	1	1	1	1	1	1	2	2	3	2	1	212
2687885	Ginkgo biloba	Plantae	Ginkgoopsida	31.5				3	3			3	3			3	3	6	244
5228080	Callipepla californica	Animalia	Aves	31.5		1	1	1	1	1	1	2	2	1	1	3	2	1	212
8313153	Quercus palustris	Plantae	Magnoliopsida	31	0.9600158363572847	1	1	1	1	1	3	1	1	1	3	1	1	6	220
2436940	Oryctolagus cuniculus	Animalia	Mammalia	31	0.9593684073478616	1	1	1	1	1	3	1	1	1	3	1	1	1	359
1309606	Andricus grossulariae	Animalia	Insecta	31	0.8258862804227385	3	3	1	1	0	0	3	1	0	0	1	1	1	216
5392145	Bidens radiata	Plantae	Magnoliopsida	31	0.8066359357875628	2	1	2	0	2	1	2	0	1	1	2	0	6	220
10902460	Salvia rosmarinus	Plantae	Magnoliopsida	31	0.791005397000756	2	2	2	0	1	1	2	0	1	1	2	0	6	220
8149049	Wisteria sinensis	Plantae	Magnoliopsida	31	0.6131921044676238	1	1	1	1	1	1	2	1	2	2	2	1	6	220
2869311	Lysichiton americanus	Plantae	Liliopsida	31	0.5154091021790154	1	1	1	0	2	1	2	0	3	1	3	0	6	196
2971024	Melilotus officinalis (L.) Pallas	Plantae	Magnoliopsida	31		1	1	1	1	1	1	3	3	1	1	1	1	6	220
5371610	Tiarella cordifolia	Plantae	Magnoliopsida	31		1	1	1	1	1	1	3	3	1	1	1	1	6	220
5373160	Malcolmia flexuosa	Plantae	Magnoliopsida	31		1	1	1	1	1	1	1	1	3	3	1	1	6	220
5403605	Crepis sancta	Plantae	Magnoliopsida	31		1	1	1	1	1	1	2	2	1	1	2	3	6	220
7266343	Salix purpurea purpurea	Plantae	Magnoliopsida	30.5	0.8104886480374957	2	1	1	1	1	1	1	1	2	1	2	1	6	220
2295442	Limacus flavus	Animalia	Gastropoda	30.5	0.7529188091599399	2	2	0	0	2	2	0	0	3	3	0	0	1	225
2706026	Miscanthus sinensis	Plantae	Liliopsida	30.5	0.7376854120835261	1	1	1	1	2	1	1	1	3	1	1	1	6	196
6387003	Equisetum praealtum	Plantae	Polypodiopsida	30.5	0.614254985192139	2	0	2	0	2	0	2	0	3	0	3	0	6	7228684
2479964	Poicephalus senegalus	Animalia	Aves	30.5		1	1	1	1	3	2	3	2	0	0	0	0	1	212
2726539	Carex scoparia	Plantae	Liliopsida	30.5		1	1	1	1	1	1	1	2	1	1	3	3	6	196
3054352	Juglans cinerea	Plantae	Magnoliopsida	30.5		1	1	1	1	3	3	2	2	0	0	0	0	6	220
5227775	Phasianus versicolor	Animalia	Aves	30.5		2	2	1	1	1	1	1	1	1	1	1	2	1	212
5414932	Chelone obliqua	Plantae	Magnoliopsida	30.5		1	1	2	3	1	1	1	1	1	1	1	1	6	220
5384390	Amaranthus cruentus	Plantae	Magnoliopsida	30	0.9722145806937305	2	2	3	1	0	0	2	1	0	0	2	1	6	220
5362004	Sedum sarmentosum	Plantae	Magnoliopsida	30	0.9621330514536586	1	1	2	1	1	1	2	1	1	1	2	1	6	220
5372614	Salix eriocephala	Plantae	Magnoliopsida	30	0.9541906245835089	1	1	2	1	1	1	2	1	1	1	2	1	6	220
4067302	Symphytum grandiflorum	Plantae	Magnoliopsida	30	0.9349090136886671	1	3	0	1	1	3	0	1	1	3	0	1	6	220
2498046	Chenonetta jubata	Animalia	Aves	30	0.9158130914752194	3	1	1	0	2	1	1	0	2	1	1	0	1	212
2705286	Avena sterilis	Plantae	Liliopsida	30	0.8763938660425821	1	2	1	1	1	2	1	1	1	2	1	1	6	196
2926572	Physostegia virginiana	Plantae	Magnoliopsida	30	0.8653372058266843	1	1	2	1	1	1	2	1	1	1	2	1	6	220
1941864	Paysandisia archon	Animalia	Insecta	30		1	1	1	1	1	1	2	2	1	1	2	2	1	216
2489080	Lamprotornis purpureus	Animalia	Aves	30		3	3	3	3	0	0	0	0	0	0	0	0	1	212
2493698	Amandava amandava	Animalia	Aves	30		1	1	1	1	1	1	1	1	2	2	2	2	1	212
2868827	Zantedeschia aethiopica	Plantae	Liliopsida	30		1	1	1	1	1	1	1	1	2	2	2	2	6	196
3197314	Sargassum muticum	Chromista	Phaeophyceae	30		1	1	1	1	1	1	1	1	2	2	2	2	4	7073593
3741446	Erinus alpinus	Plantae	Magnoliopsida	30		1	1	1	1	1	1	2	2	1	1	2	2	6	220
5229128	Himantopus mexicanus	Animalia	Aves	30		1	1	1	1	1	1	1	1	2	2	2	2	1	212
5229203	Bostrychia hagedash	Animalia	Aves	30		1	1	1	1	1	1	1	1	2	2	2	2	1	212
9345027	Spatula cyanoptera	Animalia	Aves	29.5	0.9107891549426099	1	1	1	1	1	1	1	1	3	1	2	1	1	212
2498329	Bucephala albeola	Animalia	Aves	29.5	0.8962895430514581	2	1	2	1	1	1	1	1	1	1	1	1	1	212
2362030	Ctenopharyngodon idella	Animalia		29.5	0.7969721059893808	1	1	0	1	2	2	0	1	3	3	0	1	1	
3152816	Platanus orientalis	Plantae	Magnoliopsida	29.5	0.7815382768315461	3	3	2	1	0	0	1	1	0	0	1	1	6	220
8342911	Papaver setiferum	Plantae	Magnoliopsida	29.5	0.6753368040166329	1	1	1	1	1	1	1	1	3	1	2	1	6	220
3034015	Laurus nobilis	Plantae	Magnoliopsida	29.5	0.5539351847105661	1	1	1	0	2	3	2	0	1	1	2	0	6	220
3814157	Eudianthe coeli-rosa	Plantae	Magnoliopsida	29.5	0.36122978388615873	1	1	1	1	1	1	1	1	2	3	2	0	6	220
2437282	Tamiasciurus hudsonicus	Animalia	Mammalia	29.5		2	2	1	1	1	1	1	1	1	1	1	1	1	359
3164340	Platycodon grandiflorus	Plantae	Magnoliopsida	29.5		1	1	1	1	1	1	3	2	1	1	1	1	6	220
7901010	Rumex obtusifolius sylvestris	Plantae	Magnoliopsida	29.5		1	1	1	1	2	2	3	3	0	0	0	0	6	220
3012089	Sorbaria sorbifolia	Plantae	Magnoliopsida	29	1.0105238803173993	1	1	1	1	1	1	1	3	1	1	1	3	6	220
5298765	Iris foetidissima	Plantae	Liliopsida	29	0.9481967903364482	2	1	1	0	2	1	1	0	3	1	1	0	6	196
9235549	Sibirionetta formosa	Animalia	Aves	29	0.947362131779876	1	1	1	1	1	1	1	1	2	2	2	1	1	212
2888978	Rumex pulcher	Plantae	Magnoliopsida	29	0.9447581962675726	1	1	1	1	1	1	2	1	1	1	3	1	6	220
3015457	Crataegus persimilis	Plantae	Magnoliopsida	29	0.850458597146864	1	1	2	0	1	1	2	0	2	2	2	0	6	220
3032611	Darmera peltata	Plantae	Magnoliopsida	29	0.7697267674077852	1	1	1	1	1	1	2	1	1	1	3	1	6	220
2865565	Lagarosiphon major	Plantae	Liliopsida	29	0.6512689301792789	1	0	1	1	3	0	3	1	2	0	1	1	6	196
4201695	Phedimus hybridus	Plantae	Magnoliopsida	29	0.49819465175816513	1	1	1	1	1	1	1	1	2	2	2	1	6	220
2726538	Carex muskingumensis	Plantae	Liliopsida	29		1	1	1	1	1	1	1	1	2	2	2	1	6	196
2857449	Allium ramosum	Plantae	Liliopsida	29		1	1	1	1	1	1	3	1	1	1	1	2	6	196
4562529	Morlina glabra	Animalia	Gastropoda	29				2	3			3	3			3	3	1	225
5362046	Sedum spathulifolium	Plantae	Magnoliopsida	29		1	1	1	1	1	1	1	1	1	1	3	3	6	220
7902463	Lonicera maackii	Plantae	Magnoliopsida	29				3	3			3	3			2	2	6	220
4352332	Phoenicopterus roseus	Animalia	Aves	28.5	1.09643750451042	1	0	1	3	1	0	1	3	1	0	2	3	1	212
2704523	Cortaderia selloana	Plantae	Liliopsida	28.5	1.0243309204537858	2	0	0	3	2	0	0	3	2	0	0	3	6	196
5285565	Pinus pinaster	Plantae	Pinopsida	28.5	0.9820146782500009	0	3	1	1	0	3	1	1	0	3	1	1	6	194
5289666	Setaria faberi	Plantae	Liliopsida	28.5	0.9590059954908784	1	1	1	1	2	1	1	1	2	1	1	1	6	196
5671747	Cenchrus alopecuroides	Plantae	Liliopsida	28.5	0.9014995400832884	1	1	1	1	2	2	1	1	1	1	1	1	6	196
4382841	Hemigrapsus takanoi	Animalia	Malacostraca	28.5	0.7951953123830934	1	1	1	1	2	1	1	1	2	1	1	1	1	229
5361762	Myriophyllum heterophyllum	Plantae	Magnoliopsida	28.5	0.7802103945946515	1	1	1	1	2	1	1	1	2	1	1	1	6	220
7102937	Euonymus japonicus	Plantae	Magnoliopsida	28.5	0.7236826835388042	2	1	1	0	2	1	2	0	1	1	2	0	6	220
2873877	Linum austriacum	Plantae	Magnoliopsida	28.5	0.6947948963142414	1	1	1	0	3	1	1	0	3	1	1	0	6	220
2220347	Limnomysis benedeni	Animalia	Malacostraca	28.5		1	1	1	1	2	2	1	1	1	1	1	1	1	229
2882443	Cabomba caroliniana	Plantae	Magnoliopsida	28.5		1	1	2	2	1	1	1	1	1	1	1	1	6	220
3138192	Eutrochium purpureum	Plantae	Magnoliopsida	28.5		1	1	2	2	1	1	1	1	1	1	1	1	6	220
5303040	Thalia dealbata	Plantae	Liliopsida	28.5		1	1	1	1	2	2	1	1	1	1	1	1	6	196
5372875	Salix myrsinifolia	Plantae	Magnoliopsida	28.5		2	2	2	2	0	0	1	1	0	0	2	2	6	220
5415012	Linaria purpurea	Plantae	Magnoliopsida	28	1.0152340955378394	2	1	0	0	2	1	0	2	3	1	0	2	6	220
2879520	Quercus conferta	Plantae	Magnoliopsida	28	0.7181000348259182	1	1	2	1	1	1	1	1	1	1	2	1	6	220
4201688	Phedimus kamtschaticus	Plantae	Magnoliopsida	28	0.4628665119094602	1	1	1	1	1	1	3	1	1	1	1	1	6	220
1702101	Anacridium aegyptium	Animalia	Insecta	28				3	3			2	2			3	3	1	216
2095283	Pseudococcus longispinus	Animalia	Insecta	28				3	3			2	2			3	3	1	216
2445034	Tarentola mauritanica	Animalia	Squamata	28		0	0	2	2	0	0	3	3	1	1	2	2	1	11592253
3189883	Acer rubrum	Plantae	Magnoliopsida	28		1	1	1	1	1	1	1	1	1	1	3	2	6	220
4086523	Verbena incompta	Plantae	Magnoliopsida	28				3	3			2	2			3	3	6	220
4427283	Anthrenocerus australis	Animalia	Insecta	28				3	3			2	2			3	3	1	216
7636833	Syringa josikaea	Plantae	Magnoliopsida	28		1	1	1	1	1	1	1	1	1	1	3	2	6	220
5359660	Glycine max	Plantae	Magnoliopsida	27.5	0.9960645929988746	2	2	2	1	0	0	2	1	0	0	2	1	6	220
6391417	Rumex thyrsiflorus	Plantae	Magnoliopsida	27.5	0.9761065768484508	2	0	2	1	2	0	2	1	0	0	2	1	6	220
5341497	Nepeta racemosa	Plantae	Magnoliopsida	27.5	0.8974611321628078	2	1	0	1	2	1	0	1	3	1	0	1	6	220
9450106	Anas poecilorhyncha	Animalia	Aves	27.5	0.8139707128411916	1	1	1	1	1	1	1	1	2	2	1	1	1	212
2037925	Orientus ishidae	Animalia	Insecta	27.5	0.7047031367528411	1	3	0	0	1	3	0	0	1	3	0	2	1	216
2498411	Amazonetta brasiliensis	Animalia	Aves	27.5		0	0	3	3	1	1	1	1	1	1	1	1	1	212
2888564	Lamprocapnos spectabilis	Plantae	Magnoliopsida	27.5		1	1	1	1	1	1	2	2	1	1	1	1	6	220
3667238	Oenothera paradoxa	Plantae	Magnoliopsida	27.5		1	1	1	1	1	1	2	2	1	1	1	1	6	220
3039194	Parthenocissus quinquefolia	Plantae	Magnoliopsida	27	1.0293931191987906	0	3	0	2	0	3	0	2	0	3	0	2	6	220
7828157	Petroselinum crispum	Plantae	Magnoliopsida	27	0.8899802531854104	2	1	1	0	2	1	1	0	2	1	1	0	6	220
2684171	Thuja plicata	Plantae	Pinopsida	27	0.8456354064984809	2	2	0	0	2	2	0	0	2	2	0	0	6	194
4989904	Harmonia axyridis	Animalia	Insecta	27	0.8119462273414979	3	0	0	0	3	0	0	0	3	3	0	0	1	216
6035638	Chenopodium probstii	Plantae	Magnoliopsida	27	0.809655159727522	2	1	1	0	2	1	1	0	2	1	1	0	6	220
5373124	Malcolmia maritima (L.) W.T.Aiton	Plantae	Magnoliopsida	27	0.7823017514786228	2	2	0	0	2	2	0	0	2	2	0	0	6	220
3121258	Artemisia princeps	Plantae	Magnoliopsida	27	0.6013455353022051	2	0	2	0	2	0	2	0	2	0	2	0	6	220
2718302	Bolboschoenus yagara	Plantae	Liliopsida	27	0.31087124037902375	2	0	2	0	2	0	2	0	2	0	2	0	6	196
1626096	Ceratitis capitata	Animalia	Insecta	27				2	2			3	3			3	3	1	216
2164198	Cheiracanthium mildei	Animalia	Arachnida	27				2	2			3	3			3	3	1	367
2498094	Anas capensis	Animalia	Aves	27		2	2	2	2	0	0	2	2	0	0	0	0	1	212
2684120	Sequoiadendron giganteum	Plantae	Pinopsida	27				2	3			2	3			3	3	6	194
3189073	Epilobium brachycarpum	Plantae	Magnoliopsida	27				2	2			3	3			3	3	6	220
2479329	Platycercus eximius	Animalia	Aves	26.5	0.8838815175202442	1	1	2	1	1	1	1	1	1	1	1	1	1	212
2722515	Carex morrowii	Plantae	Liliopsida	26.5	0.2789578451841313	1	1	1	0	1	1	2	0	2	2	2	0	6	196
2266561	Nemopsis bachei	Animalia	Hydrozoa	26.5		1	1	2	1	1	1	1	1	1	1	1	1	1	205
2480181	Psittacus erithacus	Animalia	Aves	26.5		0	0	2	2	1	1	2	2	1	1	1	1	1	212
2498156	Anas undulata	Animalia	Aves	26.5		1	1	1	1	1	1	1	1	1	1	2	2	1	212
2498181	Netta peposaca	Animalia	Aves	26.5		1	1	1	1	2	1	1	1	1	1	1	1	1	212
4990176	Rhyzobius forestieri	Animalia	Insecta	26.5		1	1	1	1	1	1	1	1	1	1	2	2	1	216
5178057	Caprella mutica	Animalia	Malacostraca	26.5		1	1	1	1	1	1	1	1	1	1	2	2	1	229
5331238	Viola sororia	Plantae	Magnoliopsida	26.5		1	1	1	1	1	1	1	1	1	1	2	2	6	220
5377395	Matthiola longipetala	Plantae	Magnoliopsida	26.5		1	1	1	1	1	1	1	1	1	1	2	2	6	220
5401007	Leucanthemum superbum	Plantae	Magnoliopsida	26.5		1	1	1	1	1	1	1	1	1	1	2	2	6	220
5609719	Scutellaria columnae	Plantae	Magnoliopsida	26.5		0	0	3	2	0	0	3	2	1	1	1	1	6	220
8062758	Monochamus galloprovincialis	Animalia	Insecta	26.5		1	1	1	1	1	1	1	1	1	1	2	2	1	216
2925366	Clerodendrum trichotomum	Plantae	Magnoliopsida	26	0.9332904412045054	1	1	1	1	1	1	2	1	1	1	1	1	6	220
7671397	Phuopsis stylosa	Plantae	Magnoliopsida	26	0.908583081777654	1	0	1	1	2	0	2	1	2	0	2	1	6	220
5334194	Macleaya cordata	Plantae	Magnoliopsida	26	0.8904919543713132	1	1	1	1	1	1	2	1	1	1	1	1	6	220
3036033	Hedera colchica	Plantae	Magnoliopsida	26	0.8681008797234395	1	1	1	1	1	1	1	1	2	1	1	1	6	220
2930222	Solanum americanum	Plantae	Magnoliopsida	26	0.8357358797578861	1	1	1	1	1	1	2	1	1	1	1	1	6	220
2882849	Vaccinium corymbosum	Plantae	Magnoliopsida	26	0.7447042127730265	1	0	2	1	1	0	3	1	1	0	2	1	6	220
2215949	Melita nitida	Animalia	Malacostraca	26		1	1	1	1	2	2	2	2	0	0	0	0	1	229
2489005	Acridotheres tristis	Animalia	Aves	26		0	0	1	1	0	0	3	3	1	1	3	3	1	212
2856457	Allium triquetrum	Plantae	Liliopsida	26				3	2			2	2			3	3	6	196
2925351	Clerodendrum bungei	Plantae	Magnoliopsida	26		1	1	1	1	1	1	1	1	1	1	1	3	6	220
8418338	Hydrocotyle sibthorpioides	Plantae	Magnoliopsida	26				2	2			3	3			3	2	6	220
2041682	Graphocephala fennahi	Animalia	Insecta	25.5	1.9716170611844415	0	1	1	3	0	1	1	3	0	1	1	3	1	216
3128888	Centaurea solstitialis	Plantae	Magnoliopsida	25.5	0.9481621095985985	1	1	1	1	1	1	1	1	1	1	2	1	6	220
5372639	Salix babylonica	Plantae	Magnoliopsida	25.5	0.9468892997717122	1	3	0	0	1	3	0	0	1	3	0	0	6	220
2479977	Nymphicus hollandicus	Animalia	Aves	25.5	0.9405265148884846	1	3	0	0	1	3	0	0	1	3	0	0	1	212
3046015	Cardamine corymbosa	Plantae	Magnoliopsida	25.5	0.9094587754883943	2	1	0	0	3	1	0	0	3	1	0	0	6	220
2706209	Pseudosasa japonica	Plantae	Liliopsida	25.5	0.9040534793595747	2	0	1	1	2	0	1	1	2	0	1	1	6	196
2498396	Dendrocygna viduata	Animalia	Aves	25.5	0.8775451103780966	1	1	1	1	1	1	1	1	1	1	2	1	1	212
5391928	Bidens triplinervia	Plantae	Magnoliopsida	25.5	0.8688493407029535	1	1	1	1	1	1	1	1	1	1	2	1	6	220
5334240	Lonicera japonica	Plantae	Magnoliopsida	25.5	0.8440573424568176	2	0	1	0	3	0	1	0	3	0	1	0	6	220
5232452	Branta hutchinsii	Animalia	Aves	25.5	0.6752466314349412	1	2	1	0	1	2	1	0	1	2	1	0	1	212
5289503	Typha laxmannii	Plantae	Liliopsida	25.5	0.6392013650199321	1	1	1	1	1	1	1	1	1	2	1	1	6	196
1830823	Prays citri	Animalia	Insecta	25.5		0	0	2	3	0	0	2	2	0	0	3	3	1	216
2537743	Lentinula edodes	Fungi	Agaricomycetes	25.5		0	0	2	2	0	0	2	2	1	1	2	3	5	186
2701612	Juncus ensifolius	Plantae	Liliopsida	25.5		1	1	1	1	1	1	1	2	1	1	1	1	6	196
2856204	Allium siculum	Plantae	Liliopsida	25.5		0	0	1	1	1	1	3	3	1	1	1	1	6	196
3172068	Veronica cymbalaria	Plantae	Magnoliopsida	25.5				2	3			2	2			3	3	6	220
5371605	Tolmiea menziesii	Plantae	Magnoliopsida	25.5		1	1	1	1	1	1	1	1	1	1	2	1	6	220
8701771	Obama nungara	Animalia		25.5				3	3			3	1			1	3	1	
8993502	Silene italica	Plantae	Magnoliopsida	25	0.8075751824016808	1	1	1	1	2	2	1	1	0	0	1	1	6	220
