taxonKey	taxonName	first_year	acceptedKingdom
7278839	Sida rohlenae	2022	Plantae
7279119	Abutilon oxycarpum	2022	Plantae
7279347	Abutilon guineense	2022	Plantae
7301011	Sixalix atropurpurea subsp. atropurpurea	2022	Plantae
7324396	Convolvulus clementii	2022	Plantae
7497356	Tagetes tenuifolia	2022	Plantae
7548011	Juncus microcephalus	2022	Plantae
7579470	Hibiscus verdcourtii	2022	Plantae
7931233	Waltheria rotundifolia	2022	Plantae
8248445	Malva weinmanniana	2022	Plantae
