taxonKey	year_2022_em_status_occs_Belgium	year_2022_em_status_occupancy_Belgium	year_2022_em_status_occs_natura2000	year_2022_em_status_occupancy_natura2000	year_2023_em_status_occs_Belgium	year_2023_em_status_occupancy_Belgium	year_2023_em_status_occs_natura2000	year_2023_em_status_occupancy_natura2000	year_2024_em_status_occs_Belgium	year_2024_em_status_occupancy_Belgium	year_2024_em_status_occs_natura2000	year_2024_em_status_occupancy_natura2000	mean_growth	taxonName	class	clasKey	kingdom
2650107	3	3	1	3	3	3	1	3	3	3	1	3	1.0786254896084846	Azolla filiculoides Lam.	Polypodiopsida	7228684	Plantae
2650827	3	3	1	1	1	3	1	1	1	3	1	1	0.9271165518413281	Cyrtomium fortunei J.Sm.	Polypodiopsida	7228684	Plantae
2650829	3	3			2	3			2	3				Cyrtomium falcatum (L.fil.) C.Presl	Polypodiopsida	7228684	Plantae
2650903	3	1	1	1	3	1	1	2	3	1	1	2	1.0250181365992423	Onoclea sensibilis L.	Polypodiopsida	7228684	Plantae
2651122	3	3	3	3	1	1	1	1	1	1	3	1		Polystichum munitum (Kaulf.) C.Presl	Polypodiopsida	7228684	Plantae
2651816	3	3			3	3			3	3			1.0178856197044874	Adiantum capillus-veneris L.	Polypodiopsida	7228684	Plantae
2651826	3	3	1	1	3	3	2	3	3	3	3	3	1.1813878087208636	Adiantum raddianum C.Presl	Polypodiopsida	7228684	Plantae
2677047	3	3	3	3	3	3	3	3	3	3	3	3	1.0782227590811744	Orthodontium lineare Schwägr.	Bryopsida	327	Plantae
2683866	3	3	3	3	1	3	1	3	1	3	1	1	0.9887209971327947	Chamaecyparis lawsoniana (A.Murray bis) Parl.	Pinopsida	194	Plantae
2684120	1	1			1	1			1	1			0.637570844117195	Sequoiadendron giganteum (Lindl.) J.T.Buchholz	Pinopsida	194	Plantae
2684171	3	3	3	3	3	3	3	1	3	3	3	1	1.1499436099978508	Thuja plicata Donn ex D.Don	Pinopsida	194	Plantae
2684178	1	1			1	1			1	1			0.9929635680450881	Thuja occidentalis L.	Pinopsida	194	Plantae
2684191	0	0			0	0			0	0			0.7038647771203224	Taxodium distichum (L.) Rich.	Pinopsida	194	Plantae
2684984	3	3			1	1			2	2				Araucaria araucana (Molina) K.Koch	Pinopsida	194	Plantae
2685361	3	3	3	3	3	3	3	3	3	3	3	3	1.0435292031200951	Abies grandis (Douglas ex D.Don) Lindl.	Pinopsida	194	Plantae
2685484	1	1	1	1	1	1	1	1	1	1	1	1	0.9386437182581086	Abies alba Mill.	Pinopsida	194	Plantae
2685552	1	1			1	1			1	1			0.9422627199073893	Abies nordmanniana (Steven) Spach	Pinopsida	194	Plantae
2685796	1	1	1	1	1	1	1	1	1	1	1	1	0.9475038948577792	Pseudotsuga menziesii (Mirb.) Franco	Pinopsida	194	Plantae
2686157	3	3	0	1	3	3	0	1	3	3	0	1	1.0390667416074535	Larix kaempferi (Lamb.) Carrière	Pinopsida	194	Plantae
2686212	1	1	1	1	1	1	1	1	1	1	1	1	0.9037473945111142	Larix decidua Mill.	Pinopsida	194	Plantae
2687182	2	1			1	1			2	1				Tsuga canadensis (L.) Carrière	Pinopsida	194	Plantae
2687210	1	1	1	1	1	1	1	1	1	1	1	1	0.8764154938444987	Tsuga heterophylla (Raf.) Sarg.	Pinopsida	194	Plantae
2687885	3	3			3	3			2	2				Ginkgo biloba L.	Ginkgoopsida	244	Plantae
2688189	0	1			0	1			0	1			0.6772162045629508	Selaginella kraussiana (Kunze) A.Braun	Lycopodiopsida	245	Plantae
2700768	1	1			1	1			1	1			0.7260210107516786	Luzula nivea (Nathh.) DC.	Liliopsida	196	Plantae
2701578	1	1	1	1	1	1	1	1	1	1	1	1	0.7731486379182698	Juncus foliosus Desf.	Liliopsida	196	Plantae
2701612	2	3	1	1	1	1	1	1	1	1	2	3		Juncus ensifolius Wikstr.	Liliopsida	196	Plantae
2701879	3	3	3	3	1	1	1	1	1	1	1	1		Juncus striatus Schousb. ex E.Mey.	Liliopsida	196	Plantae
2701986	3	3	3	3	3	3	3	3	3	3	3	3	1.1052494832606758	Juncus canadensis J.Gay ex Laharpe	Liliopsida	196	Plantae
2702058	1	1	1	1	1	1	1	1	1	1	1	1	0.7098226532832622	Juncus anthelatus (Wiegand) R.E.Brooks	Liliopsida	196	Plantae
2702084	3	3	3	3	3	3	3	3	3	3	3	3	1.0932444547348004	Juncus tenuis Willd.	Liliopsida	196	Plantae
2702727	0	0	0	0	0	0	0	0	0	0	0	0	0.9315374052051476	Festuca myuros L.	Liliopsida	196	Plantae
2702792	1	2	1	1	1	2	1	1	1	2	1	3	0.974365606149681	Briza maxima L.	Liliopsida	196	Plantae
2702808	3	3	3	3	3	3	3	3	3	3	3	3	1.1765695168059562	Echinochloa crus-galli (L.) P.Beauv.	Liliopsida	196	Plantae
2702816	1	1	1	1	1	1	1	1	1	1	1	1	0.9080707923741763	Echinochloa muricata (P.Beauv.) Fernald	Liliopsida	196	Plantae
2702822	1	1			1	1			1	1			1.005181579287165	Echinochloa frumentacea Link	Liliopsida	196	Plantae
2703041	1	1			1	1			1	1				Arundo donax L.	Liliopsida	196	Plantae
2703663	1	1			1	1			1	1			0.7752626277117527	Bromus rigidus Roth	Liliopsida	196	Plantae
2703670	1	1			1	1			1	1			0.9690520882872908	Bromus inermis Leyss.	Liliopsida	196	Plantae
2703698	0	1	0	1	0	1	0	1	0	1	0	1	0.7096856444078147	Bromus sitchensis Trin.	Liliopsida	196	Plantae
2703712	0	1			0	1			0	1			0.7639770049553067	Bromus carinatus Hook. & Arn.	Liliopsida	196	Plantae
2703721	3	3	3	3	3	3	3	3	3	3	3	3	1.077267066752962	Bromus madritensis L.	Liliopsida	196	Plantae
2703723	3	3	3	1	3	3	3	3	3	3	3	2	1.1570119196519308	Bromus catharticus Vahl	Liliopsida	196	Plantae
2703740	1	1			1	1			2	3				Bromus rubens L.	Liliopsida	196	Plantae
2703760	3	3	3	3	3	3	3	3	3	3	3	3	1.1321985182117533	Bromus diandrus Roth	Liliopsida	196	Plantae
2704038	3	3			3	3			3	3			1.1157924178039913	Muhlenbergia mexicana (L.) Trin.	Liliopsida	196	Plantae
2704194	0	0	1	1	0	0	1	1	0	0	1	1	0.38692953987642364	Poa infirma Kunth	Liliopsida	196	Plantae
2704394	1	1			1	1			1	1			0.8890979465242436	Cynosurus echinatus L.	Liliopsida	196	Plantae
2704523	1	0	3	3	1	0	3	3	1	0	3	3	0.9564360258254722	Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.	Liliopsida	196	Plantae
2704757	3	3	3	3	3	3	3	3	3	3	2	2	1.2912922161328249	Sporobolus indicus (L.) R.Br.	Liliopsida	196	Plantae
2704949	1	1	1	1	1	1	1	1	1	1	1	1	0.8894220745663519	Festuca trachyphylla (Hack.) Hack.	Liliopsida	196	Plantae
2705031	1	2	1	1	1	3	3	3	1	2	2	2	0.9438006562652022	Festuca glauca Vill.	Liliopsida	196	Plantae
2705081	1	3	1	1	1	3	3	3	1	3	3	2	0.9475818915429174	Panicum virgatum L.	Liliopsida	196	Plantae
2705090	3	3	3	3	3	3	3	3	3	3	3	3	1.1306153610776575	Panicum miliaceum L.	Liliopsida	196	Plantae
2705144	1	1	0	1	1	1	0	1	1	1	0	1	0.8856864672992126	Panicum dichotomiflorum Michx.	Liliopsida	196	Plantae
2705162	3	3	1	3	3	3	1	3	3	3	1	3	1.0199040650376463	Panicum capillare L.	Liliopsida	196	Plantae
2705181	3	3	3	3	3	3	3	3	3	3	3	3	1.3000021600401825	Sorghum bicolor (L.) Moench	Liliopsida	196	Plantae
2705185	3	3	3	3	3	3	3	3	3	3	3	3	1.19986439171848	Sorghum halepense (L.) Pers.	Liliopsida	196	Plantae
2705290	3	3	3	3	3	3	3	3	3	3	3	3	1.1681514825819963	Avena sativa L.	Liliopsida	196	Plantae
2705295	0	2			0	2			0	2			0.7321427669047853	Avena strigosa Schreb.	Liliopsida	196	Plantae
2705300	3	3			3	3			1	2				Avena barbata Pott ex Link	Liliopsida	196	Plantae
2705369	0	0			1	0			1	0			0.7592736946581118	Eragrostis cilianensis (All.) Vignolo ex Janch.	Liliopsida	196	Plantae
2705378	1	1	1	1	1	1	1	1	1	1	1	1	0.7919232209406442	Eragrostis curvula (Schrad.) Nees	Liliopsida	196	Plantae
2705400	1	1	0	2	1	1	0	2	1	1	0	2	0.8828755521934696	Eragrostis pilosa (L.) P.Beauv.	Liliopsida	196	Plantae
2705401	1	1	1	1	1	1	1	1	1	1	1	1	0.8793868336833188	Eragrostis multicaulis Steud.	Liliopsida	196	Plantae
2705449	1	3	3	1	1	3	3	1	1	3	3	1	0.9983526375135474	Eragrostis minor Host	Liliopsida	196	Plantae
2705953	3	3	1	1	3	3	1	1	3	3	1	1	1.049173436165759	Eleusine indica (L.) Gaertn.	Liliopsida	196	Plantae
2705966	3	3	1	3	3	3	1	3	3	3	1	3	1.0717025811213707	Secale cereale L.	Liliopsida	196	Plantae
2705972	1	1	1	1	1	1	1	1	1	1	1	1	0.9447184807912207	Anthoxanthum aristatum Boiss.	Liliopsida	196	Plantae
2706002	0	1			0	1			0	1			0.6821844584541751	Phleum paniculatum Huds.	Liliopsida	196	Plantae
2706026	0	0	0	1	0	0	0	1	0	0	0	1	0.6727757559795084	Miscanthus sinensis Andersson	Liliopsida	196	Plantae
2706052	0	0			0	0			0	0			0.6462788245533226	Hordeum jubatum L.	Liliopsida	196	Plantae
2706056	3	3	3	3	3	3	3	3	3	3	3	3	1.2480275026471754	Hordeum vulgare L.	Liliopsida	196	Plantae
2706406	1	1			3	3			3	3				Triticum turgidum L.	Liliopsida	196	Plantae
2715482	3	3	3	3	3	3	3	3	3	3	3	3	1.2204092565810243	Cyperus eragrostis Lam.	Liliopsida	196	Plantae
2716226	3	3	3	3	3	3	3	3	3	3	3	3	1.2236279420140408	Cyperus esculentus L.	Liliopsida	196	Plantae
2716838	3	1	1	1	3	1	1	1	3	2	3	3	1.1629086529727108	Eleocharis engelmannii Steud.	Liliopsida	196	Plantae
2717467	1	1	1	1	1	1	1	1	2	2	1	2		Eleocharis obtusa (Willd.) Schult.	Liliopsida	196	Plantae
2718377	1	1	1	1	1	1	1	1	1	1	1	1		Bolboschoenus planiculmis (F.Schmidt) T.V.Egorova	Liliopsida	196	Plantae
2720120	3	3	3	3	2	2	2	2	3	3	3	3		Scirpus atrovirens Willd.	Liliopsida	196	Plantae
2720269	1	1	1	1	2	2	2	2	2	2	2	2		Scirpus georgianus R.M.Harper	Liliopsida	196	Plantae
2722515	0	0	1	1	0	0	1	1	0	0	2	1	0.46800860041830733	Carex morrowii Boott	Liliopsida	196	Plantae
2726360	3	1	1	1	3	2	3	3	3	2	3	2	1.2415988785919396	Carex grayi J.Carey	Liliopsida	196	Plantae
2726538	2	2	1	1	1	1	1	1	2	2	2	2		Carex muskingumensis Schwein.	Liliopsida	196	Plantae
2726539	2	2			1	1			2	2				Carex scoparia Schkuhr ex Willd.	Liliopsida	196	Plantae
2739071	3	1	0	3	1	1	0	2	1	1	0	1	0.9853838542093466	Trachycarpus fortunei (Hook.) H.Wendl.	Liliopsida	196	Plantae
2747489	1	1			1	1			3	3				Crocus chrysanthus (Herb.) Herb.	Liliopsida	196	Plantae
2747564	3	3	3	3	3	3	3	3	3	3	3	3	1.3276182302327282	Crocus tommasinianus Herb.	Liliopsida	196	Plantae
2747567	3	3	3	3	3	3	3	3	3	3	3	3	1.273525244355948	Crocus vernus (L.) Hill	Liliopsida	196	Plantae
2747718	2	3			2	2			2	2				Crocus speciosus M.Bieb.	Liliopsida	196	Plantae
2747750	1	1	2	2	1	1	1	1	1	1	2	2	0.7486973834773782	Crocus ×luteus Lam.	Liliopsida	196	Plantae
2747939	3	3	3	3	3	3	3	3	3	3	3	3	1.564886606999215	Crocosmia ×crocosmiiflora (Lemoine) N.E.Br.	Liliopsida	196	Plantae
2753146	1	3	3	3	1	3	2	2	1	3	3	3	0.9707433732095243	Lilium martagon L.	Liliopsida	196	Plantae
2762737	1	1			1	1			2	3				Musa basjoo Siebold & Zucc. ex Iinuma	Liliopsida	196	Plantae
2764179	1	2			1	2			1	2			0.8187690876179439	Commelina communis L.	Liliopsida	196	Plantae
2765156	3	3			3	3			3	3			1.1739176195104828	Tradescantia fluminensis Vell.	Liliopsida	196	Plantae
2765272	3	3	3	3	3	3	3	3	3	3	3	3	1.259484005554583	Tradescantia virginiana L.	Liliopsida	196	Plantae
2766030	3	3	3	3	3	3	3	3	3	3	3	3	1.1485708926409215	Pontederia cordata L.	Liliopsida	196	Plantae
2767229	3	3	3	3	2	2	2	2	2	2	2	2		Scilla sardensis (Whittall ex Barr & Sugden) Speta	Liliopsida	196	Plantae
2767271	0	0	1	3	0	0	1	2	0	0	1	1	0.3332243188275837	Scilla luciliae (Boiss.) Speta	Liliopsida	196	Plantae
2767275	0	0	0	0	0	0	0	0	0	0	0	0	0.5740254705607054	Scilla forbesii (Baker) Speta	Liliopsida	196	Plantae
2767428	3	3	3	3	3	3	2	2	2	2	3	3		Puschkinia scilloides Adams	Liliopsida	196	Plantae
2769766	1	2			1	2			1	2			0.756282604633793	Ruscus aculeatus L.	Liliopsida	196	Plantae
2772082	3	3	2	2	3	3	3	3	2	2	2	2		Muscari latifolium J.Kirk	Liliopsida	196	Plantae
2772094	1	0	1	1	1	0	1	1	1	0	1	1	0.8664361941007612	Muscari botryoides (L.) Mill.	Liliopsida	196	Plantae
2772174	3	3	3	3	3	3	3	3	3	3	3	3	1.0986937030057038	Muscari armeniacum Leichtlin ex Baker	Liliopsida	196	Plantae
2772666	3	3	3	3	3	3	3	3	3	3	3	3	1.2806102794392078	Hyacinthus orientalis L.	Liliopsida	196	Plantae
2773281	1	3	1	1	1	3	1	1	1	3	1	1	0.9900180462282651	Ornithogalum nutans L.	Liliopsida	196	Plantae
2773453	3	3	3	3	3	3	3	3	3	3	2	2	1.1408509800127506	Ornithogalum divergens Boreau	Liliopsida	196	Plantae
2775530	1	2	0	0	1	2	0	0	1	2	0	0	0.8278159547304748	Yucca flaccida Haw.	Liliopsida	196	Plantae
2775619	1	1	3	3	1	1	3	3	1	1	3	3	0.975337388204544	Yucca gloriosa L.	Liliopsida	196	Plantae
2781074	3	3	3	3	3	3	3	3	3	3	3	3	1.1717183243882954	Hemerocallis fulva (L.) L.	Liliopsida	196	Plantae
2781103	1	1	1	2	1	1	1	3	1	1	1	3	0.9542338501186416	Hemerocallis lilioasphodelus L.	Liliopsida	196	Plantae
2840931	3	3	3	3	3	3	3	3	3	3	3	3	1.56668041297514	Goodyera repens (L.) R.Br.	Liliopsida	196	Plantae
2855338	3	3			1	1			1	1				Galanthus plicatus M.Bieb.	Liliopsida	196	Plantae
2855356	3	3	3	3	3	3	3	3	3	3	1	3	1.1715628691629625	Galanthus nivalis L.	Liliopsida	196	Plantae
2855398	2	1	2	3	2	1	2	2	3	1	2	2		Galanthus elwesii Hook.f.	Liliopsida	196	Plantae
2855439	1	0	3	3	1	0	2	2	1	0	2	2	0.809162182276395	Galanthus woronowii Losinsk.	Liliopsida	196	Plantae
2855705	1	1	1	1	1	1	1	1	1	1	1	1		Allium lusitanicum Lam.	Liliopsida	196	Plantae
2855823	2	2			2	3			2	2				Allium nigrum L.	Liliopsida	196	Plantae
2855825	2	2			1	1			1	1				Allium moly L.	Liliopsida	196	Plantae
2855860	3	3	3	3	3	3	3	3	1	3	3	3	1.0322060718844184	Allium schoenoprasum L.	Liliopsida	196	Plantae
2855893	2	2	1	1	2	3	1	1	1	1	1	1		Allium roseum L.	Liliopsida	196	Plantae
2856037	1	1			1	1			1	1				Allium ampeloprasum L.	Liliopsida	196	Plantae
2856457	0	0			1	0			1	0			0.5580975221785277	Allium triquetrum L.	Liliopsida	196	Plantae
2856780	2	2	2	2	2	3	2	2	3	3	3	3		Allium cristophii Trautv.	Liliopsida	196	Plantae
2856920	3	2	1	1	1	2	3	3	1	3	3	3	1.0037532565872989	Allium hollandicum R.M.Fritsch	Liliopsida	196	Plantae
2857017	3	3	3	3	3	1	2	3	3	1	2	1	1.2186813861075925	Allium paradoxum (M.Bieb.) G.Don	Liliopsida	196	Plantae
2857697	2	1			2	1			2	1				Allium cepa L.	Liliopsida	196	Plantae
2858581	1	3	1	1	1	3	1	1	1	3	1	1	0.8205196436255192	Narcissus poeticus L.	Liliopsida	196	Plantae
2858846	1	1			1	1			3	3				Narcissus bulbocodium L.	Liliopsida	196	Plantae
2858963	2	2			1	1			2	2				Narcissus tazetta L.	Liliopsida	196	Plantae
2859597	0	0	2	2	0	0	3	2	0	0	1	2	0.6806537862882128	Ipheion uniflorum (Graham) Raf.	Liliopsida	196	Plantae
2865448	0	0	0	0	0	0	0	0	0	0	0	0	0.7731710091294007	Elodea canadensis Michx.	Liliopsida	196	Plantae
2865524	1	1			3	3			3	3				Vallisneria australis S.W.L.Jacobs & Les	Liliopsida	196	Plantae
2865565	1	1	3	3	1	3	3	3	1	3	3	3	0.8487730478896869	Lagarosiphon major (Ridl.) Moss	Liliopsida	196	Plantae
2866850	1	1			1	1			3	3				Arisaema dracontium (L.) Schott	Liliopsida	196	Plantae
2867614	1	0	0	0	1	0	0	0	1	0	0	0	0.8674278302111005	Lemna minuta Kunth	Liliopsida	196	Plantae
2867631	0	0	0	0	0	0	0	0	0	0	0	0	0.4273046733423744	Lemna turionifera Landolt	Liliopsida	196	Plantae
2868827	0	0			0	0			0	0			0.6704227386593171	Zantedeschia aethiopica (L.) Spreng.	Liliopsida	196	Plantae
2869311	2	3	1	3	3	3	1	3	2	3	1	3		Lysichiton americanus Hultén & H.St.John	Liliopsida	196	Plantae
2869597	1	1	1	1	1	1	3	3	2	2	3	3		Sauromatum venosum (Dryand. ex Aiton) Kunth	Liliopsida	196	Plantae
2870583	1	0			1	0			1	0			0.8061032751324422	Pistia stratiotes L.	Liliopsida	196	Plantae
2873769	3	3	3	2	3	3	3	2	3	3	3	2	1.0724613470739266	Acorus calamus L.	Liliopsida	196	Plantae
2873861	3	3	3	3	3	3	3	3	3	3	3	3	1.1267953339925232	Linum usitatissimum L.	Magnoliopsida	220	Plantae
2873877	0	1	1	1	0	1	1	1	0	1	1	1	0.6878390988790244	Linum austriacum L.	Magnoliopsida	220	Plantae
2873926	0	1	3	2	0	1	2	2	0	1	2	2	0.46661226395026506	Linum grandiflorum Desf.	Magnoliopsida	220	Plantae
2873991	3	1	3	1	3	1	3	1	3	1	3	1	1.118615095143733	Aristolochia clematitis L.	Magnoliopsida	220	Plantae
2874199	1	2			1	2			1	2			0.922713286284612	Passiflora caerulea L.	Magnoliopsida	220	Plantae
2874508	1	2	0	0	1	2	0	0	1	2	0	0	0.8927797138854139	Cucurbita pepo L.	Magnoliopsida	220	Plantae
2874570	3	1	3	3	3	1	1	1	1	1	2	2	1.0110554867840371	Cucumis melo L.	Magnoliopsida	220	Plantae
2874621	1	1	3	3	1	1	2	2	1	1	1	1	0.9491463833134035	Citrullus lanatus (Thunb.) Matsum. & Nakai	Magnoliopsida	220	Plantae
2874706	1	1			1	1			1	1			0.854280981470401	Tamarix parviflora DC.	Magnoliopsida	220	Plantae
2875968	3	1	1	1	3	1	1	1	3	1	1	1	1.0367205238003734	Corylus colurna L.	Magnoliopsida	220	Plantae
2876049	3	3	3	3	3	3	3	3	3	3	3	3	1.2766800559641576	Corylus maxima Mill.	Magnoliopsida	220	Plantae
2876571	1	1			1	1			1	1			0.8118080855333253	Alnus ×pubescens Tausch	Magnoliopsida	220	Plantae
2876607	3	1	3	1	3	1	3	1	3	1	3	1	1.0621226422402927	Alnus cordata (Loisel.) Duby	Magnoliopsida	220	Plantae
2879098	3	3	2	3	3	3	0	3	3	3	0	3	1.5385318759330708	Quercus ilex L.	Magnoliopsida	220	Plantae
2879520	3	3	1	1	3	3	1	1	3	3	2	2	1.4925510349102966	Quercus conferta Kit.	Magnoliopsida	220	Plantae
2880539	1	3	1	3	1	3	1	3	1	3	1	3	1.0000761649920655	Quercus rubra L.	Magnoliopsida	220	Plantae
2880580	3	1	1	1	3	1	1	1	3	1	1	1	1.0888897648788167	Quercus cerris L.	Magnoliopsida	220	Plantae
2882841	3	3			2	2			2	2				Vaccinium macrocarpon Aiton	Magnoliopsida	220	Plantae
2882849	3	3	1	2	3	3	1	3	3	3	1	3	1.0349429319564092	Vaccinium corymbosum L.	Magnoliopsida	220	Plantae
2888323	3	1	2	2	3	1	3	2	3	1	2	2	1.1863867587456398	Clethra alnifolia L.	Magnoliopsida	220	Plantae
2888380	3	1	0	0	3	1	0	0	3	1	0	0	1.3090577400241599	Eschscholzia californica Cham.	Magnoliopsida	220	Plantae
2888435	3	1	3	1	1	1	1	1	2	1	1	1		Papaver bracteatum Lindl.	Magnoliopsida	220	Plantae
2888437	3	3	3	2	2	2	3	2	2	2	3	2		Papaver orientale L.	Magnoliopsida	220	Plantae
2888439	3	3	3	1	3	3	3	1	3	3	3	1	1.1726761068060292	Papaver somniferum L.	Magnoliopsida	220	Plantae
2888513	3	3	3	1	3	3	3	1	3	3	3	1	1.1839400983554311	Pseudofumaria lutea (L.) Borkh.	Magnoliopsida	220	Plantae
2888553	3	1	1	1	3	1	1	1	3	1	1	1	1.0662945948768991	Dicentra formosa (Andrews) Walp.	Magnoliopsida	220	Plantae
2888564	1	1	1	1	1	1	1	1	2	2	2	2		Lamprocapnos spectabilis (L.) Fukuhara	Magnoliopsida	220	Plantae
2888579	3	1	2	1	3	1	2	1	3	1	2	1	1.0453150043105013	Leycesteria formosa Wall.	Magnoliopsida	220	Plantae
2888585	0	0	0	0	0	0	0	0	0	0	0	0	0.5027403279981975	Viburnum tinus L.	Magnoliopsida	220	Plantae
2888622	3	1			3	1			3	1			1.195449673186978	Viburnum plicatum Thunb.	Magnoliopsida	220	Plantae
2888625	3	3	3	3	3	3	3	3	3	3	3	3	1.1316835738833841	Viburnum rhytidophyllum Hemsl. ex Forbes & Hemsl.	Magnoliopsida	220	Plantae
2888636	1	1			1	1			1	1			0.9634082204861071	Symphoricarpos orbiculatus Moench	Magnoliopsida	220	Plantae
2888740	3	3	3	3	3	3	3	3	3	3	3	3	1.3523788215520351	Centranthus ruber (L.) DC.	Magnoliopsida	220	Plantae
2888797	3	2	1	1	3	2	3	2	3	2	3	3	1.2790013254321224	Cephalaria gigantea (Ledeb.) Bobrov	Magnoliopsida	220	Plantae
2888806	3	3	1	1	3	3	1	1	3	3	3	3	1.5882459430797184	Scabiosa ochroleuca L.	Magnoliopsida	220	Plantae
2888814	3	3	3	3	3	3	3	1	3	3	3	3	1.2270174366495454	Dipsacus laciniatus L.	Magnoliopsida	220	Plantae
2888859	3	3	3	3	1	3	3	3	1	3	2	2	0.9021876895401506	Muehlenbeckia complexa (A.Cunn.) Meisn.	Magnoliopsida	220	Plantae
2888867	1	0	1	1	1	0	1	1	1	0	2	2	0.8014245729861893	Rheum rhabarbarum L.	Magnoliopsida	220	Plantae
2888978	1	1	1	1	1	1	2	3	1	1	2	2	0.8987887164780083	Rumex pulcher L.	Magnoliopsida	220	Plantae
2889019	1	0	1	1	1	0	1	1	1	0	1	1	0.8378981181869933	Rumex patientia L.	Magnoliopsida	220	Plantae
2889023	0	0			0	0			0	0			0.6519117937601723	Rumex stenophyllus Ledeb.	Magnoliopsida	220	Plantae
2889037	1	0			2	1			1	1				Rumex rugosus Campd.	Magnoliopsida	220	Plantae
2889088	3	3	3	1	3	2	2	1	3	2	2	1	1.0223811105875749	Reynoutria sachalinensis (F.Schmidt) Nakai	Magnoliopsida	220	Plantae
2889173	1	3	0	3	1	3	0	3	1	3	0	3	0.8788581565793951	Reynoutria japonica Houtt.	Magnoliopsida	220	Plantae
2889229	1	1	2	0	1	1	2	0	1	1	2	0	0.943529258479412	Persicaria orientalis (L.) Spach	Magnoliopsida	220	Plantae
2889304	3	3			3	3			3	3			1.0393975119516285	Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross	Magnoliopsida	220	Plantae
2889358	1	1			1	1			2	3				Oxyria digyna (L.) Hill	Magnoliopsida	220	Plantae
2889373	3	3	3	1	3	3	3	1	3	3	3	1	1.265300748315493	Fagopyrum esculentum Moench	Magnoliopsida	220	Plantae
2889378	3	3			3	3			3	3			1.1231141170312267	Fagopyrum tataricum (L.) Gaertn.	Magnoliopsida	220	Plantae
2889934	2	1	0	1	2	1	0	1	2	1	0	1		Tropaeolum majus L.	Magnoliopsida	220	Plantae
2890013	1	1			1	1			1	1			0.6718543273256338	Geranium divaricatum Ehrh.	Magnoliopsida	220	Plantae
2890035	3	1	0	1	1	1	0	1	1	1	0	1	0.9865885446378854	Geranium ×oxonianum P.F.Yeo	Magnoliopsida	220	Plantae
2890122	3	3	3	3	3	3	3	3	3	3	3	3	1.2841599279862559	Geranium pyrenaicum Burm.f.	Magnoliopsida	220	Plantae
2890287	3	1	3	1	3	3	3	1	3	3	3	1	1.3611642454537616	Geranium nodosum L.	Magnoliopsida	220	Plantae
2890502	3	3	3	3	3	3	3	3	3	3	3	3	1.2207971243333047	Geranium endressii J.Gay	Magnoliopsida	220	Plantae
2890541	3	3	3	3	3	3	3	3	3	3	3	3	1.0629069281754437	Geranium purpureum Vill.	Magnoliopsida	220	Plantae
2890739	2	2	1	1	2	2	2	2	2	3	1	1		Geranium versicolor L.	Magnoliopsida	220	Plantae
2890995	0	1	1	1	0	1	1	1	0	1	2	2	0.4439182807917084	Geranium ×cantabrigiense P.F.Yeo	Magnoliopsida	220	Plantae
2891079	3	1	0	0	3	1	0	0	3	1	0	0	1.1310780345701752	Geranium macrorrhizum L.	Magnoliopsida	220	Plantae
2891390	3	1	3	1	3	1	3	1	3	1	3	1	1.0523781440639544	Geranium phaeum L.	Magnoliopsida	220	Plantae
2891664	2	1	2	1	3	1	3	1	2	1	2	1		Oxalis articulata Savigny	Magnoliopsida	220	Plantae
2891677	0	2			0	2			0	2			0.2822123193788892	Oxalis dillenii Jacq.	Magnoliopsida	220	Plantae
2891707	3	1	3	0	3	1	3	0	3	1	3	0	1.1260682180809451	Oxalis debilis Kunth	Magnoliopsida	220	Plantae
2891755	3	3	1	2	3	3	1	2	3	3	1	3	1.1154304403561583	Oxalis latifolia Kunth	Magnoliopsida	220	Plantae
2891770	3	3	3	3	3	3	3	3	3	3	3	3	1.3257672065831616	Impatiens glandulifera Royle	Magnoliopsida	220	Plantae
2891774	3	3	3	3	3	3	3	3	3	3	3	3	1.8462089959398533	Impatiens capensis Meerb.	Magnoliopsida	220	Plantae
2891782	3	3	3	1	3	3	3	1	3	3	3	1	1.1909348934149233	Impatiens parviflora DC.	Magnoliopsida	220	Plantae
2891783	3	3	3	1	3	3	3	1	3	3	3	1	1.1530599927067138	Impatiens balfourii Hook.fil.	Magnoliopsida	220	Plantae
2913169	3	1	3	1	3	1	3	2	3	1	3	2	1.1138599431818268	Galium parisiense L.	Magnoliopsida	220	Plantae
2913219	1	1			1	2			1	3			0.916444344842001	Galium anglicum Huds.	Magnoliopsida	220	Plantae
2914404	1	1	1	1	1	1	2	2	1	1	2	2		Galium verum subsp. wirtgenii (F.W.Schultz) Oborny	Magnoliopsida	220	Plantae
2914590	3	3	2	2	3	3	2	2	3	3	2	2	1.2318776595555625	Galium murale (L.) All.	Magnoliopsida	220	Plantae
2925366	1	1			1	1			1	1			0.9354205499942635	Clerodendrum trichotomum Thunb.	Magnoliopsida	220	Plantae
2925496	3	2	3	3	2	3	2	3	2	3	2	2		Verbena rigida Spreng.	Magnoliopsida	220	Plantae
2925514	3	3	3	3	3	3	3	3	3	3	3	3	1.1840321806989516	Verbena bonariensis L.	Magnoliopsida	220	Plantae
2925527	3	3	3	3	3	3	1	3	3	3	1	3	1.4938411135350393	Verbena hastata L.	Magnoliopsida	220	Plantae
