taxonKey	canonicalName	kingdom	class	em_pts	mean_growth	year_2023_em_status_occupancy_natura2000_Flanders	year_2023_em_status_occs_natura2000_Flanders	year_2022_em_status_occupancy_natura2000_Flanders	year_2022_em_status_occs_natura2000_Flanders	year_2021_em_status_occupancy_natura2000_Flanders	year_2021_em_status_occs_natura2000_Flanders	kingdomKey	classKey
7420038	Prunella grandiflora	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
7818643	Prunus armeniaca	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
8149049	Wisteria sinensis	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
9235549	Sibirionetta formosa	Animalia	Aves	13		1	1	1	1	2	2	1	212
9376410	Delosperma cooperi	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
9450106	Anas poecilorhyncha	Animalia	Aves	13		1	1	1	1	2	2	1	212
2498161	Anser rossii	Animalia	Aves	12.5	0.8295783533938365	1	1	2	1	1	1	1	212
7738766	Miscanthus sacchariflorus	Plantae	Liliopsida	12.5	0.6778953340737625	1	1	2	1	1	1	6	196
2498181	Netta peposaca	Animalia	Aves	12.5		1	1	2	1	1	1	1	212
5825913	Pinus nigra laricio	Plantae	Pinopsida	12	0.9344280038463721	2	0	2	0	2	0	6	194
2498010	Tadorna cana	Animalia	Aves	12	0.8212104036301296	1	1	1	1	2	1	1	212
3054357	Juglans nigra	Plantae	Magnoliopsida	12	0.7655418994786445	2	0	2	0	2	0	6	220
2984676	Pachysandra terminalis	Plantae	Magnoliopsida	12	0.7166237562999711	2	0	2	0	2	0	6	220
3036033	Hedera colchica	Plantae	Magnoliopsida	12	0.7142948607423626	1	1	1	1	2	1	6	220
2704523	Cortaderia selloana	Plantae	Liliopsida	12	0.6933098582265268	2	0	2	0	2	0	6	196
3121258	Artemisia princeps	Plantae	Magnoliopsida	12	0.6211798552512483	2	0	2	0	2	0	6	220
8288647	Pterocarya fraxinifolia	Plantae	Magnoliopsida	12	0.5846120034472775	2	0	2	0	2	0	6	220
2706209	Pseudosasa japonica	Plantae	Liliopsida	12	0.4741927230918722	2	0	2	0	2	0	6	196
2718302	Bolboschoenus yagara	Plantae	Liliopsida	12	0.3064026132631144	2	0	2	0	2	0	6	196
2874706	Tamarix parviflora	Plantae	Magnoliopsida	11.5	0.6548557225126836	1	0	3	0	2	0	6	220
2865565	Lagarosiphon major	Plantae	Liliopsida	11.5	0.30485794764991125	1	0	3	0	2	0	6	196
2215949	Melita nitida	Animalia	Malacostraca	11.5		1	1	2	2	0	0	1	229
2985863	Hylotelephium spectabile	Plantae	Magnoliopsida	11.5		1	1	2	2	0	0	6	220
5289503	Typha laxmannii	Plantae	Liliopsida	11.5		1	1	1	1	1	2	6	196
7319302	Dryopteris cycadina	Plantae	Polypodiopsida	11.5		1	1	2	2	0	0	6	7228684
7901010	Rumex obtusifolius sylvestris	Plantae	Magnoliopsida	11.5		1	1	2	2	0	0	6	220
8993502	Silene italica	Plantae	Magnoliopsida	11.5		1	1	2	2	0	0	6	220
3146683	Erigeron sumatrensis	Plantae	Magnoliopsida	11	1.000174045411663	1	0	1	2	1	2	6	220
4933624	Inula racemosa	Plantae	Magnoliopsida	11	0.8306772845984375	1	0	2	0	3	0	6	220
5229055	Psittacula eupatria	Animalia	Aves	11	0.6942844601443701	1	0	2	0	3	0	1	212
3083680	Atriplex micrantha	Plantae	Magnoliopsida	11	0.4369846061716076	1	1	1	1	2	0	6	220
5362004	Sedum sarmentosum	Plantae	Magnoliopsida	10.5	0.9935443343220027	1	1	1	1	1	1	6	220
3128225	Centaurea nigra	Plantae	Magnoliopsida	10.5	0.989680379968032	1	1	1	1	1	1	6	220
3189866	Acer negundo	Plantae	Magnoliopsida	10.5	0.9850585389457578	1	1	1	1	1	1	6	220
3012089	Sorbaria sorbifolia	Plantae	Magnoliopsida	10.5	0.9732452780593278	1	1	1	1	1	1	6	220
4129181	Festuca ambigua	Plantae	Liliopsida	10.5	0.9709277216919718	1	1	1	1	1	1	6	196
2867614	Lemna minuta	Plantae	Liliopsida	10.5	0.9629191405968114	1	1	1	1	1	1	6	196
2498090	Anas bahamensis	Animalia	Aves	10.5	0.9555319550289006	1	1	1	1	1	1	1	212
3033077	Aucuba japonica	Plantae	Magnoliopsida	10.5	0.9152469240298289	1	1	1	1	1	1	6	220
2479329	Platycercus eximius	Animalia	Aves	10.5	0.8721825701659944	1	1	1	1	1	1	1	212
7315286	Fumaria muralis	Plantae	Magnoliopsida	10.5	0.8657862942184197	1	1	1	1	1	1	6	220
7978544	Hydrocotyle ranunculoides	Plantae	Magnoliopsida	10.5	0.8655974136618145	1	1	1	1	1	1	6	220
2219863	Gammarus tigrinus	Animalia	Malacostraca	10.5	0.8304542638880439	1	1	1	1	1	1	1	229
5372614	Salix eriocephala	Plantae	Magnoliopsida	10.5	0.8252379290166408	1	1	1	1	1	1	6	220
1309600	Andricus kollari	Animalia	Insecta	10.5	0.7939202011416383	1	1	1	1	1	1	1	216
5582033	Salix udensis	Plantae	Magnoliopsida	10.5	0.7800626989519901	1	1	1	1	1	1	6	220
4497054	Andricus lignicolus	Animalia	Insecta	10.5	0.5761658523161386	1	1	1	1	1	1	1	216
2020686	Stephanitis takeyai	Animalia	Insecta	10.5	0.5342068871329348	1	1	1	1	1	1	1	216
2367919	Misgurnus anguillicaudatus	Animalia		10.5	9.137427485374975e-15	1	1	1	1	1	1	1	
1309652	Dryocosmus kuriphilus	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
1411953	Carausius morosus	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
1450317	Telmatogeton japonicus	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
1551754	Phytomyza jucunda	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
1577153	Hermetia illucens	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
1891245	Sufetula diminutalis	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
1941864	Paysandisia archon	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
1995681	Blaptica dubia	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
2077985	Impatientinum asiaticum	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
2204831	Synidotea laticauda	Animalia	Malacostraca	10.5		1	1	1	1	1	1	1	229
2211599	Ianiropsis serricaudis	Animalia	Malacostraca	10.5		1	1	1	1	1	1	1	229
2217982	Crangonyx pseudogracilis	Animalia	Malacostraca	10.5		1	1	1	1	1	1	1	229
2234836	Daphnia ambigua	Animalia	Branchiopoda	10.5		1	1	1	1	1	1	1	281
2266561	Nemopsis bachei	Animalia	Hydrozoa	10.5		1	1	1	1	1	1	1	205
2287073	Dreissena bugensis	Animalia	Bivalvia	10.5		1	1	1	1	1	1	1	137
2475648	Dacelo novaeguineae	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
2479311	Platycercus elegans	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
2479925	Alisterus scapularis	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
2480542	Buteo jamaicensis	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
2480772	Plegadis ridgwayi	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
2495840	Chalcophaps indica	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
2498156	Anas undulata	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
2498396	Dendrocygna viduata	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
2650479	Phlebodium aureum	Plantae	Polypodiopsida	10.5		1	1	1	1	1	1	6	7228684
2651098	Polystichum acrostichoides	Plantae	Polypodiopsida	10.5		1	1	1	1	1	1	6	7228684
2685663	Abies homolepis	Plantae	Pinopsida	10.5		1	1	1	1	1	1	6	194
2700768	Luzula nivea	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2701612	Juncus ensifolius	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2718377	Bolboschoenus planiculmis	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2720171	Scirpus cyperinus	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2722380	Carex crawfordii	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2726539	Carex scoparia	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2747939	Crocosmia crocosmiiflora	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2752849	Erythronium dens-canis	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2769493	Maianthemum stellatum	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2855705	Allium lusitanicum	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2856681	Allium sativum	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2857449	Allium ramosum	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
2879520	Quercus conferta	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2882443	Cabomba caroliniana	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2882841	Vaccinium macrocarpon	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2888564	Lamprocapnos spectabilis	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2888636	Symphoricarpos orbiculatus	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2888806	Scabiosa ochroleuca	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2888978	Rumex pulcher	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2890739	Geranium versicolor	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2890972	Geranium wallichianum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2925303	Lantana camara	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2925351	Clerodendrum bungei	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2925366	Clerodendrum trichotomum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2926572	Physostegia virginiana	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2928859	Petunia atkinsiana	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2930222	Solanum americanum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2964167	Lupinus albus	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2971024	Melilotus officinalis (L.) Pallas	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2985995	Hydrangea paniculata	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
2994229	Rubus nutkanus	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3026024	Cotoneaster ascendens	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3026049	Cotoneaster dammeri	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3026622	Spiraea vanhouttei	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3032611	Darmera peltata	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3039272	Elaeagnus multiflora	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3083488	Paeonia officinalis	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3115828	Filago congesta	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3128888	Centaurea solstitialis	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3138192	Eutrochium purpureum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3151434	Symphyotrichum dumosum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3164340	Platycodon grandiflorus	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3169713	Trachelospermum jasminoides	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3189883	Acer rubrum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3667238	Oenothera paradoxa	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3678256	Cuscuta lupuliformis	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3741446	Erinus alpinus	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3853033	Neillia incisa	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
3902360	Mentha cervina	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
4005004	Lysimachia fortunei	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
4034001	Persicaria nepalensis	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
4201688	Phedimus kamtschaticus	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
4205640	Juglans mandshurica	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
4270675	Echinochloa muricata muricata	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
4362883	Cerithium vulgatum	Animalia	Gastropoda	10.5		1	1	1	1	1	1	1	225
4363583	Rapana venosa	Animalia	Gastropoda	10.5		1	1	1	1	1	1	1	225
4487598	Closterotomus trivialis	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
4938160	Berberis gagnepainii	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
4990176	Rhyzobius forestieri	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
5152721	Tuponia mixticolor	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
5178057	Caprella mutica	Animalia	Malacostraca	10.5		1	1	1	1	1	1	1	229
5220435	Pelodiscus sinensis	Animalia	Testudines	10.5		1	1	1	1	1	1	1	11418114
5228080	Callipepla californica	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
5289739	Cenchrus echinatus	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
5297966	Iris xiphium	Plantae	Liliopsida	10.5		1	1	1	1	1	1	6	196
5331238	Viola sororia	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5334194	Macleaya cordata	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5334315	Polygonum arenarium	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5341407	Monarda didyma	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5358774	Trifolium nigrescens	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5361977	Sedum mexicanum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5362046	Sedum spathulifolium	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5371605	Tolmiea menziesii	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5371610	Tiarella cordifolia	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5373475	Crambe hispanica	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5373483	Crambe hispanica abyssinica	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5377395	Matthiola longipetala	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5391928	Bidens triplinervia	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5401007	Leucanthemum superbum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5403605	Crepis sancta	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5414932	Chelone obliqua	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5415453	Acanthus spinosus	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5528747	Paronychia argentea	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
5563116	Nemesia caerulea	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
6100941	Sturnia pagodarum	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
6369140	Prunus domestica domestica	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7262958	Acer monspessulanum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7267630	Dianthus giganteus	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7277286	Thalictrum speciosissimum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7278040	Thalictrum delavayi	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7309012	Callicarpa bodinieri	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7341745	Spinus magellanicus	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
7427542	Aleurotuba jelinekii	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
7475424	Scabiosa lucida	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7636833	Syringa josikaea	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
7699567	Hymenoscyphus pseudoalbidus	Fungi	Leotiomycetes	10.5		1	1	1	1	1	1	5	179
7848321	Linaria triornithophora	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
8049400	Parentucellia latifolia	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
8052025	Dicyphus escalerae	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
8062758	Monochamus galloprovincialis	Animalia	Insecta	10.5		1	1	1	1	1	1	1	216
8421432	Cornus sanguinea hungarica	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
9018536	Koenigia campanulata	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
9288935	Spatula rhynchotis	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
9606290	Meleagris gallopavo	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
9685907	Falco sparverius	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
9791464	Colinus virginianus	Animalia	Aves	10.5		1	1	1	1	1	1	1	212
11794300	Xanthium orientale saccharatum	Plantae	Magnoliopsida	10.5		1	1	1	1	1	1	6	220
9305555	Spatula versicolor	Animalia	Aves	10	0.4307997852183949	1	0	3	0	1	0	1	212
8599762	Aproceros leucopoda	Animalia	Insecta	10	0.23695620449385565	1	0	3	0	1	0	1	216
3189837	Acer saccharinum	Plantae	Magnoliopsida	9.5	1.0077259888343733	0	1	0	3	0	3	6	220
9508460	Mareca sibilatrix	Animalia	Aves	9.5	0.8717229437493121	1	0	2	0	2	0	1	212
7501634	Rosa multiflora Murray	Plantae	Magnoliopsida	9.5	0.8195983248735467	1	0	2	0	2	0	6	220
7671397	Phuopsis stylosa	Plantae	Magnoliopsida	9.5	0.8160384125363639	1	0	2	0	2	0	6	220
2703712	Bromus carinatus	Plantae	Liliopsida	9.5	0.7701703330223408	1	0	2	0	2	0	6	196
5414239	Ilex crenata	Plantae	Magnoliopsida	9.5	0.6925310878541708	1	0	2	0	2	0	6	220
2426661	Pelophylax ridibundus	Animalia	Amphibia	9.5	0.6726986614363629	1	0	2	0	2	0	1	131
8362005	Sasa palmata	Plantae	Liliopsida	9.5	0.5513538477339284	1	0	2	0	2	0	6	196
9496048	Spatula hottentota	Animalia	Aves	9.5	0.42196738130082456	1	0	2	0	2	0	1	212
6391417	Rumex thyrsiflorus	Plantae	Magnoliopsida	9	0.8961854090801267	2	0	2	0	0	0	6	220
7062200	Trachemys scripta scripta	Animalia	Testudines	9	0.4259718685368086	1	0	1	0	3	0	1	11418114
2498094	Anas capensis	Animalia	Aves	9		2	2	0	0	0	0	1	212
2498097	Anas castanea	Animalia	Aves	9		2	2	0	0	0	0	1	212
5359660	Glycine max	Plantae	Magnoliopsida	9		2	2	0	0	0	0	6	220
5372875	Salix myrsinifolia	Plantae	Magnoliopsida	9		2	2	0	0	0	0	6	220
5384390	Amaranthus cruentus	Plantae	Magnoliopsida	9		2	2	0	0	0	0	6	220
5362054	Crassula helmsii	Plantae	Magnoliopsida	8	0.9750776442525335	1	0	1	0	1	2	6	220
5851603	Leuciscus aspius	Animalia		8	0.7146605131787206	1	0	2	0	1	0	1	
5567694	Bergenia crassifolia	Plantae	Magnoliopsida	8	0.6834122017788276	1	0	2	0	1	0	6	220
2870583	Pistia stratiotes	Plantae	Liliopsida	8	0.49472329809003435	1	0	2	0	1	0	6	196
2494097	Euplectes afer	Animalia	Aves	8	0.18074800178357278	1	0	2	0	1	0	1	212
6369819	Sambucus canadensis	Plantae	Magnoliopsida	7.5	0.4054010909207149	1	0	1	0	2	0	6	220
3025617	Cotoneaster horizontalis	Plantae	Magnoliopsida	6	0.9617178742580618	1	0	1	0	1	0	6	220
2683866	Chamaecyparis lawsoniana	Plantae	Pinopsida	6	0.9296932142275569	1	0	1	0	1	0	6	194
2888625	Viburnum rhytidophyllum	Plantae	Magnoliopsida	6	0.9291969642169827	1	0	1	0	1	0	6	220
3147018	Erigeron floribundus	Plantae	Magnoliopsida	6	0.9276991552131888	1	0	1	0	1	0	6	220
3040185	Populus canescens	Plantae	Magnoliopsida	6	0.9171136521496567	1	0	1	0	1	0	6	220
2882482	Calluna vulgaris	Plantae	Magnoliopsida	6	0.9123655286468036	1	0	1	0	1	0	6	220
5598915	Lonicera pileata	Plantae	Magnoliopsida	6	0.9018872988027207	1	0	1	0	1	0	6	220
2766030	Pontederia cordata	Plantae	Liliopsida	6	0.8721268727643166	1	0	1	0	1	0	6	196
7224157	Pastinaca sativa sativa	Plantae	Magnoliopsida	6	0.8590886553733099	1	0	1	0	1	0	6	220
8909595	Faxonius limosus	Animalia	Malacostraca	6	0.8549446454233828	1	0	1	0	1	0	1	229
2480764	Threskiornis aethiopicus	Animalia	Aves	6	0.8471405087956346	1	0	1	0	1	0	1	212
3026092	Cotoneaster hjelmqvistii	Plantae	Magnoliopsida	6	0.8380214429662176	1	0	1	0	1	0	6	220
3025896	Cotoneaster dielsianus	Plantae	Magnoliopsida	6	0.8074424738616031	1	0	1	0	1	0	6	220
5232428	Chloephaga picta	Animalia	Aves	6	0.783502973146981	1	0	1	0	1	0	1	212
3663237	Cornus sanguinea australis	Plantae	Magnoliopsida	6	0.770210199626712	1	0	1	0	1	0	6	220
2498305	Oxyura jamaicensis	Animalia	Aves	6	0.7613306569135719	1	0	1	0	1	0	1	212
4315705	Dikerogammarus villosus	Animalia	Malacostraca	6	0.7563289997194365	1	0	1	0	1	0	1	229
3028528	Alchemilla mollis	Plantae	Magnoliopsida	6	0.7483993219225789	1	0	1	0	1	0	6	220
2965354	Medicago falcata	Plantae	Magnoliopsida	6	0.7384667548412615	1	0	1	0	1	0	6	220
2882849	Vaccinium corymbosum	Plantae	Magnoliopsida	6	0.7157720436349149	1	0	1	0	1	0	6	220
2498167	Anser caerulescens	Animalia	Aves	6	0.643233255717771	1	0	1	0	1	0	1	212
3171888	Lindernia dubia	Plantae	Magnoliopsida	6	0.6306689014934573	1	0	1	0	1	0	6	220
4352332	Phoenicopterus roseus	Animalia	Aves	6	0.5087025080817404	1	0	1	0	1	0	1	212
2775530	Yucca flaccida	Plantae	Liliopsida	6	0.5020818059220893	1	0	1	0	1	0	6	196
4488821	Deraeocoris flavilinea	Animalia	Insecta	6	0.35283670637322984	1	0	1	0	1	0	1	216
5355395	Spartium junceum	Plantae	Magnoliopsida	6	0.2895820300111062	1	0	1	0	1	0	6	220
2481110	Phoenicopterus chilensis	Animalia	Aves	6	0.2589584335082842	1	0	1	0	1	0	1	212
1652150	Aedes koreicus	Animalia	Insecta	6	0.0039743036831401185	1	0	1	0	1	0	1	216
4285968	Ponticola kessleri	Animalia		6	0.0020082045530004722	1	0	1	0	1	0	1	
1003567	Pectinatella magnifica	Animalia	Phylactolaemata	6		0	0	1	1	1	1	1	139
1031394	Ectopsocus petersi	Animalia	Insecta	6		0	0	1	1	1	1	1	216
1031737	Psyllipsocus ramburii	Animalia	Insecta	6		0	0	1	1	1	1	1	216
1652212	Aedes japonicus	Animalia	Insecta	6		0	0	1	1	1	1	1	216
1714140	Oedaleus decorus	Animalia	Insecta	6		0	0	1	1	1	1	1	216
2010226	Sthenarus rotermundi	Animalia	Insecta	6		0	0	1	1	1	1	1	216
2020779	Buchananiella continua	Animalia	Insecta	6		0	0	1	1	1	1	1	216
2047706	Stragania apicalis	Animalia	Insecta	6		0	0	1	1	1	1	1	216
2049512	Daktulosphaira vitifoliae	Animalia	Insecta	6		0	0	1	1	1	1	1	216
2080592	Icerya purchasi	Animalia	Insecta	6		0	0	1	1	1	1	1	216
2426640	Pelophylax bedriagae	Animalia	Amphibia	6		0	0	1	1	1	1	1	131
2437397	Callosciurus prevostii	Animalia	Mammalia	6		0	0	1	1	1	1	1	359
2443079	Graptemys ouachitensis	Animalia	Testudines	6		0	0	1	1	1	1	1	11418114
2455615	Pantherophis guttatus	Animalia	Squamata	6		0	0	1	1	1	1	1	11592253
2479498	Polytelis anthopeplus	Animalia	Aves	6		0	0	1	1	1	1	1	212
2479544	Agapornis fischeri	Animalia	Aves	6		0	0	1	1	1	1	1	212
2480181	Psittacus erithacus	Animalia	Aves	6		0	0	1	1	1	1	1	212
2489010	Acridotheres cristatellus	Animalia	Aves	6		0	0	1	1	1	1	1	212
2489089	Lamprotornis splendidus	Animalia	Aves	6		0	0	1	1	1	1	1	212
2495688	Streptopelia roseogrisea	Animalia	Aves	6		0	0	1	1	1	1	1	212
2498411	Amazonetta brasiliensis	Animalia	Aves	6		0	0	1	1	1	1	1	212
2702820	Echinochloa oryzoides	Plantae	Liliopsida	6		0	0	1	1	1	1	6	196
2703041	Arundo donax	Plantae	Liliopsida	6		0	0	1	1	1	1	6	196
2703459	Oryza sativa	Plantae	Liliopsida	6		0	0	1	1	1	1	6	196
2765942	Pontederia crassipes	Plantae	Liliopsida	6		0	0	1	1	1	1	6	196
2856204	Allium siculum	Plantae	Liliopsida	6		0	0	1	1	1	1	6	196
2857679	Allium macleanii	Plantae	Liliopsida	6		0	0	1	1	1	1	6	196
2878826	Quercus pyrenaica	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
2890651	Geranium psilostemon	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
2927363	Pycnanthemum verticillatum	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3000679	Chaenomeles speciosa	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3064495	Euphorbia heterophylla	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3085389	Sagina japonica	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3104150	Tripleurospermum decipiens	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3188896	Oenothera villosa	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3189835	Acer macrophyllum	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
3664287	Oenothera casimiri	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
4048240	Elaeagnus submacrophylla	Plantae	Magnoliopsida	6		0	0	1	1	1	1	6	220
4123394	Festuca guestfalica hirtula	Plantae	Liliopsida	6		0	0	1	1	1	1	6	196
4486297	Arocatus longiceps	Animalia	Insecta	6		0	0	1	1	1	1	1	216
4486365	Nysius huttoni	Animalia	Insecta	6		0	0	1	1	1	1	1	216
4486382	Orsillus depressus	Animalia	Insecta	6		0	0	1	1	1	1	1	216
4496973	Andricus gemmeus	Animalia	Insecta	6		0	0	1	1	1	1	1	216
4497180	Andricus aries	Animalia	Insecta	6		0	0	1	1	1	1	1	216
5104748	Cameraria gaultheriella	Animalia	Insecta	6		0	0	1	1	1	1	1	216
5178052	Caprella equilibra	Animalia	Malacostraca	6		0	0	1	1	1	1	1	229
5229411	Anastomus lamelligerus	Animalia	Aves	6		0	0	1	1	1	1	1	212
5231398	Leiothrix lutea	Animalia	Aves	6		0	0	1	1	1	1	1	212
5296432	Sisyrinchium striatum	Plantae	Liliopsida	6		0	0	1	1	1	1	6	196
