taxonKey	nubKey	taxonID	scientificName	taxonomicStatus	acceptedKey	acceptedName	acceptedTaxonRank	acceptedClassKey	acceptedClass	acceptedKingdom	first_observed
152543578	5411408	https://www.gbif.org/species/5411408	Campanula latifolia L.	ACCEPTED	5411408	Campanula latifolia L.	SPECIES	220	Magnoliopsida	Plantae	1869
152543581	5192470	https://www.gbif.org/species/5192470	Potamopyrgus antipodarum (J.E.Gray, 1843)	ACCEPTED	5192470	Potamopyrgus antipodarum (J.E.Gray, 1843)	SPECIES	225	Gastropoda	Animalia	1927
152543581	5192470	https://www.gbif.org/species/5192470	Potamopyrgus antipodarum (J.E.Gray, 1843)	ACCEPTED	5192470	Potamopyrgus antipodarum (J.E.Gray, 1843)	SPECIES	225	Gastropoda	Animalia	1927
152543585	5192789	https://www.gbif.org/species/5192789	Crepidula fornicata (Linnaeus, 1758)	ACCEPTED	5192789	Crepidula fornicata (Linnaeus, 1758)	SPECIES	225	Gastropoda	Animalia	1911
152543585	5192789	https://www.gbif.org/species/5192789	Crepidula fornicata (Linnaeus, 1758)	ACCEPTED	5192789	Crepidula fornicata (Linnaeus, 1758)	SPECIES	225	Gastropoda	Animalia	1911
152543586	5409120	https://www.gbif.org/species/5409120	Lobelia siphilitica L.	ACCEPTED	5409120	Lobelia siphilitica L.	SPECIES	220	Magnoliopsida	Plantae	1934
152543592	5408087	https://www.gbif.org/species/5408087	Lobelia erinus L.	ACCEPTED	5408087	Lobelia erinus L.	SPECIES	220	Magnoliopsida	Plantae	1925
152543611	5386028	https://www.gbif.org/species/5386028	Cyanus triumfettii (All.) Dostál ex Á.Löve & D.Löve	SYNONYM	7338495	Centaurea triumfettii subsp. triumfettii	SUBSPECIES	220	Magnoliopsida	Plantae	1911
152543611	5386028	https://www.gbif.org/species/5386028	Cyanus triumfettii (All.) Dostál ex Á.Löve & D.Löve	SYNONYM	7338495	Centaurea triumfettii subsp. triumfettii	SUBSPECIES	220	Magnoliopsida	Plantae	1911
152543613	3138230	https://www.gbif.org/species/3138230	Carthamus lanatus L.	ACCEPTED	3138230	Carthamus lanatus L.	SPECIES	220	Magnoliopsida	Plantae	1940
152543615	5189806	https://www.gbif.org/species/5189806	Physella acuta (Draparnaud, 1805)	ACCEPTED	5189806	Physella acuta (Draparnaud, 1805)	SPECIES	225	Gastropoda	Animalia	1869
152543615	5189806	https://www.gbif.org/species/5189806	Physella acuta (Draparnaud, 1805)	ACCEPTED	5189806	Physella acuta (Draparnaud, 1805)	SPECIES	225	Gastropoda	Animalia	1869
152543618	7505045	https://www.gbif.org/species/7505045	Soliva anthemifolia R.Br.	ACCEPTED	7505045	Soliva anthemifolia R.Br.	SPECIES	220	Magnoliopsida	Plantae	1893
152543618	7505045	https://www.gbif.org/species/7505045	Soliva anthemifolia R.Br.	ACCEPTED	7505045	Soliva anthemifolia R.Br.	SPECIES	220	Magnoliopsida	Plantae	1893
152543625	7403263	https://www.gbif.org/species/7403263	Lactuca sativa L.	ACCEPTED	7403263	Lactuca sativa L.	SPECIES	220	Magnoliopsida	Plantae	1857
152543631	7587923	https://www.gbif.org/species/7587923	Euchiton sphaericus (Willd.) Holub	ACCEPTED	7587923	Euchiton sphaericus (Willd.) Holub	SPECIES	220	Magnoliopsida	Plantae	1892
152543631	7587923	https://www.gbif.org/species/7587923	Euchiton sphaericus (Willd.) Holub	ACCEPTED	7587923	Euchiton sphaericus (Willd.) Holub	SPECIES	220	Magnoliopsida	Plantae	1892
152543633	2294277	https://www.gbif.org/species/2294277	Theba pisana (O.F.Müller, 1774)	ACCEPTED	2294277	Theba pisana (O.F.Müller, 1774)	SPECIES	225	Gastropoda	Animalia	1934
152543636	7627205	https://www.gbif.org/species/7627205	Glebionis coronaria (L.) Tzvelev	ACCEPTED	7627205	Glebionis coronaria (L.) Tzvelev	SPECIES	220	Magnoliopsida	Plantae	1903
152543646	4564944	https://www.gbif.org/species/4564944	Xerosecta cespitum (Draparnaud, 1801)	ACCEPTED	4564944	Xerosecta cespitum (Draparnaud, 1801)	SPECIES	225	Gastropoda	Animalia	1941
152543648	8346536	https://www.gbif.org/species/8346536	Schkuhria pinnata (Lam.) Kuntze	ACCEPTED	8346536	Schkuhria pinnata (Lam.) Kuntze	SPECIES	220	Magnoliopsida	Plantae	1906
152543648	8346536	https://www.gbif.org/species/8346536	Schkuhria pinnata (Lam.) Kuntze	ACCEPTED	8346536	Schkuhria pinnata (Lam.) Kuntze	SPECIES	220	Magnoliopsida	Plantae	1906
152543649	4565134	https://www.gbif.org/species/4565134	Cernuella aginnica (Locard, 1882)	ACCEPTED	4565134	Cernuella aginnica (Locard, 1882)	SPECIES	225	Gastropoda	Animalia	1944
152543651	4565140	https://www.gbif.org/species/4565140	Cernuella cisalpina (Rossmässler, 1837)	ACCEPTED	4565140	Cernuella cisalpina (Rossmässler, 1837)	SPECIES	225	Gastropoda	Animalia	1937
152543660	7066596	https://www.gbif.org/species/7066596	Zinnia angustifolia var. angustifolia	ACCEPTED	7066596	Zinnia angustifolia var. angustifolia	VARIETY	220	Magnoliopsida	Plantae	1948
152543660	7066596	https://www.gbif.org/species/7066596	Zinnia angustifolia var. angustifolia	ACCEPTED	7066596	Zinnia angustifolia var. angustifolia	VARIETY	220	Magnoliopsida	Plantae	1948
152543666	5391599	https://www.gbif.org/species/5391599	Chamaemelum nobile (L.) All.	ACCEPTED	5391599	Chamaemelum nobile (L.) All.	SPECIES	220	Magnoliopsida	Plantae	1850
152543670	5392859	https://www.gbif.org/species/5392859	Echinops bannaticus Rochel ex Schrad.	ACCEPTED	5392859	Echinops bannaticus Rochel ex Schrad.	SPECIES	220	Magnoliopsida	Plantae	1841
152543672	5392883	https://www.gbif.org/species/5392883	Echinops sphaerocephalus L.	ACCEPTED	5392883	Echinops sphaerocephalus L.	SPECIES	220	Magnoliopsida	Plantae	1821
152543673	5392683	https://www.gbif.org/species/5392683	Echinops exaltatus Schrad.	ACCEPTED	5392683	Echinops exaltatus Schrad.	SPECIES	220	Magnoliopsida	Plantae	1926
152543679	5392243	https://www.gbif.org/species/5392243	Cichorium endivia L.	ACCEPTED	5392243	Cichorium endivia L.	SPECIES	220	Magnoliopsida	Plantae	1850
152543687	5392174	https://www.gbif.org/species/5392174	Bidens frondosa L.	ACCEPTED	5392174	Bidens frondosa L.	SPECIES	220	Magnoliopsida	Plantae	1886
152543689	5391882	https://www.gbif.org/species/5391882	Bidens subalternans DC.	ACCEPTED	5391882	Bidens subalternans DC.	SPECIES	220	Magnoliopsida	Plantae	1903
152543690	2308574	https://www.gbif.org/species/2308574	Branchiura sowerbyi Beddard, 1892	ACCEPTED	2308574	Branchiura sowerbyi Beddard, 1892	SPECIES	255	Clitellata	Animalia	1931
152543690	2308574	https://www.gbif.org/species/2308574	Branchiura sowerbyi Beddard, 1892	ACCEPTED	2308574	Branchiura sowerbyi Beddard, 1892	SPECIES	255	Clitellata	Animalia	1931
152543693	5392083	https://www.gbif.org/species/5392083	Bidens connata Muhl. ex Willd.	ACCEPTED	5392083	Bidens connata Muhl. ex Willd.	SPECIES	220	Magnoliopsida	Plantae	1920
152543697	5391845	https://www.gbif.org/species/5391845	Bidens pilosa L.	ACCEPTED	5391845	Bidens pilosa L.	SPECIES	220	Magnoliopsida	Plantae	1903
152543698	5389402	https://www.gbif.org/species/5389402	Bidens bipinnata L.	ACCEPTED	5389402	Bidens bipinnata L.	SPECIES	220	Magnoliopsida	Plantae	1885
152543705	5389173	https://www.gbif.org/species/5389173	Telekia speciosa (Schreb.) Baumg.	ACCEPTED	5389173	Telekia speciosa (Schreb.) Baumg.	SPECIES	220	Magnoliopsida	Plantae	1870
152543713	5389029	https://www.gbif.org/species/5389029	Solidago canadensis L.	ACCEPTED	5389029	Solidago canadensis L.	SPECIES	220	Magnoliopsida	Plantae	1863
152543714	5389017	https://www.gbif.org/species/5389017	Solidago gigantea Aiton	ACCEPTED	5389017	Solidago gigantea Aiton	SPECIES	220	Magnoliopsida	Plantae	1869
152543717	5388967	https://www.gbif.org/species/5388967	Solidago rugosa Mill.	ACCEPTED	5388967	Solidago rugosa Mill.	SPECIES	220	Magnoliopsida	Plantae	1883
152543722	9182765	https://www.gbif.org/species/9182765	Calendula arvensis L.	ACCEPTED	9182765	Calendula arvensis L.	SPECIES	220	Magnoliopsida	Plantae	1859
152543724	5391480	https://www.gbif.org/species/5391480	Calendula officinalis L.	ACCEPTED	5391480	Calendula officinalis L.	SPECIES	220	Magnoliopsida	Plantae	1858
152543728	5391292	https://www.gbif.org/species/5391292	Centipeda minima (L.) A.Br. & Asch.	ACCEPTED	5391292	Centipeda minima (L.) A.Br. & Asch.	SPECIES	220	Magnoliopsida	Plantae	1910
152543728	5391292	https://www.gbif.org/species/5391292	Centipeda minima (L.) A.Br. & Asch.	ACCEPTED	5391292	Centipeda minima (L.) A.Br. & Asch.	SPECIES	220	Magnoliopsida	Plantae	1910
152543731	5390636	https://www.gbif.org/species/5390636	Cota austriaca (Jacq.) Sch.Bip.	ACCEPTED	5390636	Cota austriaca (Jacq.) Sch.Bip.	SPECIES	220	Magnoliopsida	Plantae	1887
152543733	5390611	https://www.gbif.org/species/5390611	Cota altissima (L.) J.Gay	ACCEPTED	5390611	Cota altissima (L.) J.Gay	SPECIES	220	Magnoliopsida	Plantae	1869
152543740	6443709	https://www.gbif.org/species/6443709	Tragopogon dubius Scop.	ACCEPTED	6443709	Tragopogon dubius Scop.	SPECIES	220	Magnoliopsida	Plantae	1939
152543743	5386938	https://www.gbif.org/species/5386938	Tragopogon porrifolius L.	ACCEPTED	5386938	Tragopogon porrifolius L.	SPECIES	220	Magnoliopsida	Plantae	1813
152543747	5387817	https://www.gbif.org/species/5387817	Gaillardia ×grandiflora Van Houtte	ACCEPTED	5387817	Gaillardia ×grandiflora Van Houtte	SPECIES	220	Magnoliopsida	Plantae	1946
152543747	5387817	https://www.gbif.org/species/5387817	Gaillardia ×grandiflora Van Houtte	ACCEPTED	5387817	Gaillardia ×grandiflora Van Houtte	SPECIES	220	Magnoliopsida	Plantae	1946
152543750	7791733	https://www.gbif.org/species/7791733	Mya arenaria Linnaeus, 1758	ACCEPTED	7791733	Mya arenaria Linnaeus, 1758	SPECIES	137	Bivalvia	Animalia	1700
152543750	7791733	https://www.gbif.org/species/7791733	Mya arenaria Linnaeus, 1758	ACCEPTED	7791733	Mya arenaria Linnaeus, 1758	SPECIES	137	Bivalvia	Animalia	1700
152543752	5388595	https://www.gbif.org/species/5388595	Jacobaea maritima (L.) Pelser & Meijden	ACCEPTED	5388595	Jacobaea maritima (L.) Pelser & Meijden	SPECIES	220	Magnoliopsida	Plantae	1892
152543757	2287076	https://www.gbif.org/species/2287076	Mytilopsis leucophaeata (Conrad, 1831)	ACCEPTED	2287076	Mytilopsis leucophaeata (Conrad, 1831)	SPECIES	137	Bivalvia	Animalia	1835
152543757	2287076	https://www.gbif.org/species/2287076	Mytilopsis leucophaeata (Conrad, 1831)	ACCEPTED	2287076	Mytilopsis leucophaeata (Conrad, 1831)	SPECIES	137	Bivalvia	Animalia	1835
152543761	2287072	https://www.gbif.org/species/2287072	Dreissena polymorpha (Pallas, 1771)	ACCEPTED	2287072	Dreissena polymorpha (Pallas, 1771)	SPECIES	137	Bivalvia	Animalia	1834
152543761	2287072	https://www.gbif.org/species/2287072	Dreissena polymorpha (Pallas, 1771)	ACCEPTED	2287072	Dreissena polymorpha (Pallas, 1771)	SPECIES	137	Bivalvia	Animalia	1834
152543766	2288859	https://www.gbif.org/species/2288859	Psiloteredo megotara (Hanley, 1848)	ACCEPTED	2288859	Psiloteredo megotara (Hanley, 1848)	SPECIES	137	Bivalvia	Animalia	1600
152543766	2288859	https://www.gbif.org/species/2288859	Psiloteredo megotara (Hanley, 1848)	ACCEPTED	2288859	Psiloteredo megotara (Hanley, 1848)	SPECIES	137	Bivalvia	Animalia	1600
152543768	2288847	https://www.gbif.org/species/2288847	Teredo navalis Linnaeus, 1758	ACCEPTED	2288847	Teredo navalis Linnaeus, 1758	SPECIES	137	Bivalvia	Animalia	1730
152543768	2288847	https://www.gbif.org/species/2288847	Teredo navalis Linnaeus, 1758	ACCEPTED	2288847	Teredo navalis Linnaeus, 1758	SPECIES	137	Bivalvia	Animalia	1730
152543772	5403742	https://www.gbif.org/species/5403742	Scolymus hispanicus L.	ACCEPTED	5403742	Scolymus hispanicus L.	SPECIES	220	Magnoliopsida	Plantae	1907
152543772	5403742	https://www.gbif.org/species/5403742	Scolymus hispanicus L.	ACCEPTED	5403742	Scolymus hispanicus L.	SPECIES	220	Magnoliopsida	Plantae	1907
152543776	5401239	https://www.gbif.org/species/5401239	Felicia tenella (L.) Nees	ACCEPTED	5401239	Felicia tenella (L.) Nees	SPECIES	220	Magnoliopsida	Plantae	1911
152543776	5401239	https://www.gbif.org/species/5401239	Felicia tenella (L.) Nees	ACCEPTED	5401239	Felicia tenella (L.) Nees	SPECIES	220	Magnoliopsida	Plantae	1911
152543782	5401760	https://www.gbif.org/species/5401760	Ageratum houstonianum Mill.	ACCEPTED	5401760	Ageratum houstonianum Mill.	SPECIES	220	Magnoliopsida	Plantae	1908
152543788	5401877	https://www.gbif.org/species/5401877	Helenium autumnale L.	ACCEPTED	5401877	Helenium autumnale L.	SPECIES	220	Magnoliopsida	Plantae	1948
152543788	5401877	https://www.gbif.org/species/5401877	Helenium autumnale L.	ACCEPTED	5401877	Helenium autumnale L.	SPECIES	220	Magnoliopsida	Plantae	1948
152543792	2287615	https://www.gbif.org/species/2287615	Petricolaria pholadiformis (Lamarck, 1818)	ACCEPTED	2287615	Petricolaria pholadiformis (Lamarck, 1818)	SPECIES	137	Bivalvia	Animalia	1899
152543792	2287615	https://www.gbif.org/species/2287615	Petricolaria pholadiformis (Lamarck, 1818)	ACCEPTED	2287615	Petricolaria pholadiformis (Lamarck, 1818)	SPECIES	137	Bivalvia	Animalia	1899
152543797	2287668	https://www.gbif.org/species/2287668	Mercenaria mercenaria (Linnaeus, 1758)	ACCEPTED	2287668	Mercenaria mercenaria (Linnaeus, 1758)	SPECIES	137	Bivalvia	Animalia	1933
152543797	2287668	https://www.gbif.org/species/2287668	Mercenaria mercenaria (Linnaeus, 1758)	ACCEPTED	2287668	Mercenaria mercenaria (Linnaeus, 1758)	SPECIES	137	Bivalvia	Animalia	1933
