taxonKey	nubKey	taxonID	scientificName	taxonomicStatus	acceptedKey	acceptedName	acceptedTaxonRank	acceptedClassKey	acceptedClass	acceptedKingdom	first_observed
152544972	2928751	https://www.gbif.org/species/2928751	Datura stramonium L.	ACCEPTED	2928751	Datura stramonium L.	SPECIES	220	Magnoliopsida	Plantae	1856
152544974	2928835	https://www.gbif.org/species/2928835	Lycium barbarum L.	ACCEPTED	2928835	Lycium barbarum L.	SPECIES	220	Magnoliopsida	Plantae	1857
152544975	2928809	https://www.gbif.org/species/2928809	Lycium chinense Mill.	ACCEPTED	2928809	Lycium chinense Mill.	SPECIES	220	Magnoliopsida	Plantae	1946
152544975	2928809	https://www.gbif.org/species/2928809	Lycium chinense Mill.	ACCEPTED	2928809	Lycium chinense Mill.	SPECIES	220	Magnoliopsida	Plantae	1946
152544980	2928979	https://www.gbif.org/species/2928979	Hyoscyamus albus L.	ACCEPTED	2928979	Hyoscyamus albus L.	SPECIES	220	Magnoliopsida	Plantae	1933
152544984	3802956	https://www.gbif.org/species/3802956	Solanum villosum subsp. villosum	ACCEPTED	3802956	Solanum villosum subsp. villosum	SUBSPECIES	220	Magnoliopsida	Plantae	1857
152544987	2930262	https://www.gbif.org/species/2930262	Solanum tuberosum L.	ACCEPTED	2930262	Solanum tuberosum L.	SPECIES	220	Magnoliopsida	Plantae	1867
152544988	2930137	https://www.gbif.org/species/2930137	Solanum lycopersicum L.	ACCEPTED	2930137	Solanum lycopersicum L.	SPECIES	220	Magnoliopsida	Plantae	1861
152544990	2930805	https://www.gbif.org/species/2930805	Solanum sarrachoides Sendtn.	ACCEPTED	2930805	Solanum sarrachoides Sendtn.	SPECIES	220	Magnoliopsida	Plantae	1891
152544991	2932011	https://www.gbif.org/species/2932011	Solanum carolinense L.	ACCEPTED	2932011	Solanum carolinense L.	SPECIES	220	Magnoliopsida	Plantae	1947
152544994	2932184	https://www.gbif.org/species/2932184	Solanum sisymbriifolium Lam.	ACCEPTED	2932184	Solanum sisymbriifolium Lam.	SPECIES	220	Magnoliopsida	Plantae	1880
152544995	2932501	https://www.gbif.org/species/2932501	Solanum pygmaeum Cav.	ACCEPTED	2932501	Solanum pygmaeum Cav.	SPECIES	220	Magnoliopsida	Plantae	1902
152544999	2932944	https://www.gbif.org/species/2932944	Capsicum annuum L.	ACCEPTED	2932944	Capsicum annuum L.	SPECIES	220	Magnoliopsida	Plantae	1905
152545002	7427650	https://www.gbif.org/species/7427650	Convolvulus tricolor subsp. cupanianus (Tod.) Cavara & Grande	ACCEPTED	7427650	Convolvulus tricolor subsp. cupanianus (Tod.) Cavara & Grande	SUBSPECIES	220	Magnoliopsida	Plantae	1925
152545005	3678949	https://www.gbif.org/species/3678949	Calystegia ×pulchra Brumm. & Heywood	ACCEPTED	3678949	Calystegia ×pulchra Brumm. & Heywood	SPECIES	220	Magnoliopsida	Plantae	1931
152545008	2928624	https://www.gbif.org/species/2928624	Ipomoea hederifolia L.	ACCEPTED	2928624	Ipomoea hederifolia L.	SPECIES	220	Magnoliopsida	Plantae	1915
152545008	2928624	https://www.gbif.org/species/2928624	Ipomoea hederifolia L.	ACCEPTED	2928624	Ipomoea hederifolia L.	SPECIES	220	Magnoliopsida	Plantae	1915
152545012	2928576	https://www.gbif.org/species/2928576	Ipomoea purpurea (L.) Roth	ACCEPTED	2928576	Ipomoea purpurea (L.) Roth	SPECIES	220	Magnoliopsida	Plantae	1936
152545021	2927522	https://www.gbif.org/species/2927522	Cuscuta planiflora Ten.	ACCEPTED	2927522	Cuscuta planiflora Ten.	SPECIES	220	Magnoliopsida	Plantae	1895
152545021	2927522	https://www.gbif.org/species/2927522	Cuscuta planiflora Ten.	ACCEPTED	2927522	Cuscuta planiflora Ten.	SPECIES	220	Magnoliopsida	Plantae	1895
152545026	5356345	https://www.gbif.org/species/5356345	Laburnum anagyroides Medik.	ACCEPTED	5356345	Laburnum anagyroides Medik.	SPECIES	220	Magnoliopsida	Plantae	1860
152545028	5356429	https://www.gbif.org/species/5356429	Lathyrus angulatus L.	ACCEPTED	5356429	Lathyrus angulatus L.	SPECIES	220	Magnoliopsida	Plantae	1850
152545028	5356429	https://www.gbif.org/species/5356429	Lathyrus angulatus L.	ACCEPTED	5356429	Lathyrus angulatus L.	SPECIES	220	Magnoliopsida	Plantae	1850
152545029	5356407	https://www.gbif.org/species/5356407	Lathyrus clymenum L.	ACCEPTED	5356407	Lathyrus clymenum L.	SPECIES	220	Magnoliopsida	Plantae	1891
152545029	5356407	https://www.gbif.org/species/5356407	Lathyrus clymenum L.	ACCEPTED	5356407	Lathyrus clymenum L.	SPECIES	220	Magnoliopsida	Plantae	1891
152545030	5356441	https://www.gbif.org/species/5356441	Lathyrus ochrus (L.) DC.	ACCEPTED	5356441	Lathyrus ochrus (L.) DC.	SPECIES	220	Magnoliopsida	Plantae	1913
152545030	5356441	https://www.gbif.org/species/5356441	Lathyrus ochrus (L.) DC.	ACCEPTED	5356441	Lathyrus ochrus (L.) DC.	SPECIES	220	Magnoliopsida	Plantae	1913
152545031	5356361	https://www.gbif.org/species/5356361	Lathyrus annuus L.	ACCEPTED	5356361	Lathyrus annuus L.	SPECIES	220	Magnoliopsida	Plantae	1909
152545032	5356662	https://www.gbif.org/species/5356662	Lathyrus niger (L.) Bernh.	ACCEPTED	5356662	Lathyrus niger (L.) Bernh.	SPECIES	220	Magnoliopsida	Plantae	1803
152545033	5356614	https://www.gbif.org/species/5356614	Lathyrus inconspicuus L.	ACCEPTED	5356614	Lathyrus inconspicuus L.	SPECIES	220	Magnoliopsida	Plantae	1894
152545034	5356704	https://www.gbif.org/species/5356704	Lathyrus vernus (L.) Bernh.	ACCEPTED	5356704	Lathyrus vernus (L.) Bernh.	SPECIES	220	Magnoliopsida	Plantae	1830
152545035	5356680	https://www.gbif.org/species/5356680	Lathyrus sphaericus Retz.	ACCEPTED	5356680	Lathyrus sphaericus Retz.	SPECIES	220	Magnoliopsida	Plantae	1856
152545036	5356514	https://www.gbif.org/species/5356514	Lathyrus odoratus L.	ACCEPTED	5356514	Lathyrus odoratus L.	SPECIES	220	Magnoliopsida	Plantae	1880
152545037	5356488	https://www.gbif.org/species/5356488	Lathyrus sativus L.	ACCEPTED	5356488	Lathyrus sativus L.	SPECIES	220	Magnoliopsida	Plantae	1859
152545039	5356517	https://www.gbif.org/species/5356517	Lathyrus latifolius L.	ACCEPTED	5356517	Lathyrus latifolius L.	SPECIES	220	Magnoliopsida	Plantae	1874
152545041	5357407	https://www.gbif.org/species/5357407	Amorpha fruticosa L.	ACCEPTED	5357407	Amorpha fruticosa L.	SPECIES	220	Magnoliopsida	Plantae	1946
152545043	5358265	https://www.gbif.org/species/5358265	Ornithopus compressus L.	ACCEPTED	5358265	Ornithopus compressus L.	SPECIES	220	Magnoliopsida	Plantae	1881
152545044	5358266	https://www.gbif.org/species/5358266	Ornithopus sativus Brot.	ACCEPTED	5358266	Ornithopus sativus Brot.	SPECIES	220	Magnoliopsida	Plantae	1855
152545046	5356973	https://www.gbif.org/species/5356973	Lotus maritimus L.	ACCEPTED	5356973	Lotus maritimus L.	SPECIES	220	Magnoliopsida	Plantae	1861
152545047	5356862	https://www.gbif.org/species/5356862	Lotus tetragonolobus L.	ACCEPTED	5356862	Lotus tetragonolobus L.	SPECIES	220	Magnoliopsida	Plantae	1854
152545048	5356931	https://www.gbif.org/species/5356931	Lotus angustissimus L.	ACCEPTED	5356931	Lotus angustissimus L.	SPECIES	220	Magnoliopsida	Plantae	1872
152545048	5356931	https://www.gbif.org/species/5356931	Lotus angustissimus L.	ACCEPTED	5356931	Lotus angustissimus L.	SPECIES	220	Magnoliopsida	Plantae	1872
152545049	5356971	https://www.gbif.org/species/5356971	Lotus conimbricensis Brot.	ACCEPTED	5356971	Lotus conimbricensis Brot.	SPECIES	220	Magnoliopsida	Plantae	1809
152545049	5356971	https://www.gbif.org/species/5356971	Lotus conimbricensis Brot.	ACCEPTED	5356971	Lotus conimbricensis Brot.	SPECIES	220	Magnoliopsida	Plantae	1809
152545052	7224427	https://www.gbif.org/species/7224427	Trifolium hybridum subsp. hybridum	ACCEPTED	7224427	Trifolium hybridum subsp. hybridum	SUBSPECIES	220	Magnoliopsida	Plantae	1813
152545053	5358694	https://www.gbif.org/species/5358694	Trifolium glomeratum L.	ACCEPTED	5358694	Trifolium glomeratum L.	SPECIES	220	Magnoliopsida	Plantae	1900
152545057	5358913	https://www.gbif.org/species/5358913	Trifolium lappaceum L.	ACCEPTED	5358913	Trifolium lappaceum L.	SPECIES	220	Magnoliopsida	Plantae	1921
152545058	5358912	https://www.gbif.org/species/5358912	Trifolium diffusum Ehrh.	ACCEPTED	5358912	Trifolium diffusum Ehrh.	SPECIES	220	Magnoliopsida	Plantae	1891
152545060	5359118	https://www.gbif.org/species/5359118	Trifolium retusum L.	ACCEPTED	5359118	Trifolium retusum L.	SPECIES	220	Magnoliopsida	Plantae	1835
152545065	5359194	https://www.gbif.org/species/5359194	Trifolium squamosum L.	ACCEPTED	5359194	Trifolium squamosum L.	SPECIES	220	Magnoliopsida	Plantae	1854
152545065	5359194	https://www.gbif.org/species/5359194	Trifolium squamosum L.	ACCEPTED	5359194	Trifolium squamosum L.	SPECIES	220	Magnoliopsida	Plantae	1854
152545066	5359175	https://www.gbif.org/species/5359175	Trifolium resupinatum L.	ACCEPTED	5359175	Trifolium resupinatum L.	SPECIES	220	Magnoliopsida	Plantae	1861
152545068	5359345	https://www.gbif.org/species/5359345	Trifolium echinatum M.Bieb.	ACCEPTED	5359345	Trifolium echinatum M.Bieb.	SPECIES	220	Magnoliopsida	Plantae	1904
152545069	5359334	https://www.gbif.org/species/5359334	Trifolium vesiculosum Savi	ACCEPTED	5359334	Trifolium vesiculosum Savi	SPECIES	220	Magnoliopsida	Plantae	1913
152545069	5359334	https://www.gbif.org/species/5359334	Trifolium vesiculosum Savi	ACCEPTED	5359334	Trifolium vesiculosum Savi	SPECIES	220	Magnoliopsida	Plantae	1913
152545071	5359260	https://www.gbif.org/species/5359260	Trifolium patens Schreb.	ACCEPTED	5359260	Trifolium patens Schreb.	SPECIES	220	Magnoliopsida	Plantae	1920
152545071	5359260	https://www.gbif.org/species/5359260	Trifolium patens Schreb.	ACCEPTED	5359260	Trifolium patens Schreb.	SPECIES	220	Magnoliopsida	Plantae	1920
152545072	5359402	https://www.gbif.org/species/5359402	Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.	ACCEPTED	5359402	Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.	SUBSPECIES	220	Magnoliopsida	Plantae	1813
152545074	5359378	https://www.gbif.org/species/5359378	Trifolium incarnatum L.	ACCEPTED	5359378	Trifolium incarnatum L.	SPECIES	220	Magnoliopsida	Plantae	1859
152545075	5359395	https://www.gbif.org/species/5359395	Trifolium angustifolium L.	ACCEPTED	5359395	Trifolium angustifolium L.	SPECIES	220	Magnoliopsida	Plantae	1850
152545077	5359499	https://www.gbif.org/species/5359499	Trifolium alpestre L.	ACCEPTED	5359499	Trifolium alpestre L.	SPECIES	220	Magnoliopsida	Plantae	1862
152545077	5359499	https://www.gbif.org/species/5359499	Trifolium alpestre L.	ACCEPTED	5359499	Trifolium alpestre L.	SPECIES	220	Magnoliopsida	Plantae	1862
152545078	5359445	https://www.gbif.org/species/5359445	Trifolium hirtum All.	ACCEPTED	5359445	Trifolium hirtum All.	SPECIES	220	Magnoliopsida	Plantae	1883
152545078	5359445	https://www.gbif.org/species/5359445	Trifolium hirtum All.	ACCEPTED	5359445	Trifolium hirtum All.	SPECIES	220	Magnoliopsida	Plantae	1883
152545079	5359447	https://www.gbif.org/species/5359447	Trifolium isthmocarpum Brot.	ACCEPTED	5359447	Trifolium isthmocarpum Brot.	SPECIES	220	Magnoliopsida	Plantae	1877
152545079	5359447	https://www.gbif.org/species/5359447	Trifolium isthmocarpum Brot.	ACCEPTED	5359447	Trifolium isthmocarpum Brot.	SPECIES	220	Magnoliopsida	Plantae	1877
152545080	5359510	https://www.gbif.org/species/5359510	Trifolium tomentosum L.	ACCEPTED	5359510	Trifolium tomentosum L.	SPECIES	220	Magnoliopsida	Plantae	1907
152545081	5359526	https://www.gbif.org/species/5359526	Trifolium purpureum Loisel.	ACCEPTED	5359526	Trifolium purpureum Loisel.	SPECIES	220	Magnoliopsida	Plantae	1876
152545081	5359526	https://www.gbif.org/species/5359526	Trifolium purpureum Loisel.	ACCEPTED	5359526	Trifolium purpureum Loisel.	SPECIES	220	Magnoliopsida	Plantae	1876
152545088	5348644	https://www.gbif.org/species/5348644	Coronilla scorpioides (L.) W.D.J.Koch	ACCEPTED	5348644	Coronilla scorpioides (L.) W.D.J.Koch	SPECIES	220	Magnoliopsida	Plantae	1892
152545091	5347854	https://www.gbif.org/species/5347854	Pisum sativum var. sativum	SYNONYM	10683509	Lathyrus oleraceus var. oleraceus	VARIETY	220	Magnoliopsida	Plantae	1869
152545093	5352251	https://www.gbif.org/species/5352251	Robinia pseudoacacia L.	ACCEPTED	5352251	Robinia pseudoacacia L.	SPECIES	220	Magnoliopsida	Plantae	1856
152545095	5350466	https://www.gbif.org/species/5350466	Phaseolus coccineus L.	ACCEPTED	5350466	Phaseolus coccineus L.	SPECIES	220	Magnoliopsida	Plantae	1889
152545096	5350452	https://www.gbif.org/species/5350452	Phaseolus vulgaris L.	ACCEPTED	5350452	Phaseolus vulgaris L.	SPECIES	220	Magnoliopsida	Plantae	1902
152545096	5350452	https://www.gbif.org/species/5350452	Phaseolus vulgaris L.	ACCEPTED	5350452	Phaseolus vulgaris L.	SPECIES	220	Magnoliopsida	Plantae	1902
152545101	5353705	https://www.gbif.org/species/5353705	Hippocrepis emerus (L.) Lassen	ACCEPTED	5353705	Hippocrepis emerus (L.) Lassen	SPECIES	220	Magnoliopsida	Plantae	1860
152545101	5353705	https://www.gbif.org/species/5353705	Hippocrepis emerus (L.) Lassen	ACCEPTED	5353705	Hippocrepis emerus (L.) Lassen	SPECIES	220	Magnoliopsida	Plantae	1860
152545105	5352372	https://www.gbif.org/species/5352372	Anthyllis vulneraria subsp. polyphylla (DC.) Nyman	ACCEPTED	5352372	Anthyllis vulneraria subsp. polyphylla (DC.) Nyman	SUBSPECIES	220	Magnoliopsida	Plantae	1864
152545106	5352425	https://www.gbif.org/species/5352425	Anthyllis vulneraria subsp. carpatica (Pant.) Nyman	ACCEPTED	5352425	Anthyllis vulneraria subsp. carpatica (Pant.) Nyman	SUBSPECIES	220	Magnoliopsida	Plantae	1866
152545111	5354676	https://www.gbif.org/species/5354676	Cytisus decumbens (Durande) Spach	ACCEPTED	5354676	Cytisus decumbens (Durande) Spach	SPECIES	220	Magnoliopsida	Plantae	1858
152545111	5354676	https://www.gbif.org/species/5354676	Cytisus decumbens (Durande) Spach	ACCEPTED	5354676	Cytisus decumbens (Durande) Spach	SPECIES	220	Magnoliopsida	Plantae	1858
152545119	5632334	https://www.gbif.org/species/5632334	Trigonella hierosolymitana Boiss.	ACCEPTED	5632334	Trigonella hierosolymitana Boiss.	SPECIES	220	Magnoliopsida	Plantae	1886
152545122	5360475	https://www.gbif.org/species/5360475	Trigonella foenum-graecum L.	ACCEPTED	5360475	Trigonella foenum-graecum L.	SPECIES	220	Magnoliopsida	Plantae	1898
152545125	5360498	https://www.gbif.org/species/5360498	Trigonella caerulea (L.) Ser.	ACCEPTED	5360498	Trigonella caerulea (L.) Ser.	SPECIES	220	Magnoliopsida	Plantae	1882
152545126	5360523	https://www.gbif.org/species/5360523	Trigonella spinosa L.	ACCEPTED	5360523	Trigonella spinosa L.	SPECIES	220	Magnoliopsida	Plantae	1941
152545126	5360523	https://www.gbif.org/species/5360523	Trigonella spinosa L.	ACCEPTED	5360523	Trigonella spinosa L.	SPECIES	220	Magnoliopsida	Plantae	1941
152545127	5360415	https://www.gbif.org/species/5360415	Trigonella calliceras Fisch.	DOUBTFUL	5360415	Trigonella calliceras Fisch.	SPECIES	220	Magnoliopsida	Plantae	1948
152545127	5360415	https://www.gbif.org/species/5360415	Trigonella calliceras Fisch.	DOUBTFUL	5360415	Trigonella calliceras Fisch.	SPECIES	220	Magnoliopsida	Plantae	1948
152545128	5360417	https://www.gbif.org/species/5360417	Trigonella stellata Forssk.	ACCEPTED	5360417	Trigonella stellata Forssk.	SPECIES	220	Magnoliopsida	Plantae	1911
152545128	5360417	https://www.gbif.org/species/5360417	Trigonella stellata Forssk.	ACCEPTED	5360417	Trigonella stellata Forssk.	SPECIES	220	Magnoliopsida	Plantae	1911
152545129	5360402	https://www.gbif.org/species/5360402	Trigonella procumbens (Besser) Rchb.	ACCEPTED	5360402	Trigonella procumbens (Besser) Rchb.	SPECIES	220	Magnoliopsida	Plantae	1886
152545132	5345210	https://www.gbif.org/species/5345210	Astragalus stella L.	ACCEPTED	5345210	Astragalus stella L.	SPECIES	220	Magnoliopsida	Plantae	1892
152545132	5345210	https://www.gbif.org/species/5345210	Astragalus stella L.	ACCEPTED	5345210	Astragalus stella L.	SPECIES	220	Magnoliopsida	Plantae	1892
152545133	5344663	https://www.gbif.org/species/5344663	Astragalus boeticus L.	ACCEPTED	5344663	Astragalus boeticus L.	SPECIES	220	Magnoliopsida	Plantae	1906
152545133	5344663	https://www.gbif.org/species/5344663	Astragalus boeticus L.	ACCEPTED	5344663	Astragalus boeticus L.	SPECIES	220	Magnoliopsida	Plantae	1906
152545134	5344424	https://www.gbif.org/species/5344424	Astragalus cymbicarpos Brot.	ACCEPTED	5344424	Astragalus cymbicarpos Brot.	SPECIES	220	Magnoliopsida	Plantae	1906
152545134	5344424	https://www.gbif.org/species/5344424	Astragalus cymbicarpos Brot.	ACCEPTED	5344424	Astragalus cymbicarpos Brot.	SPECIES	220	Magnoliopsida	Plantae	1906
152545136	5356481	https://www.gbif.org/species/5356481	Lathyrus cicera L.	ACCEPTED	5356481	Lathyrus cicera L.	SPECIES	220	Magnoliopsida	Plantae	1867
152545138	5342618	https://www.gbif.org/species/5342618	Astragalus onobrychis L.	ACCEPTED	5342618	Astragalus onobrychis L.	SPECIES	220	Magnoliopsida	Plantae	1893
152545145	2977234	https://www.gbif.org/species/2977234	Ononis natrix L.	ACCEPTED	2977234	Ononis natrix L.	SPECIES	220	Magnoliopsida	Plantae	1881
152545147	2975667	https://www.gbif.org/species/2975667	Galega officinalis L.	ACCEPTED	2975667	Galega officinalis L.	SPECIES	220	Magnoliopsida	Plantae	1854
152545150	2972595	https://www.gbif.org/species/2972595	Onobrychis viciifolia Scop.	ACCEPTED	2972595	Onobrychis viciifolia Scop.	SPECIES	220	Magnoliopsida	Plantae	1835
152545154	2971095	https://www.gbif.org/species/2971095	Melilotus albus Medik.	ACCEPTED	2971095	Melilotus albus Medik.	SPECIES	220	Magnoliopsida	Plantae	1800
152545156	2971112	https://www.gbif.org/species/2971112	Melilotus sulcatus Desf.	ACCEPTED	2971112	Melilotus sulcatus Desf.	SPECIES	220	Magnoliopsida	Plantae	1893
152545156	2971112	https://www.gbif.org/species/2971112	Melilotus sulcatus Desf.	ACCEPTED	2971112	Melilotus sulcatus Desf.	SPECIES	220	Magnoliopsida	Plantae	1893
152545157	2971016	https://www.gbif.org/species/2971016	Melilotus indicus (L.) All.	ACCEPTED	2971016	Melilotus indicus (L.) All.	SPECIES	220	Magnoliopsida	Plantae	1851
152545159	2971036	https://www.gbif.org/species/2971036	Melilotus elegans Salzm. ex Ser.	ACCEPTED	2971036	Melilotus elegans Salzm. ex Ser.	SPECIES	220	Magnoliopsida	Plantae	1949
152545159	2971036	https://www.gbif.org/species/2971036	Melilotus elegans Salzm. ex Ser.	ACCEPTED	2971036	Melilotus elegans Salzm. ex Ser.	SPECIES	220	Magnoliopsida	Plantae	1949
152545163	7068379	https://www.gbif.org/species/7068379	Vicia sativa subsp. sativa	ACCEPTED	7068379	Vicia sativa subsp. sativa	SUBSPECIES	220	Magnoliopsida	Plantae	1883
152545165	7225471	https://www.gbif.org/species/7225471	Vicia villosa subsp. villosa	ACCEPTED	7225471	Vicia villosa subsp. villosa	SUBSPECIES	220	Magnoliopsida	Plantae	1864
152545166	2975416	https://www.gbif.org/species/2975416	Vicia monantha Retz.	ACCEPTED	2975416	Vicia monantha Retz.	SPECIES	220	Magnoliopsida	Plantae	1913
152545167	2975384	https://www.gbif.org/species/2975384	Vicia benghalensis L.	ACCEPTED	2975384	Vicia benghalensis L.	SPECIES	220	Magnoliopsida	Plantae	1933
152545168	2975393	https://www.gbif.org/species/2975393	Vicia sicula (Raf.) Guss.	ACCEPTED	2975393	Vicia sicula (Raf.) Guss.	SPECIES	220	Magnoliopsida	Plantae	1920
152545168	2975393	https://www.gbif.org/species/2975393	Vicia sicula (Raf.) Guss.	ACCEPTED	2975393	Vicia sicula (Raf.) Guss.	SPECIES	220	Magnoliopsida	Plantae	1920
152545169	2975262	https://www.gbif.org/species/2975262	Vicia peregrina L.	ACCEPTED	2975262	Vicia peregrina L.	SPECIES	220	Magnoliopsida	Plantae	1912
152545170	2975309	https://www.gbif.org/species/2975309	Vicia bithynica (L.) L.	ACCEPTED	2975309	Vicia bithynica (L.) L.	SPECIES	220	Magnoliopsida	Plantae	1835
152545172	2975257	https://www.gbif.org/species/2975257	Vicia hybrida L.	ACCEPTED	2975257	Vicia hybrida L.	SPECIES	220	Magnoliopsida	Plantae	1876
152545173	2974946	https://www.gbif.org/species/2974946	Vicia dumetorum L.	ACCEPTED	2974946	Vicia dumetorum L.	SPECIES	220	Magnoliopsida	Plantae	1835
152545177	2974887	https://www.gbif.org/species/2974887	Vicia ervilia (L.) Willd.	ACCEPTED	2974887	Vicia ervilia (L.) Willd.	SPECIES	220	Magnoliopsida	Plantae	1824
152545179	2974921	https://www.gbif.org/species/2974921	Vicia villosa subsp. varia (Host) Corb.	ACCEPTED	2974921	Vicia villosa subsp. varia (Host) Corb.	SUBSPECIES	220	Magnoliopsida	Plantae	1867
152545180	2974901	https://www.gbif.org/species/2974901	Vicia grandiflora Scop.	ACCEPTED	2974901	Vicia grandiflora Scop.	SPECIES	220	Magnoliopsida	Plantae	1893
152545182	2974793	https://www.gbif.org/species/2974793	Vicia sylvatica L.	ACCEPTED	2974793	Vicia sylvatica L.	SPECIES	220	Magnoliopsida	Plantae	1886
152545182	2974793	https://www.gbif.org/species/2974793	Vicia sylvatica L.	ACCEPTED	2974793	Vicia sylvatica L.	SPECIES	220	Magnoliopsida	Plantae	1886
152545183	2974832	https://www.gbif.org/species/2974832	Vicia faba L.	ACCEPTED	2974832	Vicia faba L.	SPECIES	220	Magnoliopsida	Plantae	1863
152545185	2974753	https://www.gbif.org/species/2974753	Vicia lutea L.	ACCEPTED	2974753	Vicia lutea L.	SPECIES	220	Magnoliopsida	Plantae	1873
152545187	7844167	https://www.gbif.org/species/7844167	Colutea arborescens L.	ACCEPTED	7844167	Colutea arborescens L.	SPECIES	220	Magnoliopsida	Plantae	1813
152545190	2951998	https://www.gbif.org/species/2951998	Ulex gallii Planch.	ACCEPTED	2951998	Ulex gallii Planch.	SPECIES	220	Magnoliopsida	Plantae	1895
152545191	2951968	https://www.gbif.org/species/2951968	Ulex minor Roth	ACCEPTED	2951968	Ulex minor Roth	SPECIES	220	Magnoliopsida	Plantae	1852
152545191	2951968	https://www.gbif.org/species/2951968	Ulex minor Roth	ACCEPTED	2951968	Ulex minor Roth	SPECIES	220	Magnoliopsida	Plantae	1852
152545201	2964025	https://www.gbif.org/species/2964025	Lupinus angustifolius L.	ACCEPTED	2964025	Lupinus angustifolius L.	SPECIES	220	Magnoliopsida	Plantae	1861
152545202	2963817	https://www.gbif.org/species/2963817	Lupinus luteus L.	ACCEPTED	2963817	Lupinus luteus L.	SPECIES	220	Magnoliopsida	Plantae	1869
152545204	2964355	https://www.gbif.org/species/2964355	Lupinus polyphyllus Lindl.	ACCEPTED	2964355	Lupinus polyphyllus Lindl.	SPECIES	220	Magnoliopsida	Plantae	1882
152545206	9151957	https://www.gbif.org/species/9151957	Medicago sativa L.	ACCEPTED	9151957	Medicago sativa L.	SPECIES	220	Magnoliopsida	Plantae	1856
152545207	2965531	https://www.gbif.org/species/2965531	Medicago polymorpha L.	ACCEPTED	2965531	Medicago polymorpha L.	SPECIES	220	Magnoliopsida	Plantae	1813
152545208	2965438	https://www.gbif.org/species/2965438	Medicago rigidula (L.) All.	ACCEPTED	2965438	Medicago rigidula (L.) All.	SPECIES	220	Magnoliopsida	Plantae	1822
152545209	2965459	https://www.gbif.org/species/2965459	Medicago doliata Carmign.	ACCEPTED	2965459	Medicago doliata Carmign.	SPECIES	220	Magnoliopsida	Plantae	1894
152545210	2965461	https://www.gbif.org/species/2965461	Medicago turbinata (L.) All.	ACCEPTED	2965461	Medicago turbinata (L.) All.	SPECIES	220	Magnoliopsida	Plantae	1882
152545210	2965461	https://www.gbif.org/species/2965461	Medicago turbinata (L.) All.	ACCEPTED	2965461	Medicago turbinata (L.) All.	SPECIES	220	Magnoliopsida	Plantae	1882
152545211	2965485	https://www.gbif.org/species/2965485	Medicago littoralis Rohde ex Loisel.	ACCEPTED	2965485	Medicago littoralis Rohde ex Loisel.	SPECIES	220	Magnoliopsida	Plantae	1918
152545211	2965485	https://www.gbif.org/species/2965485	Medicago littoralis Rohde ex Loisel.	ACCEPTED	2965485	Medicago littoralis Rohde ex Loisel.	SPECIES	220	Magnoliopsida	Plantae	1918
152545212	2965209	https://www.gbif.org/species/2965209	Medicago murex Willd.	ACCEPTED	2965209	Medicago murex Willd.	SPECIES	220	Magnoliopsida	Plantae	1923
152545212	2965209	https://www.gbif.org/species/2965209	Medicago murex Willd.	ACCEPTED	2965209	Medicago murex Willd.	SPECIES	220	Magnoliopsida	Plantae	1923
152545213	2965232	https://www.gbif.org/species/2965232	Medicago carstiensis Wulfen	ACCEPTED	2965232	Medicago carstiensis Wulfen	SPECIES	220	Magnoliopsida	Plantae	1896
152545213	2965232	https://www.gbif.org/species/2965232	Medicago carstiensis Wulfen	ACCEPTED	2965232	Medicago carstiensis Wulfen	SPECIES	220	Magnoliopsida	Plantae	1896
152545214	2965233	https://www.gbif.org/species/2965233	Medicago fischeriana (Ser.) Trautv.	ACCEPTED	2965233	Medicago fischeriana (Ser.) Trautv.	SPECIES	220	Magnoliopsida	Plantae	1902
152545214	2965233	https://www.gbif.org/species/2965233	Medicago fischeriana (Ser.) Trautv.	ACCEPTED	2965233	Medicago fischeriana (Ser.) Trautv.	SPECIES	220	Magnoliopsida	Plantae	1902
152545215	2965221	https://www.gbif.org/species/2965221	Medicago laciniata (L.) Mill.	ACCEPTED	2965221	Medicago laciniata (L.) Mill.	SPECIES	220	Magnoliopsida	Plantae	1891
152545216	2965226	https://www.gbif.org/species/2965226	Medicago monantha (C.A.Mey.) Trautv.	ACCEPTED	2965226	Medicago monantha (C.A.Mey.) Trautv.	SPECIES	220	Magnoliopsida	Plantae	1885
152545217	2965299	https://www.gbif.org/species/2965299	Medicago orbicularis (L.) Bartal.	ACCEPTED	2965299	Medicago orbicularis (L.) Bartal.	SPECIES	220	Magnoliopsida	Plantae	1854
152545217	2965299	https://www.gbif.org/species/2965299	Medicago orbicularis (L.) Bartal.	ACCEPTED	2965299	Medicago orbicularis (L.) Bartal.	SPECIES	220	Magnoliopsida	Plantae	1854
152545218	2965397	https://www.gbif.org/species/2965397	Medicago scutellata (L.) Mill.	ACCEPTED	2965397	Medicago scutellata (L.) Mill.	SPECIES	220	Magnoliopsida	Plantae	1911
152545220	2965280	https://www.gbif.org/species/2965280	Medicago truncatula Gaertn.	ACCEPTED	2965280	Medicago truncatula Gaertn.	SPECIES	220	Magnoliopsida	Plantae	1834
152545221	2965419	https://www.gbif.org/species/2965419	Medicago praecox DC.	ACCEPTED	2965419	Medicago praecox DC.	SPECIES	220	Magnoliopsida	Plantae	1887
