taxonKey	canonicalName	kingdom	class	em_pts	mean_growth	year_2023_em_status_occupancy_natura2000_Wallonia	year_2023_em_status_occs_natura2000_Wallonia	year_2023_em_status_occupancy_Wallonia	year_2023_em_status_occs_Wallonia	year_2022_em_status_occupancy_natura2000_Wallonia	year_2022_em_status_occs_natura2000_Wallonia	year_2022_em_status_occupancy_Wallonia	year_2022_em_status_occs_Wallonia	year_2021_em_status_occupancy_natura2000_Wallonia	year_2021_em_status_occs_natura2000_Wallonia	year_2021_em_status_occupancy_Wallonia	year_2021_em_status_occs_Wallonia	kingdomKey	classKey
2926042	Nonea lutea	Plantae	Magnoliopsida	20				2	2			1	1			3	3	6	220
2984306	Gunnera tinctoria	Plantae	Magnoliopsida	20				1	1			3	3			2	2	6	220
3172068	Veronica cymbalaria	Plantae	Magnoliopsida	20				1	1			3	3			2	2	6	220
5284698	Cedrus deodara	Plantae	Pinopsida	20		0	0	1	1	0	0	3	3	0	0	2	2	6	194
5289666	Setaria faberi	Plantae	Liliopsida	20				2	2			2	3			1	1	6	196
6159223	Lacerta agilis	Animalia	Squamata	20		2	2	2	2	0	0	0	0	0	0	0	0	1	11592253
7400250	Platanus hispanica	Plantae	Magnoliopsida	19.5	0.800531735731201	1	0	1	0	2	0	2	0	1	0	2	0	6	220
2498034	Anser cygnoides	Animalia	Aves	19.5	0.7613040701066955	1	1	1	0	1	1	1	0	1	1	1	0	1	212
2498305	Oxyura jamaicensis	Animalia	Aves	19.5	0.6747717888799121	1	0	1	0	2	0	2	0	1	0	2	0	1	212
1622658	Rhagoletis completa	Animalia	Insecta	19.5				3	3			1	1			1	1	1	216
2495494	Geopelia cuneata	Animalia	Aves	19.5				3	3			1	1			1	1	1	212
3164340	Platycodon grandiflorus	Plantae	Magnoliopsida	19.5				3	3			1	1			1	1	6	220
5217334	Xenopus laevis	Animalia	Amphibia	19.5				2	2			3	3			0	0	1	131
5406741	Sida spinosa	Plantae	Magnoliopsida	19.5				2	2			3	3			0	0	6	220
10755213	Narcissus hispanicus hispanicus	Plantae	Liliopsida	19	0.6950122215135048	1	0	1	0	1	0	2	0	2	0	2	0	6	196
2495165	Rhea americana	Animalia	Aves	19				1	1			2	2			3	3	1	212
2704523	Cortaderia selloana	Plantae	Liliopsida	19				1	1			2	2			3	3	6	196
3040185	Populus canescens	Plantae	Magnoliopsida	18.5	0.836391355690477	2	0	1	0	1	0	1	0	2	0	1	0	6	220
2479553	Agapornis personatus	Animalia	Aves	18.5		0	0	1	1	1	1	1	1	1	1	1	1	1	212
2928034	Nemophila maculata	Plantae	Magnoliopsida	18.5		0	0	1	1	1	1	1	1	1	1	1	1	6	220
8149049	Wisteria sinensis	Plantae	Magnoliopsida	18.5		0	0	1	1	1	1	1	1	1	1	1	1	6	220
8212772	Symphoricarpos doorenbosii	Plantae	Magnoliopsida	18.5		0	0	1	1	1	1	1	1	1	1	1	1	6	220
8255921	Pulvinaria floccifera	Animalia	Insecta	18.5		0	0	1	1	1	1	1	1	1	1	1	1	1	216
9376410	Delosperma cooperi	Plantae	Magnoliopsida	18.5		0	0	1	1	1	1	1	1	1	1	1	1	6	220
7068732	Arabidopsis arenosa arenosa	Plantae	Magnoliopsida	18	0.8979894260450463	1	0	1	0	2	0	2	0	1	0	1	0	6	220
5365705	Potentilla intermedia	Plantae	Magnoliopsida	18	0.8333459523238984	1	0	1	0	2	0	1	0	2	0	1	0	6	220
3003244	Rosa multiflora Thunb.	Plantae	Magnoliopsida	18	0.7525185344261935	1	0	1	1	1	0	1	1	1	0	1	1	6	220
5851603	Leuciscus aspius	Animalia		18		1	1	0	1	1	1	0	1	1	1	0	1	1	
2876607	Alnus cordata	Plantae	Magnoliopsida	17.5	0.5960089062729226	2	0	0	0	3	0	0	0	2	0	0	0	6	220
1932752	Cacyreus marshalli	Animalia	Insecta	17.5				1	1			3	3			1	1	1	216
2037991	Liguropia juniperi	Animalia	Insecta	17.5				1	1			3	3			1	1	1	216
2498094	Anas capensis	Animalia	Aves	17.5				2	2			1	1			2	2	1	212
2859597	Ipheion uniflorum	Plantae	Liliopsida	17.5				1	1			3	3			1	1	6	196
3083488	Paeonia officinalis	Plantae	Magnoliopsida	17.5				1	1			3	3			1	1	6	220
3111754	Zinnia elegans	Plantae	Magnoliopsida	17.5				2	2			1	1			2	2	6	220
3902360	Mentha cervina	Plantae	Magnoliopsida	17.5				1	1			3	3			1	1	6	220
4067302	Symphytum grandiflorum	Plantae	Magnoliopsida	17.5				1	1			3	3			1	1	6	220
4486365	Nysius huttoni	Animalia	Insecta	17.5		0	0	1	1	0	0	3	3	0	0	1	1	1	216
4497124	Andricus quercuscalicis	Animalia	Insecta	17.5		0	0	1	1	0	0	2	2	1	1	1	1	1	216
5151589	Blatta orientalis	Animalia	Insecta	17.5				1	1			3	3			1	1	1	216
5384390	Amaranthus cruentus	Plantae	Magnoliopsida	17.5		0	0	1	1	0	0	3	3	0	0	1	1	6	220
8302634	Oenothera suaveolens	Plantae	Magnoliopsida	17.5				1	1			3	3			1	1	6	220
9606290	Meleagris gallopavo	Animalia	Aves	17.5		0	0	1	1	0	0	3	3	0	0	1	1	1	212
2880539	Quercus rubra	Plantae	Magnoliopsida	16.5	0.9799616665638919	0	1	1	1	0	1	1	1	0	1	1	1	6	220
2498387	Aix sponsa	Animalia	Aves	16.5	0.9609206311468286	1	0	0	1	2	0	0	1	2	0	0	1	1	212
1718308	Acheta domesticus	Animalia	Insecta	16.5	0.9351654690959413	2	0	1	0	1	0	1	0	1	0	1	0	1	216
2722515	Carex morrowii	Plantae	Liliopsida	16.5				1	1			2	2			2	2	6	196
2930222	Solanum americanum	Plantae	Magnoliopsida	16.5				1	1			2	2			2	2	6	220
3189843	Acer tataricum	Plantae	Magnoliopsida	16.5				1	1			2	2			2	2	6	220
2219863	Gammarus tigrinus	Animalia	Malacostraca	16		0	0	3	3	0	0	0	0	0	0	1	1	1	229
2439270	Rattus rattus	Animalia	Mammalia	16		0	0	2	2	0	0	2	2	0	0	0	0	1	359
2874515	Cucurbita maxima	Plantae	Magnoliopsida	16		0	0	2	2	0	0	2	2	0	0	0	0	6	220
2891677	Oxalis dillenii	Plantae	Magnoliopsida	16				2	2			2	2			0	0	6	220
4559541	Sinanodonta woodiana	Animalia	Bivalvia	16				3	3			0	0			1	1	1	137
1722299	Gryllodes sigillatus	Animalia	Insecta	15.5				1	1			1	1			3	3	1	216
2294284	Otala lactea	Animalia	Gastropoda	15.5				1	1			1	1			3	3	1	225
2437619	Dolichotis patagonum	Animalia	Mammalia	15.5				1	1			1	1			3	3	1	359
2474936	Anthropoides virgo	Animalia	Aves	15.5		0	0	1	1	0	0	1	1	1	1	2	1	1	212
2479407	Myiopsitta monachus	Animalia	Aves	15.5		0	0	1	1	0	0	1	1	0	0	3	3	1	212
2726360	Carex grayi	Plantae	Liliopsida	15.5				1	1			1	1			3	3	6	196
2769622	Muscari azureum	Plantae	Liliopsida	15.5				1	1			1	1			3	3	6	196
2856457	Allium triquetrum	Plantae	Liliopsida	15.5				1	1			1	1			3	3	6	196
2888636	Symphoricarpos orbiculatus	Plantae	Magnoliopsida	15.5		0	0	1	1	0	0	1	1	0	0	3	3	6	220
2928238	Phacelia campanularia	Plantae	Magnoliopsida	15.5				1	1			1	1			3	3	6	220
3032653	Heuchera sanguinea	Plantae	Magnoliopsida	15.5		0	0	1	1	0	0	1	1	0	0	3	3	6	220
3104314	Liatris spicata	Plantae	Magnoliopsida	15.5				1	1			1	1			3	3	6	220
3172549	Campsis radicans	Plantae	Magnoliopsida	15.5				1	1			1	1			3	3	6	220
4129181	Festuca ambigua	Plantae	Liliopsida	15.5		0	0	1	1	0	0	1	1	0	0	3	3	6	196
5411453	Campanula medium	Plantae	Magnoliopsida	15.5		0	0	1	1	0	0	1	1	0	0	3	3	6	220
7267630	Dianthus giganteus	Plantae	Magnoliopsida	15.5				1	1			1	1			3	3	6	220
7818643	Prunus armeniaca	Plantae	Magnoliopsida	15.5		0	0	1	1	0	0	1	1	0	0	3	3	6	220
8362005	Sasa palmata	Plantae	Liliopsida	15.5		0	0	1	1	0	0	1	1	0	0	3	3	6	196
2169430	Macaroeris nidicolens	Animalia	Arachnida	15				2	2			1	1			1	1	1	367
2475648	Dacelo novaeguineae	Animalia	Aves	15				2	2			1	1			1	1	1	212
2498046	Chenonetta jubata	Animalia	Aves	15		0	0	2	2	0	0	1	1	0	0	1	1	1	212
2650829	Cyrtomium falcatum	Plantae	Polypodiopsida	15		0	0	1	1	0	0	3	3	0	0	0	0	6	7228684
2985995	Hydrangea paniculata	Plantae	Magnoliopsida	15		0	0	1	1	0	0	3	3	0	0	0	0	6	220
3105768	Sonchus tenerrimus	Plantae	Magnoliopsida	15		0	0	1	1	0	0	3	3	0	0	0	0	6	220
3586046	Gladiolus hortulanus	Plantae	Liliopsida	15		0	0	1	1	0	0	3	3	0	0	0	0	6	196
3631129	Eryngium giganteum	Plantae	Magnoliopsida	15				1	1			3	3			0	0	6	220
5300102	Gagea pratensis	Plantae	Liliopsida	15		0	0	1	1	0	0	3	3	0	0	0	0	6	196
5332305	Ostrya carpinifolia	Plantae	Magnoliopsida	15				2	2			1	1			1	1	6	220
7102937	Euonymus japonicus	Plantae	Magnoliopsida	15				2	2			1	1			1	1	6	220
7823743	Malva maroccana	Plantae	Magnoliopsida	15				1	1			3	3			0	0	6	220
4933624	Inula racemosa	Plantae	Magnoliopsida	14	0.244063940484099	0	0	1	1	0	0	1	1	1	1	1	1	6	220
1043717	Cryptolaemus montrouzieri	Animalia	Insecta	14		0	0	0	0	1	1	1	1	1	1	1	1	1	216
1910629	Hypolimnas bolina	Animalia	Insecta	14		0	0	0	0	1	1	1	1	1	1	1	1	1	216
2402129	Acipenser gueldenstaedtii	Animalia		14		0	0	0	0	1	1	1	1	1	1	1	1	1	
2479329	Platycercus eximius	Animalia	Aves	14		0	0	0	0	1	1	1	1	1	1	1	1	1	212
2481092	Phalcoboenus megalopterus	Animalia	Aves	14		0	0	0	0	1	1	1	1	1	1	1	1	1	212
2706209	Pseudosasa japonica	Plantae	Liliopsida	14		0	0	0	0	1	1	1	1	1	1	1	1	6	196
2882849	Vaccinium corymbosum	Plantae	Magnoliopsida	14		0	0	0	0	1	1	1	1	1	1	1	1	6	220
3027791	Alchemilla micans	Plantae	Magnoliopsida	14		0	0	0	0	1	1	1	1	1	1	1	1	6	220
3169331	Lysimachia clethroides	Plantae	Magnoliopsida	14		0	0	3	2	0	0	0	0	0	0	1	1	6	220
3663237	Cornus sanguinea australis	Plantae	Magnoliopsida	14		0	0	1	1	0	0	1	1	1	1	1	1	6	220
4352332	Phoenicopterus roseus	Animalia	Aves	14		0	0	0	0	1	1	1	1	1	1	1	1	1	212
4486297	Arocatus longiceps	Animalia	Insecta	14		0	0	0	0	1	1	1	1	1	1	1	1	1	216
5130444	Junonia iphita	Animalia	Insecta	14		0	0	0	0	1	1	1	1	1	1	1	1	1	216
5284950	Picea omorika	Plantae	Pinopsida	14		0	0	0	0	1	1	1	1	1	1	1	1	6	194
5334247	Lonicera etrusca	Plantae	Magnoliopsida	14		0	0	0	0	1	1	1	1	1	1	1	1	6	220
5341187	Myosotis alpestris	Plantae	Magnoliopsida	14		0	0	0	0	1	1	1	1	1	1	1	1	6	220
5387396	Aster alpinus	Plantae	Magnoliopsida	14		0	0	0	0	1	1	1	1	1	1	1	1	6	220
5420991	Ludwigia peploides	Plantae	Magnoliopsida	14		0	0	1	1	0	0	2	2	0	0	1	1	6	220
5421180	Koelreuteria paniculata	Plantae	Magnoliopsida	14		0	0	0	0	1	1	1	1	1	1	1	1	6	220
5855746	Meretrix lyrata	Animalia	Bivalvia	14		0	0	0	0	1	1	1	1	1	1	1	1	1	137
7322292	Oenothera cambrica	Plantae	Magnoliopsida	14		0	0	0	0	1	1	1	1	1	1	1	1	6	220
9228111	Fumaria bastardii	Plantae	Magnoliopsida	14		0	0	1	1	0	0	1	1	1	1	1	1	6	220
8200663	Cymbalaria muralis	Plantae	Magnoliopsida	13.5	0.9408887868343939	1	0	1	0	1	0	1	0	1	0	1	0	6	220
2498388	Aix galericulata	Animalia	Aves	13.5	0.9098769179415488	1	0	1	0	1	0	1	0	1	0	1	0	1	212
5362573	Pyrus communis	Plantae	Magnoliopsida	13.5	0.8497411897013862	1	0	1	0	1	0	1	0	1	0	1	0	6	220
6109535	Trifolium hybridum	Plantae	Magnoliopsida	13.5	0.8367110768444095	1	0	1	0	1	0	1	0	1	0	1	0	6	220
3189866	Acer negundo	Plantae	Magnoliopsida	13.5	0.7988840988308819	1	1	0	0	1	1	0	0	1	1	0	0	6	220
2890541	Geranium purpureum	Plantae	Magnoliopsida	13.5	0.798572358144958	1	0	1	0	1	0	1	0	1	0	1	0	6	220
2498344	Cygnus atratus	Animalia	Aves	13.5	0.798470144491635	1	1	0	0	1	1	0	0	1	1	0	0	1	212
2495414	Columba livia	Animalia	Aves	13.5	0.717442969579622	1	0	1	0	1	0	1	0	1	0	1	0	1	212
2379245	Proterorhinus semilunaris	Animalia		13.5	0.0178929977133358	1	0	1	0	1	0	1	0	1	0	1	0	1	
2437282	Tamiasciurus hudsonicus	Animalia	Mammalia	13.5				3	3			0	0			0	0	1	359
2516075	Cumminsiella mirabilissima	Fungi	Pucciniomycetes	13.5				3	3			0	0			0	0	5	270
8183217	Salix gmelinii	Plantae	Magnoliopsida	13.5		0	0	3	3	0	0	0	0	0	0	0	0	6	220
1749580	Phyllocnistis citrella	Animalia	Insecta	13				1	1			1	1			2	2	1	216
2781103	Hemerocallis lilioasphodelus	Plantae	Liliopsida	13		0	0	1	1	0	0	1	1	0	0	2	2	6	196
2889037	Rumex rugosus	Plantae	Magnoliopsida	13		0	0	1	1	0	0	1	1	0	0	2	2	6	220
2891755	Oxalis latifolia	Plantae	Magnoliopsida	13		0	0	1	1	0	0	1	1	0	0	2	2	6	220
2925874	Amsinckia lycopsoides Lehm.	Plantae	Magnoliopsida	13		0	0	1	1	0	0	1	1	0	0	2	2	6	220
3133446	Ammobium alatum	Plantae	Magnoliopsida	13				1	1			1	1			2	2	6	220
5229128	Himantopus mexicanus	Animalia	Aves	13				1	1			1	1			2	2	1	212
9496048	Spatula hottentota	Animalia	Aves	13				1	1			2	3			0	0	1	212
1690429	Meconema meridionale	Animalia	Insecta	12.5	0.7051296285285865	2	0	0	0	1	0	0	0	2	0	0	0	1	216
2889010	Rumex cristatus	Plantae	Magnoliopsida	11.5				1	1			2	2			0	0	6	220
5361888	Morus nigra	Plantae	Magnoliopsida	11.5		0	0	1	1	0	0	2	2	0	0	0	0	6	220
7225712	Calystegia silvatica silvatica	Plantae	Magnoliopsida	11.5				3	2			0	0			0	0	6	220
7262908	Acer cappadocicum	Plantae	Magnoliopsida	11.5		0	0	1	1	0	0	2	2	0	0	0	0	6	220
3054368	Juglans regia	Plantae	Magnoliopsida	10.5	0.840200806359585	0	0	1	1	0	0	1	1	0	0	1	1	6	220
1371011	Megastigmus spermotrophus	Animalia	Insecta	10.5				1	1			1	1			1	1	1	216
2038171	Opsius stactogalus	Animalia	Insecta	10.5		0	0	1	1	0	0	1	1	0	0	1	1	1	216
2049732	Adelges cooleyi	Animalia	Insecta	10.5		0	0	1	1	0	0	1	1	0	0	1	1	1	216
2174528	Saitis barbipes	Animalia	Arachnida	10.5				1	1			1	1			1	1	1	367
2443079	Graptemys ouachitensis	Animalia	Testudines	10.5		0	0	1	1	0	0	1	1	0	0	1	1	1	11418114
2475364	Coracias cyanogaster	Animalia	Aves	10.5				1	1			1	1			1	1	1	212
2479964	Poicephalus senegalus	Animalia	Aves	10.5				1	1			1	1			1	1	1	212
2481915	Ciconia abdimii	Animalia	Aves	10.5				1	1			1	1			1	1	1	212
2486151	Pycnonotus jocosus	Animalia	Aves	10.5				1	1			1	1			1	1	1	212
2490384	Cardinalis cardinalis	Animalia	Aves	10.5				1	1			1	1			1	1	1	212
2747750	Crocus luteus	Plantae	Liliopsida	10.5				1	1			1	1			1	1	6	196
2752849	Erythronium dens-canis	Plantae	Liliopsida	10.5				1	1			1	1			1	1	6	196
2855823	Allium nigrum	Plantae	Liliopsida	10.5				1	1			1	1			1	1	6	196
2856920	Allium hollandicum	Plantae	Liliopsida	10.5				1	1			1	1			1	1	6	196
2874569	Cucumis sativus	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
2888437	Papaver orientale	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
2888564	Lamprocapnos spectabilis	Plantae	Magnoliopsida	10.5		0	0	1	1	0	0	1	1	0	0	1	1	6	220
2928861	Petunia integrifolia	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
2964167	Lupinus albus	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
3015457	Crataegus persimilis	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
3083935	Chenopodium quinoa	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
3105508	Andryala integrifolia	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
3121088	Artemisia alba	Plantae	Magnoliopsida	10.5		0	0	1	1	0	0	1	1	0	0	1	1	6	220
3150935	Echinacea purpurea	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
3188859	Oenothera speciosa	Plantae	Magnoliopsida	10.5		0	0	1	1	0	0	1	1	0	0	1	1	6	220
3853033	Neillia incisa	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
3896282	Teucrium hircanicum	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
3933415	Malva multiflora	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
3981814	Berberis wilsoniae	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
4427283	Anthrenocerus australis	Animalia	Insecta	10.5				1	1			1	1			1	1	1	216
5227747	Lophophorus impejanus	Animalia	Aves	10.5				1	1			1	1			1	1	1	212
5227775	Phasianus versicolor	Animalia	Aves	10.5				1	1			1	1			1	1	1	212
5229134	Vanellus miles	Animalia	Aves	10.5				1	1			1	1			1	1	1	212
5361977	Sedum mexicanum	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
5366327	Potentilla montana	Plantae	Magnoliopsida	10.5		0	0	1	1	0	0	1	1	0	0	1	1	6	220
5376035	Moricandia arvensis	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
5377395	Matthiola longipetala	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
5414991	Digitalis ferruginea	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
5584240	Silene schafta	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
5774728	Eriophyes pyri	Animalia	Arachnida	10.5				1	1			1	1			1	1	1	367
5828216	Cenchrus flaccidus	Plantae	Liliopsida	10.5				1	1			1	1			1	1	6	196
5879783	Thaumatotibia leucotreta	Animalia	Insecta	10.5				1	1			1	1			1	1	1	216
6101223	Spilopelia senegalensis	Animalia	Aves	10.5		0	0	1	1	0	0	1	1	0	0	1	1	1	212
6363863	Arenaria montana	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
6387003	Equisetum praealtum	Plantae	Polypodiopsida	10.5		0	0	1	1	0	0	1	1	0	0	1	1	6	7228684
7325877	Fraxinus angustifolia	Plantae	Magnoliopsida	10.5		0	0	1	1	0	0	1	1	0	0	1	1	6	220
7699567	Hymenoscyphus pseudoalbidus	Fungi	Leotiomycetes	10.5		0	0	1	1	0	0	1	1	0	0	1	1	5	179
7763534	Lauritrioza alacris	Animalia	Insecta	10.5				1	1			1	1			1	1	1	216
8323485	Haemorhous mexicanus	Animalia	Aves	10.5				1	1			1	1			1	1	1	212
8408816	Colchicum byzantinum	Plantae	Liliopsida	10.5				1	1			1	1			1	1	6	196
8741260	Macrosaccus robiniella	Animalia	Insecta	10.5		0	0	1	1	0	0	1	1	0	0	1	1	1	216
8993502	Silene italica	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
9306058	Karpatiosorbus latifolia	Plantae	Magnoliopsida	10.5		0	0	1	1	0	0	1	1	0	0	1	1	6	220
9508942	Origanum vulgare hirtum	Plantae	Magnoliopsida	10.5				1	1			1	1			1	1	6	220
7358677	Populus nigra italica	Plantae	Magnoliopsida	9.5	0.5638820265095544	0	0	1	0	0	0	1	0	1	1	1	0	6	220
1031400	Ectopsocus briggsi	Animalia	Insecta	9		0	0	2	2	0	0	0	0	0	0	0	0	1	216
1751299	Bucculatrix ainsliella	Animalia	Insecta	9				2	2			0	0			0	0	1	216
8356787	Pourthiaea villosa	Plantae	Magnoliopsida	9		0	0	2	2	0	0	0	0	0	0	0	0	6	220
5289686	Setaria verticillata	Plantae	Liliopsida	7.5	0.799154586536392	1	0	0	0	1	0	0	0	1	0	0	0	6	196
2498035	Anser indicus	Animalia	Aves	7.5	0.6717142085788937	1	0	0	0	1	0	0	0	1	0	0	0	1	212
5367294	Potentilla recta	Plantae	Magnoliopsida	7	0.9453165225655237	0	0	0	0	0	2	0	0	0	2	0	0	6	220
7224157	Pastinaca sativa sativa	Plantae	Magnoliopsida	6	0.9181261478404823	0	0	1	0	0	0	1	0	0	0	1	0	6	220
3189815	Aesculus hippocastanum	Plantae	Magnoliopsida	6	0.883349125871744	0	0	1	0	0	0	1	0	0	0	1	0	6	220
4989904	Harmonia axyridis	Animalia	Insecta	6	0.6443987425634992	0	1	0	0	0	1	0	0	0	1	0	0	1	216
2687210	Tsuga heterophylla	Plantae	Pinopsida	6	0.5285579272641627	0	1	0	0	0	1	0	0	0	1	0	0	6	194
1873051	Cryptoblabes gnidiella	Animalia	Insecta	6				0	0			1	1			1	1	1	216
1941864	Paysandisia archon	Animalia	Insecta	6		0	0	0	0	0	0	0	0	1	1	1	1	1	216
2164198	Cheiracanthium mildei	Animalia	Arachnida	6				0	0			1	1			1	1	1	367
2437399	Callosciurus finlaysonii	Animalia	Mammalia	6				0	0			1	1			1	1	1	359
2480181	Psittacus erithacus	Animalia	Aves	6		0	0	0	0	0	0	0	0	1	1	1	1	1	212
2480352	Pelecanus rufescens	Animalia	Aves	6		0	0	0	0	0	0	0	0	1	1	1	1	1	212
2480764	Threskiornis aethiopicus	Animalia	Aves	6		0	0	0	0	0	0	0	0	1	1	1	1	1	212
2486132	Pycnonotus leucotis	Animalia	Aves	6				0	0			1	1			1	1	1	212
2498064	Anas erythrorhyncha	Animalia	Aves	6		0	0	0	0	0	0	0	0	1	1	1	1	1	212
2705286	Avena sterilis	Plantae	Liliopsida	6		0	0	0	0	0	0	1	1	0	0	1	1	6	196
2874199	Passiflora caerulea	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
2874574	Cucumis dipsaceus	Plantae	Magnoliopsida	6				0	0			1	1			1	1	6	220
2985994	Hydrangea macrophylla	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
3012103	Sorbaria kirilowii	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
3033535	Clematis tangutica	Plantae	Magnoliopsida	6				0	0			1	1			1	1	6	220
3039046	Fatsia japonica	Plantae	Magnoliopsida	6				0	0			1	1			1	1	6	220
3039270	Elaeagnus pungens	Plantae	Magnoliopsida	6				0	0			1	1			1	1	6	220
3104491	Argyranthemum frutescens	Plantae	Magnoliopsida	6				0	0			1	1			1	1	6	220
3139003	Melampodium montanum	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
3707631	Delosperma aberdeenense	Plantae	Magnoliopsida	6				0	0			1	1			1	1	6	220
3767816	Acer japonicum	Plantae	Magnoliopsida	6		0	0	0	0	0	0	1	1	0	0	1	1	6	220
3924221	Helleborus argutifolius	Plantae	Magnoliopsida	6				0	0			1	1			1	1	6	220
4400961	Badonnelia titei	Animalia	Insecta	6				0	0			1	1			1	1	1	216
4470640	Carabus rutilans	Animalia	Insecta	6				0	0			1	1			1	1	1	216
4932232	Dactylis glomerata lobata	Plantae	Liliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	196
5152536	Gastrodes abietum	Animalia	Insecta	6		0	0	0	0	0	0	1	1	0	0	1	1	1	216
5219681	Sciurus carolinensis	Animalia	Mammalia	6				0	0			1	1			1	1	1	359
5229055	Psittacula eupatria	Animalia	Aves	6		0	0	0	0	0	0	0	0	1	1	1	1	1	212
5229156	Pelecanus conspicillatus	Animalia	Aves	6		0	0	0	0	0	0	0	0	1	1	1	1	1	212
5341548	Gilia capitata	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
5361762	Myriophyllum heterophyllum	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
5370006	Geum ternatum	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
5373124	Malcolmia maritima (L.) W.T.Aiton	Plantae	Magnoliopsida	6		0	0	0	0	0	0	1	1	0	0	1	1	6	220
5414976	Bellardia trixago	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
5825913	Pinus nigra laricio	Plantae	Pinopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	194
6709291	Reynoutria compacta	Plantae	Magnoliopsida	6				0	0			1	1			1	1	6	220
7263145	Acer rufinerve	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
8537667	Chondrilla juncea	Plantae	Magnoliopsida	6				0	0			1	1			1	1	6	220
9254355	Lithotoma axillaris	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
9382645	Rosa virginiana	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
11844792	Geum ternatum ternatum	Plantae	Magnoliopsida	6		0	0	0	0	0	0	0	0	1	1	1	1	6	220
2362868	Pseudorasbora parva	Animalia		5.5	0.4300060670193346	1	0	0	0	1	0	0	0	0	0	0	0	1	
2337607	Silurus glanis	Animalia		4.5	3.146269430198258e-4	0	0	0	1	0	0	0	1	0	0	0	1	1	
1650106	Anopheles pharoensis	Animalia	Insecta	2.5				0	0			0	0			1	1	1	216
2007665	Belonochilus numenius	Animalia	Insecta	2.5				0	0			0	0			1	1	1	216
2482519	Corvus albus	Animalia	Aves	2.5				0	0			0	0			1	1	1	212
2495688	Streptopelia roseogrisea	Animalia	Aves	2.5		0	0	0	0	0	0	0	0	0	0	1	1	1	212
3036892	Aralia elata	Plantae	Magnoliopsida	2.5				0	0			0	0			1	1	6	220
3040232	Populus deltoides	Plantae	Magnoliopsida	2.5				0	0			0	0			1	1	6	220
3054352	Juglans cinerea	Plantae	Magnoliopsida	2.5				0	0			0	0			1	1	6	220
3664287	Oenothera casimiri	Plantae	Magnoliopsida	2.5				0	0			0	0			1	1	6	220
5228034	Chrysolophus pictus	Animalia	Aves	2.5		0	0	0	0	0	0	0	0	0	0	1	1	1	212
5652131	Polygonum aviculare rurivagum	Plantae	Magnoliopsida	2.5				0	0			0	0			1	1	6	220
6369140	Prunus domestica domestica	Plantae	Magnoliopsida	2.5				0	0			0	0			1	1	6	220
6432925	Fraxinus angustifolia oxycarpa	Plantae	Magnoliopsida	2.5		0	0	0	0	0	0	0	0	0	0	1	1	6	220
7738766	Miscanthus sacchariflorus	Plantae	Liliopsida	2.5		0	0	0	0	0	0	0	0	0	0	1	1	6	196
5232437	Branta canadensis	Animalia	Aves	0	0.8756048721474925	0	0	0	0	0	0	0	0	0	0	0	0	1	212
3022203	Prunus fruticans	Plantae	Magnoliopsida	0	0.8450375867578498	0	0	0	0	0	0	0	0	0	0	0	0	6	220
