taxonKey	canonicalName	kingdom	class	em_pts	mean_growth	year_2023_em_status_occupancy_natura2000_Wallonia	year_2023_em_status_occs_natura2000_Wallonia	year_2023_em_status_occupancy_Wallonia	year_2023_em_status_occs_Wallonia	year_2022_em_status_occupancy_natura2000_Wallonia	year_2022_em_status_occs_natura2000_Wallonia	year_2022_em_status_occupancy_Wallonia	year_2022_em_status_occs_Wallonia	year_2021_em_status_occupancy_natura2000_Wallonia	year_2021_em_status_occs_natura2000_Wallonia	year_2021_em_status_occupancy_Wallonia	year_2021_em_status_occs_Wallonia	kingdomKey	classKey
4938682	Larix marschlinsii	Plantae	Pinopsida	38		1	1	1	1	2	2	2	2	2	2	2	2	6	194
5415455	Acanthus mollis	Plantae	Magnoliopsida	38		1	1	2	2	1	1	1	1	3	3	2	2	6	220
8946295	Pontastacus leptodactylus	Animalia	Malacostraca	38		1	1	1	1	2	2	2	2	2	2	2	2	1	229
3085357	Saponaria ocymoides	Plantae	Magnoliopsida	37.5	0.9546934390992066	1	1	1	1	2	2	3	1	2	2	2	1	6	220
2685484	Abies alba	Plantae	Pinopsida	37.5	0.8753302297829527	2	1	2	1	2	1	2	1	2	1	2	1	6	194
2020655	Corythucha ciliata	Animalia	Insecta	37.5	0.7660527962228466	1	2	2	0	2	2	2	0	2	3	2	0	1	216
7978544	Hydrocotyle ranunculoides	Plantae	Magnoliopsida	37.5	0.7543539470085973	2	1	2	1	2	1	2	1	2	1	2	1	6	220
8133114	Aster amellus	Plantae	Magnoliopsida	37.5		1	1	1	1	1	1	2	3	2	2	3	3	6	220
8168344	Hedera hibernica	Plantae	Magnoliopsida	37.5		2	2	2	2	1	1	2	2	1	1	1	1	6	220
5361785	Myriophyllum aquaticum	Plantae	Magnoliopsida	37	0.5791022953521245	1	1	2	0	2	2	3	0	2	2	3	0	6	220
3190411	Ptelea trifoliata	Plantae	Magnoliopsida	37		1	1	1	1	1	1	2	2	3	3	2	2	6	220
2996525	Rubus armeniacus	Plantae	Magnoliopsida	36.5	0.9526742154198149	1	1	1	2	2	2	2	2	1	1	2	2	6	220
2008616	Empicoris rubromaculatus	Animalia	Insecta	36.5		1	1	1	1	3	3	3	3	0	0	1	1	1	216
2049722	Adelges laricis	Animalia	Insecta	36.5		1	1	1	1	3	3	2	2	1	1	1	1	1	216
2651122	Polystichum munitum	Plantae	Polypodiopsida	36.5		1	1	1	1	3	2	3	2	1	1	1	1	6	7228684
2684171	Thuja plicata	Plantae	Pinopsida	36.5		1	1	2	2	2	2	2	2	1	1	1	1	6	194
2684178	Thuja occidentalis	Plantae	Pinopsida	36.5		2	2	2	2	1	1	1	1	1	1	2	2	6	194
2925816	Cynoglossum amabile	Plantae	Magnoliopsida	36.5		1	1	1	1	3	3	2	2	1	1	1	1	6	220
3128225	Centaurea nigra	Plantae	Magnoliopsida	36	0.9868384283081459	1	3	1	1	1	3	1	1	1	3	1	1	6	220
2498252	Alopochen aegyptiaca	Animalia	Aves	36	0.9367114281174258	0	3	3	0	0	3	3	0	0	3	3	0	1	212
5372639	Salix babylonica	Plantae	Magnoliopsida	36	0.7811997004323602	1	1	2	1	2	2	2	1	1	1	3	1	6	220
2440954	Cervus nippon	Animalia	Mammalia	36		1	1	1	1	1	1	1	1	3	3	3	3	1	359
2473341	Numida meleagris	Animalia	Aves	36		1	1	1	1	1	1	3	3	1	1	3	3	1	212
2701612	Juncus ensifolius	Plantae	Liliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	196
2856204	Allium siculum	Plantae	Liliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	196
2858963	Narcissus tazetta	Plantae	Liliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	196
2891707	Oxalis debilis	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
2985964	Deutzia gracilis	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
3034782	Smyrnium olusatrum	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
5304187	Triteleia laxa	Plantae	Liliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	196
5334527	Limnanthes douglasii	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
5377163	Iberis amara	Plantae	Magnoliopsida	36		1	1	1	1	1	1	2	2	2	2	3	3	6	220
7172831	Phedimus aizoon	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
7346102	Erythranthe guttata	Plantae	Magnoliopsida	35.5	0.9659894898765228	2	3	0	0	3	3	0	0	2	3	0	0	6	220
2049296	Pithyotettix abietinus	Animalia	Insecta	35.5		1	1	1	1	2	2	3	3	1	1	1	1	1	216
2865565	Lagarosiphon major	Plantae	Liliopsida	35.5		1	1	1	1	2	2	2	2	2	2	1	1	6	196
3169756	Nerium oleander	Plantae	Magnoliopsida	35.5		1	1	1	1	2	2	3	3	1	1	1	1	6	220
5156102	Leptoglossus occidentalis	Animalia	Insecta	35	0.9449354651531102	2	1	1	2	3	1	1	2	2	1	0	0	1	216
1047536	Leptinotarsa decemlineata	Animalia	Insecta	34.5	1.5357006489328864	0	0	3	3	0	0	3	3	0	2	3	3	1	216
5123474	Anthophila nemorana	Animalia	Insecta	34.5		1	1	2	2	1	1	2	2	1	1	2	2	1	216
3190653	Ailanthus altissima	Plantae	Magnoliopsida	34	0.9218126999246896	2	1	1	1	3	1	1	1	2	1	1	1	6	220
2651816	Adiantum capillus-veneris	Plantae	Polypodiopsida	34		1	1	1	1	3	3	3	3	0	0	0	0	6	7228684
2702822	Echinochloa frumentacea	Plantae	Liliopsida	34		1	1	1	1	3	3	3	3	0	0	0	0	6	196
2716226	Cyperus esculentus	Plantae	Liliopsida	34		1	1	1	1	3	3	3	3	0	0	0	0	6	196
3128888	Centaurea solstitialis	Plantae	Magnoliopsida	34		2	2	2	2	1	1	1	1	1	1	1	1	6	220
5304294	Hyacinthoides massartiana	Plantae	Liliopsida	34		2	2	2	2	1	1	1	1	1	1	1	1	6	196
3000610	Chaenomeles japonica	Plantae	Magnoliopsida	33.5	0.7816482432449942	1	1	2	1	1	1	2	1	2	2	2	1	6	220
3026294	Cotoneaster bullatus	Plantae	Magnoliopsida	33.5	0.7781184531589326	2	1	1	1	2	1	1	1	3	1	1	1	6	220
2480410	Parabuteo unicinctus	Animalia	Aves	33.5		1	1	1	1	1	1	1	1	3	3	2	2	1	212
3022609	Prunus serrulata	Plantae	Magnoliopsida	33.5		1	1	1	1	1	1	1	1	3	3	2	2	6	220
3152824	Liquidambar styraciflua	Plantae	Magnoliopsida	33.5		1	1	1	1	1	1	1	1	3	3	2	2	6	220
5415054	Forsythia intermedia	Plantae	Magnoliopsida	33.5		1	1	1	1	1	1	1	1	3	3	2	2	6	220
6391417	Rumex thyrsiflorus	Plantae	Magnoliopsida	33.5		1	1	1	1	1	1	1	1	3	3	2	2	6	220
8011733	Weigela floribunda	Plantae	Magnoliopsida	33.5		1	1	1	1	1	1	1	1	3	3	2	2	6	220
2498384	Callonetta leucophrys	Animalia	Aves	33	0.7051438984096954	1	1	1	0	2	2	2	0	3	2	2	0	1	212
2149679	Holocnemus pluchei	Animalia	Arachnida	33		1	1	1	1	1	1	3	2	1	1	2	3	1	367
4990175	Rhyzobius lophanthae	Animalia	Insecta	33		1	1	1	1	3	3	1	1	1	1	1	1	1	216
8207952	Matthiola incana (L.) R.Br.	Plantae	Magnoliopsida	33		1	1	1	1	3	3	1	1	1	1	1	1	6	220
2706026	Miscanthus sinensis	Plantae	Liliopsida	32.5		1	1	1	1	1	1	1	1	2	2	3	3	6	196
2873995	Isotrema macrophyllum	Plantae	Magnoliopsida	32.5		1	1	1	1	1	1	1	1	2	2	3	3	6	220
2876049	Corylus maxima	Plantae	Magnoliopsida	32.5		3	3	2	2	0	0	2	2	0	0	0	0	6	220
2772174	Muscari armeniacum	Plantae	Liliopsida	32		1	1	1	1	2	2	2	2	1	1	1	1	6	196
2931104	Solanum pseudocapsicum	Plantae	Magnoliopsida	32		1	1	1	1	2	2	2	2	1	1	1	1	6	220
3666776	Oenothera ersteinensis	Plantae	Magnoliopsida	32		1	1	1	1	1	1	1	1	3	2	2	2	6	220
5567694	Bergenia crassifolia	Plantae	Magnoliopsida	32		1	1	1	1	2	2	2	2	1	1	1	1	6	220
7307327	Agastache rugosa	Plantae	Magnoliopsida	32		1	1	1	1	1	1	1	1	3	2	2	2	6	220
2888439	Papaver somniferum	Plantae	Magnoliopsida	31.5	1.174880521121957	0	3	0	3	0	3	0	3	0	3	0	3	6	220
1626096	Ceratitis capitata	Animalia	Insecta	31.5				3	3			3	3			3	3	1	216
1702101	Anacridium aegyptium	Animalia	Insecta	31.5				3	3			3	3			3	3	1	216
2685552	Abies nordmanniana	Plantae	Pinopsida	31.5		3	2	3	2	0	0	1	1	0	0	1	1	6	194
4201688	Phedimus kamtschaticus	Plantae	Magnoliopsida	31.5		0	0	3	3	0	0	3	3	0	0	3	3	6	220
4485843	Halyomorpha halys	Animalia	Insecta	31.5				3	3			3	3			3	3	1	216
3032611	Darmera peltata	Plantae	Magnoliopsida	31		1	1	1	1	1	1	3	3	1	1	1	1	6	220
5559837	Cymbalaria pallida	Plantae	Magnoliopsida	31		1	1	1	1	1	3	1	3	1	1	1	1	6	220
7156971	Oxalis triangularis	Plantae	Magnoliopsida	31		1	1	1	1	1	1	3	3	1	1	1	1	6	220
3025617	Cotoneaster horizontalis	Plantae	Magnoliopsida	30.5	0.8224410157677456	2	0	2	1	2	0	2	1	2	0	2	0	6	220
2474051	Alectoris rufa	Animalia	Aves	30.5	0.8223184921485651	1	1	2	0	1	1	2	0	2	2	3	0	1	212
3152583	Hibiscus syriacus	Plantae	Magnoliopsida	30	1.0069271905805794	1	1	0	1	3	1	0	3	2	1	0	3	6	220
5219858	Ondatra zibethicus	Animalia	Mammalia	30	0.8941955099031774	1	3	0	1	1	3	0	1	1	3	0	1	1	359
3026162	Cotoneaster franchetii	Plantae	Magnoliopsida	30	0.7145815064285671	1	1	1	0	3	2	1	0	2	2	1	0	6	220
2480350	Pelecanus onocrotalus	Animalia	Aves	30		1	1	1	1	1	1	1	1	2	2	2	2	1	212
2890739	Geranium versicolor	Plantae	Magnoliopsida	30		1	1	1	1	1	1	2	2	1	1	2	2	6	220
2927303	Lavandula stoechas	Plantae	Magnoliopsida	30		1	1	1	1	1	1	2	2	1	1	2	2	6	220
2927727	Phlox subulata	Plantae	Magnoliopsida	30		1	1	1	1	1	1	2	2	1	1	2	2	6	220
2928761	Nicotiana alata	Plantae	Magnoliopsida	30		1	1	1	1	1	1	2	2	1	1	2	2	6	220
4201695	Phedimus hybridus	Plantae	Magnoliopsida	30		1	1	1	1	1	1	1	1	2	2	2	2	6	220
4259350	Tilia tomentosa	Plantae	Magnoliopsida	30		1	1	1	1	1	1	1	1	2	2	2	2	6	220
5199161	Hypania invalida	Animalia	Polychaeta	30		1	1	1	1	1	1	1	1	2	2	2	2	1	256
6157035	Trachemys scripta troostii	Animalia	Testudines	30		1	1	1	1	1	1	1	1	2	2	2	2	1	11418114
7062200	Trachemys scripta scripta	Animalia	Testudines	30		1	1	1	1	1	1	1	1	2	2	2	2	1	11418114
7294681	Pulmonaria longifolia	Plantae	Magnoliopsida	30		1	1	1	1	1	1	1	1	2	2	2	2	6	220
8909595	Faxonius limosus	Animalia	Malacostraca	29.5	0.9551660058850177	2	1	1	1	2	1	1	1	1	1	1	1	1	229
3172291	Ligustrum ovalifolium	Plantae	Magnoliopsida	29.5	0.7759736077788744	2	1	1	0	3	1	1	0	2	1	1	0	6	220
3042845	Brassica oleracea	Plantae	Magnoliopsida	29.5	0.5717580672481253	2	1	1	0	3	1	1	0	2	1	1	0	6	220
4315705	Dikerogammarus villosus	Animalia	Malacostraca	29	0.9827388849821385	1	1	1	1	1	1	1	1	2	2	2	1	1	229
4038485	Reynoutria bohemica	Plantae	Magnoliopsida	29	0.5419018421950194	1	1	1	0	2	2	1	0	2	2	2	0	6	220
1421095	Ctenolepisma lineata	Animalia	Insecta	29		0	0	2	2	1	1	2	2	1	1	2	2	1	216
2455615	Pantherophis guttatus	Animalia	Squamata	29		1	1	1	1	1	1	1	1	1	1	3	3	1	11592253
3026035	Cotoneaster coriaceus	Plantae	Magnoliopsida	29		0	0	1	1	1	1	3	2	1	1	3	3	6	220
7989836	Symphytum caucasicum	Plantae	Magnoliopsida	29		1	1	1	1	1	1	2	3	1	1	1	1	6	220
2436940	Oryctolagus cuniculus	Animalia	Mammalia	28.5	0.880872473951806	2	0	2	0	2	0	2	0	2	0	3	0	1	359
2889934	Tropaeolum majus	Plantae	Magnoliopsida	28.5	0.7259968743691161	2	0	2	0	2	0	2	0	2	0	3	0	6	220
7671397	Phuopsis stylosa	Plantae	Magnoliopsida	28.5		1	1	2	2	1	1	1	1	1	1	1	1	6	220
10902460	Salvia rosmarinus	Plantae	Magnoliopsida	28	0.7780127176308609	1	1	1	0	2	3	2	0	1	1	1	0	6	220
3000406	Stranvaesia davidiana	Plantae	Magnoliopsida	28		0	0	1	1	1	1	3	2	1	1	3	2	6	220
4497054	Andricus lignicolus	Animalia	Insecta	28		3	3	2	2	0	0	0	0	0	0	1	1	1	216
2985863	Hylotelephium spectabile	Plantae	Magnoliopsida	27.5	0.6389430786464031	1	1	1	0	2	2	2	0	1	1	2	0	6	220
2480454	Haliaeetus vocifer	Animalia	Aves	27.5		0	0	3	3	1	1	1	1	1	1	1	1	1	212
9508460	Mareca sibilatrix	Animalia	Aves	27	0.8911995540100257	2	0	2	0	2	0	2	0	2	0	2	0	1	212
5284827	Picea sitchensis	Plantae	Pinopsida	27	0.8332349725533378	2	0	2	0	2	0	2	0	2	0	2	0	6	194
5598915	Lonicera pileata	Plantae	Magnoliopsida	27	0.8190021920504562	2	0	2	0	2	0	2	0	2	0	2	0	6	220
3067891	Euphorbia prostrata	Plantae	Magnoliopsida	27	0.8060764005240383	1	0	2	1	2	0	3	1	1	0	1	1	6	220
5284809	Pinus nigra	Plantae	Pinopsida	27	0.7657803387853072	2	0	2	0	2	0	2	0	2	0	2	0	6	194
5358907	Trifolium alexandrinum	Plantae	Magnoliopsida	27	0.7249178710125033	1	1	2	0	1	1	1	0	2	2	2	0	6	220
1346919	Isodontia mexicana	Animalia	Insecta	27				2	2			3	3			3	3	1	216
2297108	Milax gagates	Animalia	Gastropoda	27				2	2			3	3			3	3	1	225
4568269	Paralaoma servilis	Animalia	Gastropoda	27				2	2			3	3			3	3	1	225
2686157	Larix kaempferi	Plantae	Pinopsida	26.5	0.8828688530573304	1	1	1	0	1	1	2	0	2	2	2	0	6	194
1031742	Dorypteryx domestica	Animalia	Insecta	26.5				3	3			3	3			1	1	1	216
2095283	Pseudococcus longispinus	Animalia	Insecta	26.5				3	3			3	3			1	1	1	216
2925496	Verbena rigida	Plantae	Magnoliopsida	26.5				3	3			3	3			1	1	6	220
2927744	Phlox paniculata	Plantae	Magnoliopsida	26.5		1	1	1	1	1	1	1	1	1	1	2	2	6	220
5284231	Metasequoia glyptostroboides	Plantae	Pinopsida	26.5				3	3			3	3			1	1	6	194
7332415	Chaenorhinum origanifolium	Plantae	Magnoliopsida	26.5				3	3			3	3			1	1	6	220
7332416	Chaenorhinum origanifolium origanifolium	Plantae	Magnoliopsida	26.5				3	3			3	3			1	1	6	220
10786206	Rhaphiolepis bibas	Plantae	Magnoliopsida	26.5		1	1	1	1	1	1	1	1	1	1	2	2	6	220
2988188	Pyracantha coccinea	Plantae	Magnoliopsida	26	0.7809302613565033	1	0	1	0	3	0	3	0	2	0	2	0	6	220
5298765	Iris foetidissima	Plantae	Liliopsida	26		0	0	3	2	0	0	1	1	1	1	3	3	6	196
6362904	Populus trichocarpa	Plantae	Magnoliopsida	25.5	0.8396852080655515	2	0	1	1	2	0	1	1	2	0	1	1	6	220
3664589	Oenothera lindheimeri	Plantae	Magnoliopsida	25.5				2	2			3	3			2	3	6	220
3147018	Erigeron floribundus	Plantae	Magnoliopsida	25	0.4826666535870078	1	1	1	0	1	1	3	0	1	1	2	0	6	220
7915783	Oenothera fallax	Plantae	Magnoliopsida	24.5	0.5122666189924042	1	1	1	0	1	1	1	0	2	2	2	0	6	220
2879098	Quercus ilex	Plantae	Magnoliopsida	24.5				3	3			1	1			3	3	6	220
2677047	Orthodontium lineare	Plantae	Bryopsida	24	0.9250232435303081	1	1	1	1	1	1	1	1	1	1	1	1	6	327
4201607	Phedimus spurius	Plantae	Magnoliopsida	24	0.9136470100091465	1	1	1	1	1	1	1	1	1	1	1	1	6	220
3033865	Mahonia aquifolium	Plantae	Magnoliopsida	24	0.8705280174123489	1	1	1	1	1	1	1	1	1	1	1	1	6	220
8190077	Populus canadensis	Plantae	Magnoliopsida	24	0.6963811165852816	1	1	1	0	2	1	1	0	2	1	1	0	6	220
3025896	Cotoneaster dielsianus	Plantae	Magnoliopsida	24	0.6350813040534494	1	1	1	1	1	1	1	1	1	1	1	1	6	220
1016841	Orthomorpha coarctata	Animalia	Diplopoda	24		1	1	1	1	1	1	1	1	1	1	1	1	1	361
1119292	Morimus asper	Animalia	Insecta	24		1	1	1	1	1	1	1	1	1	1	1	1	1	216
1309652	Dryocosmus kuriphilus	Animalia	Insecta	24		1	1	1	1	1	1	1	1	1	1	1	1	1	216
1651430	Aedes albopictus	Animalia	Insecta	24		1	1	1	1	1	1	1	1	1	1	1	1	1	216
1652212	Aedes japonicus	Animalia	Insecta	24		1	1	1	1	1	1	1	1	1	1	1	1	1	216
2020779	Buchananiella continua	Animalia	Insecta	24		1	1	1	1	1	1	1	1	1	1	1	1	1	216
2091932	Pulvinaria hydrangeae	Animalia	Insecta	24		1	1	1	1	1	1	1	1	1	1	1	1	1	216
2128482	Colomerus vitis	Animalia	Arachnida	24		1	1	1	1	1	1	1	1	1	1	1	1	1	367
2217982	Crangonyx pseudogracilis	Animalia	Malacostraca	24		1	1	1	1	1	1	1	1	1	1	1	1	1	229
2220312	Hemimysis anomala	Animalia	Malacostraca	24		1	1	1	1	1	1	1	1	1	1	1	1	1	229
2220347	Limnomysis benedeni	Animalia	Malacostraca	24		1	1	1	1	1	1	1	1	1	1	1	1	1	229
2287073	Dreissena bugensis	Animalia	Bivalvia	24		1	1	1	1	1	1	1	1	1	1	1	1	1	137
2362881	Leucaspius delineatus	Animalia		24		1	1	1	1	1	1	1	1	1	1	1	1	1	
2427091	Lithobates catesbeianus	Animalia	Amphibia	24		1	1	1	1	1	1	1	1	1	1	1	1	1	131
2498396	Dendrocygna viduata	Animalia	Aves	24		1	1	1	1	1	1	1	1	1	1	1	1	1	212
2498408	Lophodytes cucullatus	Animalia	Aves	24		1	1	1	1	1	1	1	1	1	1	1	1	1	212
2687182	Tsuga canadensis	Plantae	Pinopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	194
2700768	Luzula nivea	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2705512	Glyceria canadensis	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2716838	Eleocharis engelmannii	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2717402	Eleocharis mamillata austriaca	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2717467	Eleocharis obtusa	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2720120	Scirpus atrovirens	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2720269	Scirpus georgianus	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2747718	Crocus speciosus	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2772885	Ornithogalum pyramidale	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2857449	Allium ramosum	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2858909	Narcissus jonquilla	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2869301	Lysichiton camtschatcensis	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
2874512	Cucurbita ficifolia	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
2882841	Vaccinium macrocarpon	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
2888867	Rheum rhabarbarum	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
2888948	Rumex alpinus	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
2889980	Geranium magnificum	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
2928859	Petunia atkinsiana	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
2987948	Neillia tanakae	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
3026024	Cotoneaster ascendens	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
3064221	Euphorbia serpens	Plantae	Magnoliopsida	24		0	0	3	3	0	0	3	3	0	0	0	0	6	220
3083486	Paeonia lactiflora	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
3112361	Cynara scolymus	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
3171952	Verbascum speciosum	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
3189836	Acer pensylvanicum	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
3190544	Rhus glabra	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
3642531	Chaerophyllum aureum	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
3666059	Oenothera glazioviana rubricalyx	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
4486382	Orsillus depressus	Animalia	Insecta	24		1	1	1	1	1	1	1	1	1	1	1	1	1	216
4990176	Rhyzobius forestieri	Animalia	Insecta	24		1	1	1	1	1	1	1	1	1	1	1	1	1	216
5177089	Jaera istri	Animalia	Malacostraca	24		1	1	1	1	1	1	1	1	1	1	1	1	1	229
5229205	Eudocimus albus	Animalia	Aves	24		1	1	1	1	1	1	1	1	1	1	1	1	1	212
5353590	Cercis siliquastrum	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
5362004	Sedum sarmentosum	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
5392145	Bidens radiata	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
5403605	Crepis sancta	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
5411392	Campanula lactiflora	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
5587240	Silene vulgaris vulgaris	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
5609603	Nepeta subsessilis	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
5671747	Cenchrus alopecuroides	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
7227181	Carex muricata muricata	Plantae	Liliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	196
7230699	Pinus nigra nigra	Plantae	Pinopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	194
7315286	Fumaria muralis	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
7334489	Sedum palmeri	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
7475424	Scabiosa lucida	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
7730307	Erythranthe lutea	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
8251158	Penstemon digitalis	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
8342911	Papaver setiferum	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
8599762	Aproceros leucopoda	Animalia	Insecta	24		1	1	1	1	1	1	1	1	1	1	1	1	1	216
9018536	Koenigia campanulata	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
9153437	Salix daphnoides	Plantae	Magnoliopsida	24		1	1	1	1	1	1	1	1	1	1	1	1	6	220
8323119	Bidens triplinervia macrantha	Plantae	Magnoliopsida	23.5		0	0	1	1	1	1	1	1	1	1	3	3	6	220
3602683	Papaver cambricum	Plantae	Magnoliopsida	23	0.8590526828814264	2	1	0	0	2	1	0	0	3	1	0	0	6	220
4314683	Chelicorophium curvispinum	Animalia	Malacostraca	22.5	0.8350241740967956	0	1	1	1	1	1	1	1	1	1	2	1	1	229
1017419	Oxidus gracilis	Animalia	Diplopoda	22.5				1	1			3	3			3	3	1	361
1997215	Blattella germanica	Animalia	Insecta	22.5				1	1			3	3			3	3	1	216
2726538	Carex muskingumensis	Plantae	Liliopsida	22.5				1	1			3	3			3	3	6	196
2888622	Viburnum plicatum	Plantae	Magnoliopsida	22.5				1	1			3	3			3	3	6	220
2888706	Kolkwitzia amabilis	Plantae	Magnoliopsida	22.5				1	1			3	3			3	3	6	220
3083680	Atriplex micrantha	Plantae	Magnoliopsida	22.5				1	1			3	3			3	3	6	220
3112364	Cynara cardunculus	Plantae	Magnoliopsida	22.5				1	1			3	3			3	3	6	220
3131614	Helichrysum italicum	Plantae	Magnoliopsida	22.5				1	1			3	3			3	3	6	220
3134867	Catananche caerulea	Plantae	Magnoliopsida	22.5				1	1			3	3			3	3	6	220
4925890	Acer tataricum ginnala	Plantae	Magnoliopsida	22.5				1	1			3	3			3	3	6	220
10801424	Salvia yangii	Plantae	Magnoliopsida	22.5				1	1			3	3			3	3	6	220
5384361	Amaranthus bouchonii	Plantae	Magnoliopsida	22	0.607033036410442	0	0	1	1	1	1	2	1	1	1	2	1	6	220
2142456	Uloborus plumipes	Animalia	Arachnida	22				2	2			3	3			1	1	1	367
3039267	Elaeagnus umbellata	Plantae	Magnoliopsida	22				2	2			3	3			1	1	6	220
4497180	Andricus aries	Animalia	Insecta	22		0	0	3	2	0	0	3	3	0	0	0	0	1	216
5561475	Chaenostoma cordatum	Plantae	Magnoliopsida	22		0	0	2	2	0	0	3	3	0	0	1	1	6	220
3021496	Prunus laurocerasus	Plantae	Magnoliopsida	21	1.0772542208634235	0	2	0	2	0	2	0	2	0	2	0	2	6	220
2479226	Psittacula krameri	Animalia	Aves	21	1.0727423513684018	0	2	0	2	0	2	0	2	0	2	0	2	1	212
2867614	Lemna minuta	Plantae	Liliopsida	21	0.8574995162100989	2	1	0	0	2	1	0	0	2	1	0	0	6	196
2157245	Steatoda grossa	Animalia	Arachnida	21		0	0	2	2	0	0	2	2	0	0	2	2	1	367
3088488	Tagetes erecta	Plantae	Magnoliopsida	21				1	1			3	3			2	3	6	220
5232428	Chloephaga picta	Animalia	Aves	21		0	0	1	1	1	1	1	1	1	1	2	2	1	212
7681436	Cytisus multiflorus	Plantae	Magnoliopsida	21				2	2			2	2			2	2	6	220
3026074	Cotoneaster salicifolius	Plantae	Magnoliopsida	20.5	0.5455032511543826	1	0	1	0	3	0	1	0	2	0	1	0	6	220
2870583	Pistia stratiotes	Plantae	Liliopsida	20				2	2			1	1			3	3	6	196
