taxonKey	taxonName	kingdom	class	year_2024_em_status_occupancy_natura2000	year_2024_em_status_occs_natura2000	year_2024_em_status_occupancy_Belgium	year_2024_em_status_occs_Belgium	year_2023_em_status_occupancy_natura2000	year_2023_em_status_occs_natura2000	year_2023_em_status_occupancy_Belgium	year_2023_em_status_occs_Belgium	year_2022_em_status_occupancy_natura2000	year_2022_em_status_occs_natura2000	year_2022_em_status_occupancy_Belgium	year_2022_em_status_occs_Belgium	mean_growth	clasKey
5354707	Cytisus striatus (Hill) Rothm.	Plantae	Magnoliopsida	3	3	3	3	3	2	3	3	3	2	3	3	1.0315928300952062	220
2928026	Nemophila menziesii Hook. & Arn.	Plantae	Magnoliopsida	3	3	3	3	3	2	3	3	2	2	3	3	1.2472894294645736	220
2651826	Adiantum raddianum C.Presl	Plantae	Polypodiopsida	3	3	3	3	3	2	3	3	1	1	3	3	1.1813878087208636	7228684
8537667	Chondrilla juncea L.	Plantae	Magnoliopsida	3	3	3	3	2	3	3	3	3	3	3	3	1.1419948548801346	220
5371702	Nigella damascena L.	Plantae	Magnoliopsida	3	3	3	3	2	3	3	3	2	3	3	3	1.2477837008298986	220
2928859	Petunia ×atkinsiana D.Don ex Loudon	Plantae	Magnoliopsida	3	3	3	3	2	3	3	3	2	3	3	3	1.1461950331252906	220
3170040	Gentiana lutea L.	Plantae	Magnoliopsida	3	3	3	3	2	3	3	3	2	3	3	3	1.0824764944003369	220
2227289	Procambarus acutus (Girard, 1852)	Animalia	Malacostraca	3	3	3	3	2	2	3	3	2	2	3	3	1.4900956894029975	229
8699607	Mycosarcoma maydis (DC.) Bref.	Fungi	Ustilaginomycetes	3	3	3	3	2	2	3	3	2	2	3	3	1.0930548206734132	148
3642531	Chaerophyllum aureum L.	Plantae	Magnoliopsida	3	3	3	3	2	2	3	3	2	2	2	2		220
3069460	Euphorbia oblongata Griseb.	Plantae	Magnoliopsida	3	3	3	3	2	2	3	3	1	1	3	3	1.1521977811693578	220
6159223	Lacerta agilis Linnaeus, 1758	Animalia	Squamata	3	3	3	3	2	2	3	3	1	1	1	1		11592253
2856780	Allium cristophii Trautv.	Plantae	Liliopsida	3	3	3	3	2	2	3	2	2	2	2	2		196
3189882	Acer palmatum Thunb.	Plantae	Magnoliopsida	3	3	3	3	2	2	2	3	1	1	1	3	1.0354081563723967	220
2720120	Scirpus atrovirens Willd.	Plantae	Liliopsida	3	3	3	3	2	2	2	2	3	3	3	3		196
4486243	Oxycarenus lavaterae (Fabricius, 1787)	Animalia	Insecta	3	3	3	3	2	1	3	3	3	3	3	2	1.229392409636816	216
3189073	Epilobium brachycarpum C.Presl	Plantae	Magnoliopsida	3	3	3	3	2	1	3	3	3	2	3	3	1.1702045317657435	220
2888814	Dipsacus laciniatus L.	Plantae	Magnoliopsida	3	3	3	3	1	3	3	3	3	3	3	3	1.2270174366495454	220
4559541	Sinanodonta woodiana (I.Lea, 1834)	Animalia	Bivalvia	3	3	3	3	1	3	3	3	3	3	3	3	1.072764553177198	137
5185431	Aurelia coerulea von Lendenfeld, 1884	Animalia	Scyphozoa	3	3	3	3	1	3	3	3	3	3	3	3		352
6476679	Caenoplana variegata (Fletcher & Hamilton, 1888)	Animalia		3	3	3	3	1	3	3	3	1	3	3	3	1.6310222521711686	
3040185	Populus ×canescens (Aiton) Sm.	Plantae	Magnoliopsida	3	3	3	3	1	3	3	3	1	3	3	3	1.0495431767287755	220
3069053	Euphorbia verrucosa L.	Plantae	Magnoliopsida	3	3	3	3	1	3	2	3	2	3	2	3	1.219446517717795	220
5371753	Visnaga daucoides Gaertn.	Plantae	Magnoliopsida	3	3	3	3	1	1	3	3	3	3	3	3	1.4020561539135892	220
3064221	Euphorbia serpens Kunth	Plantae	Magnoliopsida	3	3	3	3	1	1	3	3	2	2	3	3	1.1775031764704915	220
2974811	Vicia pannonica Crantz	Plantae	Magnoliopsida	3	3	3	3	1	1	3	3	1	1	3	3	2.0265490378201365	220
2888806	Scabiosa ochroleuca L.	Plantae	Magnoliopsida	3	3	3	3	1	1	3	3	1	1	3	3	1.5882459430797184	220
3172549	Campsis radicans (L.) Bureau	Plantae	Magnoliopsida	3	3	3	3	1	1	3	3	1	1	3	3	1.3784515111549012	220
2095283	Pseudococcus longispinus (Targioni Tozzetti, 1867)	Animalia	Insecta	3	3	3	3	1	1	3	3	1	1	3	3		216
5371700	Nigella sativa L.	Plantae	Magnoliopsida	3	3	3	3	1	1	3	3	1	1	1	1		220
10801424	Salvia yangii B.T.Drew	Plantae	Magnoliopsida	3	3	3	3	1	1	2	2	1	1	3	3		220
1031742	Dorypteryx domestica (Smithers, 1958)	Animalia	Insecta	3	3	3	3	1	1	2	2	1	1	2	2		216
2537743	Lentinula edodes (Berk.) Pegler	Fungi	Agaricomycetes	3	3	3	3	1	1	2	2	1	1	2	2		186
7461690	Phragmidium mexicanum (Mains) H.Y.Yun, Minnis & Aime	Fungi	Pucciniomycetes	3	3	3	3	1	1	2	2	1	1	2	2		270
1411953	Carausius morosus Brunner von Wattenwyl, 1907	Animalia	Insecta	3	3	3	3	1	1	1	1	3	3	3	3		216
5375012	Arabis procurrens Waldst. & Kit.	Plantae	Magnoliopsida	3	3	3	3	1	1	1	1	1	1	2	2		220
3814157	Eudianthe coeli-rosa (L.) Fenzl ex Endl.	Plantae	Magnoliopsida	3	3	3	3	1	1	1	1	1	1	2	1		220
2320810	Boccardia proboscidea Hartman, 1940	Animalia	Polychaeta	3	3	3	3	1	1	1	1	1	1	1	1		256
2971024	Melilotus officinalis (L.) Pallas	Plantae	Magnoliopsida	3	3	3	3	1	1	1	1	1	1	1	1		220
2994229	Rubus nutkanus Moc. ex Ser.	Plantae	Magnoliopsida	3	3	3	3	1	1	1	1	1	1	1	1		220
5415453	Acanthus spinosus L.	Plantae	Magnoliopsida	3	3	3	3	1	1	1	1	1	1	1	1		220
8052025	Dicyphus escalerae Lindberg, 1934	Animalia	Insecta	3	3	3	3	1	1	1	1	1	1	1	1		216
8740315	Marionfyfea adventor Jones & Sluys, 2016	Animalia		3	3	3	3	1	1	1	1	1	1	1	1		
3170823	Paulownia tomentosa (Thunb.) Steud.	Plantae	Magnoliopsida	3	3	3	2	3	3	3	2	3	3	3	2	1.2263722400383952	220
2984366	Soleirolia soleirolii (Req.) Dandy	Plantae	Magnoliopsida	3	3	3	2	3	3	3	2	3	3	3	2	1.1883979848432877	220
3190538	Rhus typhina L.	Plantae	Magnoliopsida	3	3	3	2	3	3	3	2	3	3	3	2	1.0824354912910081	220
3171304	Mazus pumilus (Burm.fil.) Steenis	Plantae	Magnoliopsida	3	3	3	2	1	3	3	3	1	1	1	1		220
2927174	Mentha requienii Benth.	Plantae	Magnoliopsida	3	3	3	2	1	1	3	2	1	1	3	2		220
4086523	Verbena incompta P.W.Michael	Plantae	Magnoliopsida	3	3	3	2	1	1	3	2	1	1	2	3		220
7636833	Syringa josikaea J.Jacq. ex Rchb.	Plantae	Magnoliopsida	3	3	3	2	1	1	3	2	1	1	1	1		220
5415463	Thunbergia alata Bojer ex Sims	Plantae	Magnoliopsida	3	3	3	2	1	1	1	1	1	1	1	1		220
5218786	Procyon lotor (Linnaeus, 1758)	Animalia	Mammalia	3	3	3	1	3	3	3	3	3	3	3	3	1.040753778930809	359
2855860	Allium schoenoprasum L.	Plantae	Liliopsida	3	3	3	1	3	3	3	3	3	3	3	3	1.0322060718844184	196
7763534	Lauritrioza alacris (Flor, 1861)	Animalia	Insecta	3	3	3	1	3	3	3	3	1	1	3	3	1.019728420155873	216
2435035	Felis catus Linnaeus, 1758	Animalia	Mammalia	3	3	3	1	3	3	3	1	3	3	3	3	0.9968648719064099	359
9305555	Spatula versicolor (Vieillot, 1816)	Animalia	Aves	3	3	3	1	3	3	3	1	3	3	3	3	0.9713176966112911	212
3152521	Althaea hirsuta L.	Plantae	Magnoliopsida	3	3	3	1	3	3	3	1	3	3	3	1	0.9889004944592558	220
2498161	Anser rossii Cassin, 1861	Animalia	Aves	3	3	3	1	3	3	3	1	3	3	3	1	0.7852071032592447	212
2865565	Lagarosiphon major (Ridl.) Moss	Plantae	Liliopsida	3	3	3	1	3	3	3	1	3	3	1	1	0.8487730478896869	196
2856920	Allium hollandicum R.M.Fritsch	Plantae	Liliopsida	3	3	3	1	3	3	2	1	1	1	2	3	1.0037532565872989	196
5384931	Houttuynia cordata Thunb.	Plantae	Magnoliopsida	3	3	3	1	2	2	3	3	3	3	3	3	1.1031862391398544	220
2753146	Lilium martagon L.	Plantae	Liliopsida	3	3	3	1	2	2	3	1	3	3	3	1	0.9707433732095243	196
3039267	Elaeagnus umbellata Thunb.	Plantae	Magnoliopsida	3	3	3	1	1	3	3	1	1	3	3	1	0.9893965796256513	220
1626096	Ceratitis capitata (Wiedemann, 1824)	Animalia	Insecta	3	3	3	1	1	1	3	1	1	1	3	3	0.9359154222755955	216
2926572	Physostegia virginiana (L.) Benth.	Plantae	Magnoliopsida	3	3	3	1	1	1	1	1	1	1	1	1	0.9516150904316985	220
5406789	Alcea rosea L.	Plantae	Magnoliopsida	3	3	3	0	3	3	3	0	3	3	3	2	0.8913713214518412	220
4565039	Hygromia cinctella (Draparnaud, 1801)	Animalia	Gastropoda	3	3	3	0	3	3	3	0	3	3	3	0	0.865768477505112	225
4067281	Symphytum ×hidcotense P.D.Sell	Plantae	Magnoliopsida	3	3	3	0	3	3	3	0	3	3	3	0	0.7879977206418055	220
3172291	Ligustrum ovalifolium Hassk.	Plantae	Magnoliopsida	3	3	2	3	3	3	3	3	3	3	2	3	1.1584889340008149	220
5371709	Adonis annua L.	Plantae	Magnoliopsida	3	3	2	3	3	3	3	3	1	1	1	1		220
5403272	Crepis pulchra L.	Plantae	Magnoliopsida	3	3	2	3	3	3	2	3	1	1	1	3	1.155311548790904	220
2888797	Cephalaria gigantea (Ledeb.) Bobrov	Plantae	Magnoliopsida	3	3	2	3	2	3	2	3	1	1	2	3	1.2790013254321224	220
2077985	Impatientinum asiaticum Nevsky, 1929	Animalia	Insecta	3	3	2	3	1	1	2	3	1	1	1	1		216
8358048	Potentilla recta subsp. obscura (Willd.) Arcang.	Plantae	Magnoliopsida	3	3	2	3	1	1	1	3	1	1	1	3	1.165786074974965	220
2716838	Eleocharis engelmannii Steud.	Plantae	Liliopsida	3	3	2	3	1	1	1	3	1	1	1	3	1.1629086529727108	196
3032653	Heuchera sanguinea Engelm.	Plantae	Magnoliopsida	3	3	2	3	1	1	1	1	2	2	2	2		220
3693541	Odontarrhena muralis (Waldst. & Kit.) Endl.	Plantae	Magnoliopsida	3	3	2	3	1	1	1	1	1	1	1	1		220
9376410	Delosperma cooperi (Hook.fil.) L.Bolus	Plantae	Magnoliopsida	3	3	2	2	3	3	3	3	1	1	1	1		220
2927000	Salvia sclarea L.	Plantae	Magnoliopsida	3	3	2	2	3	3	2	2	1	1	2	2		220
2869597	Sauromatum venosum (Dryand. ex Aiton) Kunth	Plantae	Liliopsida	3	3	2	2	3	3	1	1	1	1	1	1		196
5420978	Clarkia amoena (Lehm.) A.Nelson & J.F.Macbr.	Plantae	Magnoliopsida	3	3	2	2	3	2	2	2	1	1	2	2		220
2767428	Puschkinia scilloides Adams	Plantae	Liliopsida	3	3	2	2	2	2	3	3	3	3	3	3		196
3741446	Erinus alpinus L.	Plantae	Magnoliopsida	3	3	2	2	2	2	1	1	2	2	2	2		220
3150935	Echinacea purpurea (L.) Moench	Plantae	Magnoliopsida	3	3	2	2	1	1	2	2	1	1	1	1		220
9382645	Rosa virginiana Herrm.	Plantae	Magnoliopsida	3	3	2	2	1	1	1	1	1	1	1	1		220
5328593	Aponogeton distachyos L.f.	Plantae	Liliopsida	3	3	1	3	3	3	3	3	3	3	3	3	1.3108273491421463	196
5371746	Anthriscus cerefolium (L.) Hoffm.	Plantae	Magnoliopsida	3	3	1	3	3	3	1	3	3	3	1	3	1.2423927759497042	220
5362004	Sedum sarmentosum Bunge	Plantae	Magnoliopsida	3	3	1	3	3	3	1	3	3	3	1	3	1.121390421858962	220
2227663	Rhithropanopeus harrisii (Gould, 1841)	Animalia	Malacostraca	3	3	1	3	3	3	1	3	3	3	1	3	1.0701300381053822	229
2992543	Rubus laciniatus Willd.	Plantae	Magnoliopsida	3	3	1	3	3	3	1	3	3	3	1	3	1.0423620725504443	220
7844167	Colutea arborescens L.	Plantae	Magnoliopsida	3	3	1	3	1	3	1	3	1	3	1	3	1.1420860713780392	220
2498402	Dendrocygna bicolor (Vieillot, 1816)	Animalia	Aves	3	3	1	1	3	3	1	3	3	3	3	3	1.0113738160007573	212
5298126	Iris sibirica L.	Plantae	Liliopsida	3	3	1	1	3	3	1	1	3	3	3	3	1.0008439496911874	196
4048240	Elaeagnus ×submacrophylla Servett.	Plantae	Magnoliopsida	3	3	1	1	3	3	1	1	3	3	1	1	0.9798132593760325	220
2775619	Yucca gloriosa L.	Plantae	Liliopsida	3	3	1	1	3	3	1	1	3	3	1	1	0.975337388204544	196
2362030	Ctenopharyngodon idella (Valenciennes, 1844)	Animalia		3	3	1	1	3	3	1	1	3	3	1	1	0.9321931324012853	
4270548	Hordeum murinum subsp. leporinum (Link) Arcang.	Plantae	Liliopsida	3	3	1	1	3	2	1	1	1	3	1	1	0.5565593371551913	196
4123394	Festuca guestfalica subsp. hirtula (Hack. ex Travis) Dengler	Plantae	Liliopsida	3	3	1	1	2	2	1	1	1	1	1	1	0.7884506029679088	196
3190411	Ptelea trifoliata L.	Plantae	Magnoliopsida	3	3	1	1	1	1	1	1	3	3	1	1	1.0025467405096078	220
3172266	Jasminum nudiflorum Lindl.	Plantae	Magnoliopsida	3	3	1	1	1	1	1	1	3	3	1	1	0.954278952354221	220
2211599	Ianiropsis serricaudis Gurjanova, 1936	Animalia	Malacostraca	3	3	1	1	1	1	1	1	1	1	1	2		229
4939668	Kitaibela vitifolia Willd.	Plantae	Magnoliopsida	3	3	1	1	1	1	1	1	1	1	1	1	0.8681803862198878	220
6098843	Ctenolepisma longicaudatum Escherich, 1905	Animalia	Insecta	3	3	1	0	3	3	3	2	3	3	3	2	1.1506521625194788	216
9177060	Allium scorodoprasum L.	Plantae	Liliopsida	3	3	0	3	3	3	0	3	3	3	0	3	1.0170022004783679	196
2704523	Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.	Plantae	Liliopsida	3	3	0	1	3	3	0	1	3	3	0	1	0.9564360258254722	196
8323485	Haemorhous mexicanus (P.L.Statius Müller, 1776)	Animalia	Aves	3	3	0	1	3	2	0	1	3	2	0	1	0.6548071726369821	212
2297108	Milax gagates (Draparnaud, 1801)	Animalia	Gastropoda	3	3	0	0	3	2	0	0	2	2	0	0	0.45097128901283806	225
2000204	Periplaneta australasiae (Fabricius, 1775)	Animalia	Insecta	3	2	3	3	3	3	3	3	3	3	3	3	1.3490079272631346	216
2169430	Macaroeris nidicolens (Walckenaer, 1802)	Animalia	Arachnida	3	2	3	3	3	3	3	3	3	3	2	1		367
9442269	Procambarus virginalis Lyko, 2017	Animalia	Malacostraca	3	2	3	3	3	3	3	3	1	1	1	1		229
7443846	Dipsacus strigosus Willd.	Plantae	Magnoliopsida	3	2	3	3	2	2	2	3	2	2	3	3	1.2272301426212249	220
5204019	Oncorhynchus mykiss (Walbaum, 1792)	Animalia		3	2	3	2	3	2	3	1	3	2	3	2		
3121088	Artemisia alba Turra	Plantae	Magnoliopsida	3	2	3	2	2	2	2	2	1	1	1	1		220
1309652	Dryocosmus kuriphilus Yasumatsu, 1951	Animalia	Insecta	3	2	3	2	2	2	2	2	0	0	0	0	0.6804642165861483	216
11742641	Myriophyllum rubricaule Valk. & Duist.	Plantae	Magnoliopsida	3	2	3	2	1	1	3	2	2	2	3	2		220
3118526	Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.	Plantae	Magnoliopsida	3	2	3	2	1	1	3	1	3	2	3	2		220
5358265	Ornithopus compressus L.	Plantae	Magnoliopsida	3	2	3	2	1	1	2	2	1	1	1	1		220
5959231	Ara ararauna (Linnaeus, 1758)	Animalia	Aves	3	2	3	1	3	2	3	1	3	2	3	1	0.9542257687142276	212
2029273	Zygina nivea (Mulsant & Rey, 1855)	Animalia	Insecta	3	2	2	2	3	3	2	2	3	3	2	3		216
5359249	Trifolium rubens L.	Plantae	Magnoliopsida	3	2	2	2	3	3	2	2	1	1	2	2		220
1852787	Blastobasis lacticolella Rebel, 1939	Animalia	Insecta	3	2	2	2	3	2	3	2	1	2	3	2		216
3045803	Cardamine graeca L.	Plantae	Magnoliopsida	3	2	2	2	1	1	1	1	3	2	2	3		220
1652212	Aedes japonicus (Theobald, 1901)	Animalia	Insecta	3	2	2	0	2	2	2	0	1	1	2	0	0.2888278043268676	216
3039046	Fatsia japonica (Thunb.) Decne. & Planch.	Plantae	Magnoliopsida	3	2	1	2	1	1	1	2	1	1	2	2		220
1749580	Phyllocnistis citrella Stainton, 1856	Animalia	Insecta	3	2	1	1	3	2	1	1	1	1	1	1	0.8390936483712167	216
2926884	Satureja montana L.	Plantae	Magnoliopsida	3	2	1	1	2	2	1	1	2	2	1	1	0.9032815541431385	220
3026622	Spiraea ×vanhouttei (Briot) Zabel	Plantae	Magnoliopsida	3	2	1	1	2	2	1	1	1	1	1	1	0.8384876719766555	220
5864277	Gammarus roeselii Gervais, 1835	Animalia	Malacostraca	3	2	1	1	1	1	1	1	3	2	1	1	0.9632413574305103	229
2701612	Juncus ensifolius Wikstr.	Plantae	Liliopsida	3	2	1	1	1	1	1	1	1	1	3	2		196
1941864	Paysandisia archon (Burmeister, 1880)	Animalia	Insecta	3	2	1	1	1	1	1	1	1	1	1	1		216
3015457	Crataegus persimilis Sarg.	Plantae	Magnoliopsida	3	2	1	0	3	2	1	0	3	2	1	0	0.5505123522071649	220
2020655	Corythucha ciliata (Say, 1832)	Animalia	Insecta	3	1	3	3	3	3	3	3	3	3	3	3	1.3795411554136432	216
7135755	Rhododendron luteum Sweet	Plantae	Magnoliopsida	3	1	3	3	3	3	3	3	3	3	3	3	1.2166865824714874	220
2855356	Galanthus nivalis L.	Plantae	Liliopsida	3	1	3	3	3	3	3	3	3	3	3	3	1.1715628691629625	196
3024109	Amelanchier ×lamarckii F.G.Schroed.	Plantae	Magnoliopsida	3	1	3	3	3	3	3	3	3	3	3	3	1.024342554978921	220
2925527	Verbena hastata L.	Plantae	Magnoliopsida	3	1	3	3	3	1	3	3	3	3	3	3	1.4938411135350393	220
5410151	Campanula poscharskyana Degen	Plantae	Magnoliopsida	3	1	3	3	3	1	3	3	3	3	3	3	1.325046958154864	220
7291264	Bistorta amplexicaulis (D.Don) Greene	Plantae	Magnoliopsida	3	1	3	3	3	1	3	3	3	3	3	3	1.1947377560048351	220
2217982	Crangonyx pseudogracilis Bousfield, 1958	Animalia	Malacostraca	3	1	3	3	3	1	3	3	3	1	3	3	1.462189843953735	229
8485639	Ensis leei M.Huber, 2015	Animalia	Bivalvia	3	1	3	3	3	1	3	3	3	1	3	3	1.3517215792792998	137
7433196	Euonymus latifolius (L.) Mill.	Plantae	Magnoliopsida	3	1	3	3	3	1	3	3	3	1	3	3	1.2658381208227938	220
3085381	Polycarpon tetraphyllum (L.) L.	Plantae	Magnoliopsida	3	1	3	3	3	1	3	3	3	1	3	3	1.2082095060001894	220
5188971	Rangia cuneata (G.B.Sowerby I, 1832)	Animalia	Bivalvia	3	1	3	3	3	1	3	3	3	1	3	3	1.1252431350069727	137
2650107	Azolla filiculoides Lam.	Plantae	Polypodiopsida	3	1	3	3	3	1	3	3	3	1	3	3	1.0786254896084846	7228684
2705966	Secale cereale L.	Plantae	Liliopsida	3	1	3	3	3	1	3	3	3	1	3	3	1.0717025811213707	196
9752149	Phasianus colchicus Linnaeus, 1758	Animalia	Aves	3	1	3	3	3	1	3	3	3	1	3	3	1.0520076458050944	212
8091998	Gypsophila vaccaria (L.) Sm.	Plantae	Magnoliopsida	3	1	3	3	3	1	3	3	3	1	3	3	1.0492045297338248	220
4129708	Lolium multiflorum Lam.	Plantae	Liliopsida	3	1	3	3	3	1	3	3	3	1	3	3	1.0394089820970334	196
2705162	Panicum capillare L.	Plantae	Liliopsida	3	1	3	3	3	1	3	3	3	1	3	3	1.0199040650376463	196
5290052	Zea mays L.	Plantae	Liliopsida	3	1	3	3	3	1	3	3	3	1	3	3	1.0161489655381313	196
2882849	Vaccinium corymbosum L.	Plantae	Magnoliopsida	3	1	3	3	3	1	3	3	2	1	3	3	1.0349429319564092	220
2891755	Oxalis latifolia Kunth	Plantae	Magnoliopsida	3	1	3	3	2	1	3	3	2	1	3	3	1.1154304403561583	220
5582033	Salix udensis (Wimm.) Trautv. & C.A.Mey.	Plantae	Magnoliopsida	3	1	3	3	2	1	3	3	2	1	3	3	1.0733807507126516	220
5324959	Himantoglossum robertianum (Loisel.) P.Delforge	Plantae	Liliopsida	3	1	3	2	3	2	3	2	3	3	3	3		196
2869311	Lysichiton americanus Hultén & H.St.John	Plantae	Liliopsida	3	1	3	2	3	1	3	3	3	1	3	2		196
5371605	Tolmiea menziesii (Pursh) Torr. & A.Gray	Plantae	Magnoliopsida	3	1	3	2	1	1	1	1	1	2	1	1		220
3085421	Dianthus barbatus L.	Plantae	Magnoliopsida	3	1	3	1	3	1	3	3	3	3	3	3	1.1274352349812053	220
2880539	Quercus rubra L.	Plantae	Magnoliopsida	3	1	3	1	3	1	3	1	3	1	3	1	1.0000761649920655	220
2498034	Anser cygnoides (Linnaeus, 1758)	Animalia	Aves	3	1	3	1	3	1	3	1	3	1	3	1	0.9545770109048567	212
7224157	Pastinaca sativa subsp. sativa	Plantae	Magnoliopsida	3	1	3	1	3	1	3	1	3	1	3	1	0.8967163456907067	220
5559837	Cymbalaria pallida (Ten.) Wettst.	Plantae	Magnoliopsida	3	1	3	1	1	1	1	1	3	1	3	1	0.907548826475887	220
2702792	Briza maxima L.	Plantae	Liliopsida	3	1	2	1	1	1	2	1	1	1	2	1	0.974365606149681	196
5298765	Iris foetidissima L.	Plantae	Liliopsida	3	1	1	3	3	1	1	3	3	1	3	3	1.102295753681254	196
5289686	Setaria verticillata (L.) P.Beauv.	Plantae	Liliopsida	3	1	1	3	3	1	1	3	3	1	1	3	1.1403434685416034	196
4528100	Phthorimaea absoluta Meyrick, 1917	Animalia	Insecta	3	1	1	3	2	1	1	3	2	1	1	3	1.065293946172615	216
2295442	Limacus flavus (Linnaeus, 1758)	Animalia	Gastropoda	3	1	1	1	3	1	1	1	3	3	1	1	0.8841559663137636	225
2984676	Pachysandra terminalis Siebold & Zucc.	Plantae	Magnoliopsida	3	1	1	1	3	1	1	1	3	1	1	1	1.0003673175694952	220
6362904	Populus trichocarpa Torr. & A.Gray ex Hook.	Plantae	Magnoliopsida	3	1	1	1	3	1	1	1	3	1	1	1	0.7602789495261251	220
2781103	Hemerocallis lilioasphodelus L.	Plantae	Liliopsida	3	1	1	1	3	1	1	1	2	1	1	1	0.9542338501186416	196
2473341	Numida meleagris (Linnaeus, 1758)	Animalia	Aves	3	1	1	1	3	1	1	1	1	1	1	3	1.0061983467370503	212
5825913	Pinus nigra subsp. laricio (Poir.) Maire	Plantae	Pinopsida	3	1	1	1	2	1	1	1	1	1	1	1	0.9991060500987031	194
8014163	Ambigolimax valentianus (A.Férussac, 1821)	Animalia	Gastropoda	3	1	1	0	3	1	1	0	3	1	1	0	0.7621796481493762	225
5289503	Typha laxmannii Lepech.	Plantae	Liliopsida	3	1	1	0	3	1	1	0	3	1	1	0	0.4768867798502939	196
5285565	Pinus pinaster Aiton	Plantae	Pinopsida	3	1	0	3	3	1	0	3	3	3	0	3	1.143418729173294	194
4460066	Chrysolina americana (Linnaeus, 1758)	Animalia	Insecta	3	1	0	1	3	1	2	1	3	3	2	3	0.984512550198487	216
1047536	Leptinotarsa decemlineata (Say, 1824)	Animalia	Insecta	3	0	3	3	3	2	3	3	3	2	3	3	1.4137714913940618	216
2041682	Graphocephala fennahi Young, 1977	Animalia	Insecta	3	0	3	3	3	2	3	3	3	2	3	3	1.2921523410768816	216
2879098	Quercus ilex L.	Plantae	Magnoliopsida	3	0	3	3	3	0	3	3	3	2	3	3	1.5385318759330708	220
2996525	Rubus armeniacus Focke	Plantae	Magnoliopsida	3	0	3	3	3	0	3	3	3	2	3	3	1.0618443572890175	220
4063383	Trachystemon orientale (L.) D.Don	Plantae	Magnoliopsida	3	0	3	3	3	0	3	3	3	0	3	3	1.3441877412655856	220
2889173	Reynoutria japonica Houtt.	Plantae	Magnoliopsida	3	0	3	1	3	0	3	1	3	0	3	1	0.8788581565793951	220
5374118	Isatis tinctoria L.	Plantae	Magnoliopsida	3	0	3	0	3	0	3	2	3	0	3	2	1.0305259289599844	220
2927028	Salvia nemorosa L.	Plantae	Magnoliopsida	3	0	1	3	3	0	1	3	3	0	1	3	1.1926830982527739	220
5831060	Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak.	Plantae	Magnoliopsida	3	0	1	0	3	0	1	0	3	2	1	0	0.5257037930521153	220
4372686	Ruditapes philippinarum (A.Adams & Reeve, 1850)	Animalia	Bivalvia	3	0	0	0	3	0	0	0	3	2	0	2	0.8942276138184204	137
5341497	Nepeta racemosa Lam.	Plantae	Magnoliopsida	2	3	3	3	3	3	3	3	3	3	3	3	1.2226015755192907	220
5329212	Elodea nuttallii (Planch.) H.St.John	Plantae	Liliopsida	2	3	3	3	3	3	3	3	2	3	3	3	1.0786721037812486	196
2926045	Brunnera macrophylla (Adams) I.M.Johnst.	Plantae	Magnoliopsida	2	3	3	3	3	3	3	3	2	3	1	3	1.265021417757319	220
2703723	Bromus catharticus Vahl	Plantae	Liliopsida	2	3	3	3	3	3	3	3	1	3	3	3	1.1570119196519308	196
8149923	Prunus persica (L.) Stokes	Plantae	Magnoliopsida	2	3	3	3	2	3	3	3	3	3	3	3	1.1092907817792137	220
2873769	Acorus calamus L.	Plantae	Liliopsida	2	3	3	3	2	3	3	3	2	3	3	3	1.0724613470739266	196
5358694	Trifolium glomeratum L.	Plantae	Magnoliopsida	2	3	3	3	2	3	3	3	2	1	3	3	1.1686924210807994	220
2705081	Panicum virgatum L.	Plantae	Liliopsida	2	3	3	1	3	3	3	1	1	1	3	1	0.9475818915429174	196
3172100	Veronica filiformis Sm.	Plantae	Magnoliopsida	2	3	2	3	3	3	2	3	3	3	3	3	1.08332030754042	220
2726360	Carex grayi J.Carey	Plantae	Liliopsida	2	3	2	3	3	3	2	3	1	1	1	3	1.2415988785919396	196
9153437	Salix daphnoides Vill.	Plantae	Magnoliopsida	2	3	2	3	2	3	2	3	2	3	2	3	1.0570588390109512	220
5377378	Matthiola incana (L.) W.T.Aiton	Plantae	Magnoliopsida	2	3	2	3	1	1	2	2	1	1	3	2		220
5356662	Lathyrus niger (L.) Bernh.	Plantae	Magnoliopsida	2	3	2	3	1	1	1	1	2	2	2	2		220
2888437	Papaver orientale L.	Plantae	Magnoliopsida	2	3	2	2	2	3	2	2	2	3	3	3		220
2437619	Dolichotis patagonum (Zimmermann, 1780)	Animalia	Mammalia	2	3	2	2	1	1	3	3	1	1	1	1		359
3065244	Euphorbia amygdaloides subsp. robbiae (Turrill) Stace	Plantae	Magnoliopsida	2	3	2	1	3	3	2	1	1	1	2	1	0.794390713605278	220
2480685	Hieraaetus pennatus (Gmelin, 1788)	Animalia	Aves	2	3	2	1	1	3	1	1	2	3	2	1	0.7527792433983991	212
5851603	Leuciscus aspius (Linnaeus, 1758)	Animalia		2	3	1	3	2	3	1	3	2	3	1	3	1.3953179374811897	
3101193	Dittrichia graveolens (L.) Greuter	Plantae	Magnoliopsida	2	3	1	3	2	3	1	3	2	3	1	3	1.1726896207998252	220
11007246	Clinopodium menthifolium (Host) Merino	Plantae	Magnoliopsida	2	3	1	3	2	3	1	3	2	3	1	3	1.166325772326264	220
