SITECODE,SITENAME,SITETYPE,n_taxa,n_obs,flanders,wallonia,brussels
BE2300006,Schelde- en Durmeëstuarium van de Nederlandse grens tot Gent,B,1469,146115,TRUE,FALSE,FALSE
BE2500001,Duingebieden inclusief Ijzermonding en Zwin.,B,1374,96149,TRUE,FALSE,FALSE
BE2300007,Bossen van de Vlaamse Ardennen en andere Zuidvlaamse bossen.,B,1078,46007,TRUE,FALSE,FALSE
BE2400014,Demervallei,B,1070,50530,TRUE,FALSE,FALSE
BE2500002,Polders,B,990,43715,TRUE,FALSE,FALSE
BE2400011,"Valleien van de Dijle, Laan en IJse met aangrenzende bos- en moerasgebieden",B,983,36293,TRUE,FALSE,FALSE
BE2100017,Bos- en heidegebieden ten oosten van Antwerpen,B,975,33142,TRUE,FALSE,FALSE
BE2100026,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",B,939,31045,TRUE,FALSE,FALSE
BE2300005,Bossen en heiden van zandig Vlaanderen: oostelijk deel,B,875,32420,TRUE,FALSE,FALSE
BEMNZ0001,Vlaamse Banken,B,874,19763,FALSE,FALSE,FALSE
BE2100040,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor.",B,870,24146,TRUE,FALSE,FALSE
BE2400012,Valleien van de Winge en de Motte met valleihellingen.,B,869,22167,TRUE,FALSE,FALSE
BE2200031,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden.",B,862,23446,TRUE,FALSE,FALSE
BE2100045,Historische fortengordels van Antwerpen als vleermuizenhabitat.,B,836,23061,TRUE,FALSE,FALSE
BE1000001,La Forêt de Soignes avec lisières et domaines boisés avoisinants et la Vallée de la Woluwe - complexe Forêt de Soignes - Vallée de la Woluwe,B,812,25614,FALSE,FALSE,TRUE
BE2300044,Bossen van het zuidoosten van de Zandleemstreek,B,802,17984,TRUE,FALSE,FALSE
BE2200029,"Vallei- en brongebied van de Zwarte Beek, Bolisserbeek en Dommel met heide en vengebieden.",B,801,17423,TRUE,FALSE,FALSE
BE2500004,"Bossen, heiden en valleigebieden van zandig Vlaanderen: westelijk deel",B,795,16354,TRUE,FALSE,FALSE
BE2100024,"Vennen, heiden en moerassen rond Turnhout",B,761,18361,TRUE,FALSE,FALSE
BE2200037,Uiterwaarden langs de Limburgse Maas met Vijverbroek,B,743,14946,TRUE,FALSE,FALSE
BE2200038,Bossen en kalkgraslanden van Haspengouw,B,707,14126,TRUE,FALSE,FALSE
BE2200032,"Hageven met Dommelvallei, Beverbeekse Heide, Warmbeek en Wateringen",B,650,14263,TRUE,FALSE,FALSE
BE2400009,Hallerbos en nabije boscomplexen met brongebieden en heiden,B,632,9328,TRUE,FALSE,FALSE
BE2400008,Zoniënwoud,B,623,9674,TRUE,FALSE,FALSE
BE2400010,"Valleigebied tussen Melsbroek, Kampenhout, Kortemberg en Veltem.",B,622,9450,TRUE,FALSE,FALSE
BE2100015,Kalmthoutse Heide,B,618,10728,TRUE,FALSE,FALSE
BE2100016,Klein en Groot Schietveld,B,594,6861,TRUE,FALSE,FALSE
BE2200033,Abeek met aangrenzende moerasgebieden,B,587,9198,TRUE,FALSE,FALSE
BE32017C0,Vallée de la Haine en aval de Mons,C,561,10727,FALSE,TRUE,FALSE
BE2200035,Mechelse Heide en vallei van de Ziepbeek,B,561,8070,TRUE,FALSE,FALSE
BE2200028,De Maten,B,537,7030,TRUE,FALSE,FALSE
BE2500003,Westvlaams Heuvelland,B,516,5681,TRUE,FALSE,FALSE
BE1000003,Zones boisées et zones humides de la Vallée du Molenbeek dans le Nord-Ouest de la Région bruxelloise,B,501,8725,FALSE,FALSE,TRUE
BE35030C0,La Calestienne entre Frasnes et Doische,C,494,7476,FALSE,TRUE,FALSE
BE2200030,Mangelbeek en heide- en vengebieden tussen Houthalen en Gruitrode,B,488,5763,TRUE,FALSE,FALSE
BE2200042,Overgang Kempen-Haspengouw,B,488,4461,TRUE,FALSE,FALSE
BE31004C0,Vallée de la Dyle en aval d'Archennes,C,464,6991,FALSE,TRUE,FALSE
BE2200039,Voerstreek,B,462,3816,TRUE,FALSE,FALSE
BE2100019,"Het Blak, Kievitsheide, Ekstergoor en nabijgelegen Kamsalamanderhabitats",B,458,5601,TRUE,FALSE,FALSE
BE2200041,Jekervallei en bovenloop van de Demervallei,B,449,3995,TRUE,FALSE,FALSE
BE2200034,"Itterbeek met Brand, Jagersborg en Schootsheide en Bergerven",B,448,4117,TRUE,FALSE,FALSE
BE2200043,Bosbeekvallei en aangrenzende bos- en heidegebieden te As-Opglabbeek-Maaseik,B,425,3308,TRUE,FALSE,FALSE
BE31002C0,Vallées de l'Argentine et de la Lasne,C,410,3743,FALSE,TRUE,FALSE
BE34050C0,Bassin de la Semois entre Tintigny et Jamoigne,C,403,4093,FALSE,TRUE,FALSE
BE33014C0,Vallée de l'Ourthe entre Comblain-au-Pont et Angleur,C,403,3957,FALSE,TRUE,FALSE
BE2100020,"Heesbossen, Vallei van Marke en Merkske en Ringven met valleigronden langs de Heerlese Loop",B,383,3478,TRUE,FALSE,FALSE
BE33003C0,Montagne Saint-Pierre,C,382,2645,FALSE,TRUE,FALSE
BE33004C0,Basse Meuse et Meuse mitoyenne,C,382,2512,FALSE,TRUE,FALSE
BE2200036,Plateau van Caestert met hellingbossen en mergelgrotten.,B,357,2105,TRUE,FALSE,FALSE
BE35038C0,Bassin de la Lesse entre Villers-sur-Lesse et Chanly,C,351,3427,FALSE,TRUE,FALSE
BE1000002,Zones boisées et ouvertes au Sud de la Région bruxelloise - complexe Verrewinkel - Kinsendael,B,348,2200,FALSE,FALSE,TRUE
BE34046C0,Bassin de la Semois de Florenville à Auby,C,347,2930,FALSE,TRUE,FALSE
BE35004C0,Vallée de la Meuse de Dave à Marche-les-Dames,C,345,2618,FALSE,TRUE,FALSE
BE35012C0,Vallée de la Meuse de Dinant à Yvoir,C,330,2627,FALSE,TRUE,FALSE
BE31005C0,Vallée de la Nethen,C,328,2290,FALSE,TRUE,FALSE
BE35009C0,Vallée de la Meuse d'Yvoir à Dave,C,326,2610,FALSE,TRUE,FALSE
BE34056C0,Bassin de la Semois de Etalle à Tintigny,C,325,2427,FALSE,TRUE,FALSE
BE32012C0,Bord nord du bassin de la Haine,C,323,1989,FALSE,TRUE,FALSE
BE31001C0,Affluents brabançons de la Senne,C,316,1878,FALSE,TRUE,FALSE
BE34066C0,Vallée du Ton et Côte bajocienne de Montquintin à Ruette,C,313,2219,FALSE,TRUE,FALSE
BE32036C0,Vallée de l'Eau Blanche à Virelles,C,302,2329,FALSE,TRUE,FALSE
BE33016C0,Basse vallée de la Vesdre,C,301,1931,FALSE,TRUE,FALSE
BE32005C0,Vallées de la Dendre et de la Marcq,C,297,1888,FALSE,TRUE,FALSE
BE32019C0,Vallée de la Trouille,C,292,1515,FALSE,TRUE,FALSE
BE33010C0,Vallée de la Meuse à Huy et vallon de la Solières,C,288,2076,FALSE,TRUE,FALSE
BE31010C0,Sources de la Dyle,C,285,2272,FALSE,TRUE,FALSE
BE35020C0,Vallée de la Meuse d'Hastière à Dinant,C,279,1740,FALSE,TRUE,FALSE
BE31011C0,Vallée de la Thyle,C,277,2030,FALSE,TRUE,FALSE
BE35028C0,Bassin fagnard de l'Eau Blanche en aval de Mariembourg,C,273,1666,FALSE,TRUE,FALSE
BE34003C0,Vallée de l'Ourthe entre Hotton et Barvaux-sur-Ourthe,C,273,1466,FALSE,TRUE,FALSE
BE31003C0,Vallée de la Lasne,C,271,1445,FALSE,TRUE,FALSE
BE35037C0,Vallée de la Wimbe,C,269,1811,FALSE,TRUE,FALSE
BE35003C0,Vallée de la Sambre en aval de la confluence avec l'Orneau,C,269,1398,FALSE,TRUE,FALSE
BE35010C0,Vallée du Bocq,C,259,1518,FALSE,TRUE,FALSE
BE32003C0,Pays des Collines,C,258,1626,FALSE,TRUE,FALSE
BE35021C0,Vallée de la Lesse en aval de Houyet,C,257,1358,FALSE,TRUE,FALSE
BE34038C0,Bassin supérieur de l'Ourthe occidentale,C,254,1635,FALSE,TRUE,FALSE
BE34057C0,Marais de la Haute-Semois et Bois de Heinsch,C,251,1240,FALSE,TRUE,FALSE
BE31006C0,Vallée de la Dyle à Ottignies,C,250,1413,FALSE,TRUE,FALSE
BE35029C0,Bassin fagnard de l'Hermeton,C,244,1375,FALSE,TRUE,FALSE
BE35045C0,Vallée de la Semois en aval d'Alle,C,242,1289,FALSE,TRUE,FALSE
BE34064C0,Vallées de la Vire et du Ton,C,242,1103,FALSE,TRUE,FALSE
BE34024C0,Bassin inférieur de l'Ourthe orientale,C,241,1062,FALSE,TRUE,FALSE
BE35006C0,Vallée de la Meuse de Marche-les-Dames à Andenne,C,239,1298,FALSE,TRUE,FALSE
BE34023C0,Vallée de l'Ourthe entre Nisramont et La Roche,C,239,1250,FALSE,TRUE,FALSE
BE32004C0,Vallée de la Rhosnes,C,237,815,FALSE,TRUE,FALSE
BE32014C0,Vallée de la Haine en amont de Mons,C,233,1245,FALSE,TRUE,FALSE
BE33011C0,Vallées du Hoyoux et du Triffoy,C,232,1044,FALSE,TRUE,FALSE
BE33006C0,Vallée de la Gueule en aval de Kelmis,C,230,1133,FALSE,TRUE,FALSE
BE34007C0,Basse vallée de l'Aisne,C,230,984,FALSE,TRUE,FALSE
BE32001C0,Vallée de la Lys,C,228,1254,FALSE,TRUE,FALSE
BE34052C0,Forêt d'Anlier,C,227,825,FALSE,TRUE,FALSE
BE34042C0,Bassin de la Semois de Bouillon à Alle,C,226,1306,FALSE,TRUE,FALSE
BE33015C0,Bois d'Anthisnes et d'Esneux,C,223,1068,FALSE,TRUE,FALSE
BE34061C0,Vallées de Laclaireau et du Rabais,C,223,1023,FALSE,TRUE,FALSE
BE33002B0,Basse vallée du Geer,B,221,1101,FALSE,TRUE,FALSE
BE34047C0,Haute-Vierre,C,221,1056,FALSE,TRUE,FALSE
BE35023C0,Vallée de la Lesse entre Villers-sur-Lesse et Houyet,C,220,983,FALSE,TRUE,FALSE
BE35005C0,Bassin du Samson,C,220,869,FALSE,TRUE,FALSE
BE35027C0,Vallée de l'Eau Blanche entre Aublain et Mariembourg,C,220,843,FALSE,TRUE,FALSE
BE33036C0,Fagnes de la Roer,C,218,961,FALSE,TRUE,FALSE
BE33012C0,Affluents de la Meuse entre Huy et Flémalle,C,217,1041,FALSE,TRUE,FALSE
BE34048C0,Bassin de la Semois de Jamoigne à Chiny,C,216,1119,FALSE,TRUE,FALSE
BE34012C0,Vallée de l'Ourthe entre La Roche et Hotton,C,216,1080,FALSE,TRUE,FALSE
BE34029C0,Haute-Wamme et Masblette,C,216,983,FALSE,TRUE,FALSE
BE35019C0,Vallée de la Meuse en amont d'Hastière,C,216,799,FALSE,TRUE,FALSE
BE35011C0,Vallée de la Molignée,C,215,897,FALSE,TRUE,FALSE
BE35032C0,Bassin ardennais du Viroin,C,213,1037,FALSE,TRUE,FALSE
BE32021C0,Haute-Sambre en aval de Thuin,C,213,936,FALSE,TRUE,FALSE
BE35025C0,La Famenne entre Eprave et Havrenne,C,211,1056,FALSE,TRUE,FALSE
BE32026C0,Haute-Sambre en amont de Thuin,C,211,909,FALSE,TRUE,FALSE
BE32046C0,Vallée du Piéton,C,208,1199,FALSE,TRUE,FALSE
BE34004C0,Massifs forestiers famenniens entre Hotton et Barvaux-sur-Ourthe,C,205,835,FALSE,TRUE,FALSE
BE34058C0,Camp militaire de Lagland,C,204,978,FALSE,TRUE,FALSE
BE35002C0,Vallée de l'Orneau,C,197,643,FALSE,TRUE,FALSE
BE33026C0,Vallée de l'Ourthe entre Hamoir et Comblain-au-Pont,C,196,757,FALSE,TRUE,FALSE
BE32024C0,Basse-Sambre,C,195,892,FALSE,TRUE,FALSE
BE33017C0,Basse vallée de l'Amblève,C,194,891,FALSE,TRUE,FALSE
BE34065C0,Bassin supérieur de la Vire et du Ton,C,194,683,FALSE,TRUE,FALSE
BE34008C0,Camp militaire de Marche-en-Famenne,C,193,849,FALSE,TRUE,FALSE
BE34020C0,Bassin supérieur de la Salm,C,193,735,FALSE,TRUE,FALSE
BE34002C0,Vallée de l'Ourthe entre Bomal et Hamoir,C,190,730,FALSE,TRUE,FALSE
BE33007C0,Vallée de la Gueule en amont de Kelmis,C,185,751,FALSE,TRUE,FALSE
BE34043C0,Bassin de la Semois du Maka à Bouillon,C,183,878,FALSE,TRUE,FALSE
BE31012C0,Vallée de la Dyle de Wavre à Archennes,C,183,802,FALSE,TRUE,FALSE
BE32007C0,Bois de la Houssière,C,183,729,FALSE,TRUE,FALSE
BE33064C0,Vallée de l'Ulf,C,181,808,FALSE,TRUE,FALSE
BE34013C0,Haute vallée de l'Aisne,C,179,572,FALSE,TRUE,FALSE
BE33035C0,Plateau des Hautes-Fagnes,C,178,628,FALSE,TRUE,FALSE
BE34027C0,Bassin de la Lomme de Poix-Saint-Hubert à Grupont,C,175,748,FALSE,TRUE,FALSE
BE35036C0,Vallée du Biran,C,171,782,FALSE,TRUE,FALSE
BE34031C0,Bassin moyen de l'Ourthe occidentale,C,171,541,FALSE,TRUE,FALSE
BE34039C0,Haute-Sûre,C,170,1218,FALSE,TRUE,FALSE
BE32002C0,Vallée de l'Escaut en aval de Tournai,C,170,829,FALSE,TRUE,FALSE
BE35024C0,Vallées des Ruisseaux de Fenffe et du Vachau,C,168,691,FALSE,TRUE,FALSE
BE33042C0,Vallées de la Warche et du Bayehon en aval du barrage de Robertville,C,167,643,FALSE,TRUE,FALSE
BE33025C0,Fagnes du Nord-Est,C,167,574,FALSE,TRUE,FALSE
BE34054C0,Bassin de la Marche,C,166,617,FALSE,TRUE,FALSE
BE33009C0,Vallée de la Mehaigne,C,164,639,FALSE,TRUE,FALSE
BE31007C0,Vallée du Train,C,163,647,FALSE,TRUE,FALSE
BE35007C0,Forêts et lac de Bambois,C,161,577,FALSE,TRUE,FALSE
BE33022C0,La Gileppe,C,160,631,FALSE,TRUE,FALSE
BE33040C0,Fagnes de Stavelot et vallée de l'Eau Rouge,C,155,500,FALSE,TRUE,FALSE
BE33028C0,Vallée de l'Amblève du Pont de Targnon à Remouchamps,C,152,560,FALSE,TRUE,FALSE
BE34026C0,Massif forestier de Daverdisse,C,152,483,FALSE,TRUE,FALSE
BE32025C0,Haut-Pays des Honnelles,C,148,470,FALSE,TRUE,FALSE
BE34033C0,Etangs de Longchamps et de Noville,C,147,484,FALSE,TRUE,FALSE
BE34063C0,Vallées de la Chevratte,C,147,409,FALSE,TRUE,FALSE
BE33008C0,Vallée de la Burdinale,C,146,469,FALSE,TRUE,FALSE
BE34049C0,Basse-Vierre,C,145,573,FALSE,TRUE,FALSE
BE32044C0,Bassin de l'Escaut en amont de Tournai,C,145,480,FALSE,TRUE,FALSE
BE34032C0,Bassin inférieur de l'Ourthe occidentale,C,145,395,FALSE,TRUE,FALSE
