SITECODE,SITENAME,SITETYPE,n_taxa,n_obs,flanders,wallonia,brussels
BE34051C0,Vallées du Ruisseau de Mellier et de la Mandebras,C,143,389,FALSE,TRUE,FALSE
BE34005C0,La Calestienne entre Barvaux et Bomal,C,142,447,FALSE,TRUE,FALSE
BE33046C0,Vallée de la Warche en amont de Butgenbach,C,142,413,FALSE,TRUE,FALSE
BE34053C0,Bassin de l'Attert,C,142,355,FALSE,TRUE,FALSE
BE35039C0,Vallée de la Houille en aval de Gedinne,C,140,379,FALSE,TRUE,FALSE
BE35018C0,Bassin de l'Hermeton en aval de Vodelée,C,139,391,FALSE,TRUE,FALSE
BE33043C0,Vallée de la Warche entre Butgenbach et Robertville,C,138,454,FALSE,TRUE,FALSE
BE33027C0,Vallée de la Lembrée et affluents,C,138,362,FALSE,TRUE,FALSE
BE32018C0,Bois de Colfontaine,C,136,397,FALSE,TRUE,FALSE
BE32045C0,Vallée de l'Aubrecheuil,C,134,383,FALSE,TRUE,FALSE
BE35022C0,Bassin de l'Iwène,C,132,396,FALSE,TRUE,FALSE
BE34036C0,Haute-Lesse,C,132,372,FALSE,TRUE,FALSE
BE34055C0,Vallée du Ruisseau de Breuvanne,C,130,385,FALSE,TRUE,FALSE
BE34067C0,Forêts et marais bajociens de Baranzy à Athus,C,130,359,FALSE,TRUE,FALSE
BE33041C0,Fagnes de la Polleur et de Malmedy,C,129,387,FALSE,TRUE,FALSE
BE35044C0,Bassin du Ruisseau du Ru au Moulin,C,129,370,FALSE,TRUE,FALSE
BE33032C0,Fagnes de Malchamps et de Stoumont,C,127,359,FALSE,TRUE,FALSE
BE33037C0,Camp militaire d'Elsenborn,C,127,301,FALSE,TRUE,FALSE
BE35041C0,Bassin de la Houille en amont de Gedinne,C,126,390,FALSE,TRUE,FALSE
BE34016C0,Fagnes de Samrée et de Tailles,C,125,342,FALSE,TRUE,FALSE
BE35015C0,Vallée du Flavion,C,125,302,FALSE,TRUE,FALSE
BE33065C0,Vallée inférieure de l'Our et ses affluents,C,124,867,FALSE,TRUE,FALSE
BE35035C0,Vallée de l'Ilèwe,C,124,429,FALSE,TRUE,FALSE
BE35016C0,Vallée de la Chinelle,C,121,402,FALSE,TRUE,FALSE
BE33020C0,Affluents du lac d'Eupen,C,121,308,FALSE,TRUE,FALSE
BE34028C0,Vallée de la Lomme de Grupont à Rochefort,C,119,372,FALSE,TRUE,FALSE
BE35034C0,Vallées des Ruisseaux de Rempeine et de la Scheloupe,C,118,377,FALSE,TRUE,FALSE
BE33013C0,Bois de la Neuville et de la Vecquée,C,118,298,FALSE,TRUE,FALSE
BE33051C0,Vallée de l'Amblève entre Wanne et Coo,C,117,339,FALSE,TRUE,FALSE
BE35042C0,Vallée de l'Almache en amont de Gembes,C,117,320,FALSE,TRUE,FALSE
BE34030C0,Forêt de Freyr,C,116,311,FALSE,TRUE,FALSE
BE34017C0,Fagnes de Bihain,C,115,364,FALSE,TRUE,FALSE
BE33060C0,Haute vallée de la Lienne,C,114,271,FALSE,TRUE,FALSE
BE32011C0,Forêt de Bon-Secours,C,113,322,FALSE,TRUE,FALSE
BE35026C0,Massif forestier de Cerfontaine,C,113,292,FALSE,TRUE,FALSE
BE34060C0,Bassin supérieur de la Chevratte,C,111,299,FALSE,TRUE,FALSE
BE33018C0,Coteaux calcaires de Theux et le Rocheux,C,108,326,FALSE,TRUE,FALSE
BE33053C0,Noir Ru et Vallée du Rechterbach,C,108,321,FALSE,TRUE,FALSE
BE34037C0,Haute-Lomme,C,108,309,FALSE,TRUE,FALSE
BE35008C0,Vallée du Burnot,C,107,295,FALSE,TRUE,FALSE
BE35040C0,Vallée de la Hulle,C,106,244,FALSE,TRUE,FALSE
BE34044C0,Vallée du Ruisseau des Aleines,C,104,286,FALSE,TRUE,FALSE
BE33055C0,Vallée de l'Emmels,C,103,301,FALSE,TRUE,FALSE
BE32006C0,Bois d'Enghien et de Silly,C,103,285,FALSE,TRUE,FALSE
BE33047C0,Vallée de la Holzwarche,C,103,267,FALSE,TRUE,FALSE
BE33019C0,Vallée de la Vesdre entre Eupen et Verviers,C,103,263,FALSE,TRUE,FALSE
BE32037C0,Massifs forestiers entre Momignies et Chimay,C,103,246,FALSE,TRUE,FALSE
BE32030C0,Vallée de la Hante,C,103,210,FALSE,TRUE,FALSE
BE32042B0,Vallée du Ruisseau d'Erpion,B,102,302,FALSE,TRUE,FALSE
BE32027C0,Vallée de la Biesmelle,C,102,278,FALSE,TRUE,FALSE
BE34059C0,Vallées de l'Eisch et de Clairefontaine,C,101,257,FALSE,TRUE,FALSE
BE32039C0,Vallées de l'Oise et de la Wartoise,C,100,197,FALSE,TRUE,FALSE
BE32038C0,Bois de Bourlers et de Baileux,C,99,227,FALSE,TRUE,FALSE
BE33031C0,Bois de la Géronstère,C,98,237,FALSE,TRUE,FALSE
BE33067C0,Bois de Staneux,C,97,202,FALSE,TRUE,FALSE
BE32016C0,Forêt de Mariemont,C,96,257,FALSE,TRUE,FALSE
BE34035C0,Bassin supérieur de la Wiltz,C,96,230,FALSE,TRUE,FALSE
BE33030C0,Vallée de l'Amblève de Chêneu au Pont de Targnon,C,95,242,FALSE,TRUE,FALSE
BE35031C0,Bassin ardennais de l'Eau Noire,C,95,193,FALSE,TRUE,FALSE
BE33066B0,Grotte Jaminon,B,94,283,FALSE,TRUE,FALSE
BE34025C0,Haute-Wimbe,C,93,191,FALSE,TRUE,FALSE
BE34022C0,Basse vallée de la Wamme,C,92,237,FALSE,TRUE,FALSE
BE33054C0,Vallée de l'Amblève entre Montenau et Baugné,C,89,228,FALSE,TRUE,FALSE
BE34006C0,La Calestienne entre Oppagne et Barvaux,C,88,212,FALSE,TRUE,FALSE
BE33034C0,Vallée de la Hoëgne,C,87,191,FALSE,TRUE,FALSE
BE34009C0,La Calestienne entre Marenne et Hotton,C,86,172,FALSE,TRUE,FALSE
BE34062C0,Bassin du Ruisseau du Messancy,C,85,159,FALSE,TRUE,FALSE
BE33061C0,Affluents de l'Our entre Setz et Schoenberg,C,84,165,FALSE,TRUE,FALSE
BE33038C0,Vallée de la Schwalm,C,84,154,FALSE,TRUE,FALSE
BE33056C0,Haute vallée de l'Amblève entre Heppenbach et Montenau,C,83,192,FALSE,TRUE,FALSE
BE33024C0,Vallée de la Helle,C,83,168,FALSE,TRUE,FALSE
BE33029C0,Basse vallée de la Lienne,C,82,203,FALSE,TRUE,FALSE
BE33023C0,Vallée de la Soor,C,81,176,FALSE,TRUE,FALSE
BE33063C0,Vallée et affluents du Braunlauf,C,80,195,FALSE,TRUE,FALSE
BE33049C0,Mardelles d'Arbrefontaine et vallons fangeux de Fosse,C,80,168,FALSE,TRUE,FALSE
BE33021C0,Osthertogenwald autour de Raeren,C,80,166,FALSE,TRUE,FALSE
BE34045C0,Forêts de Muno,C,80,156,FALSE,TRUE,FALSE
BE34041C0,Sûre frontalière,C,79,159,FALSE,TRUE,FALSE
BE32040C0,Haute vallée de l'Eau Noire,C,78,207,FALSE,TRUE,FALSE
BE33062C0,Vallée supérieure de l'Our et ses affluents,C,75,268,FALSE,TRUE,FALSE
BE32032C0,Forêts de Rance,C,75,173,FALSE,TRUE,FALSE
BE34019C0,Ennal et Grand Fond,C,74,179,FALSE,TRUE,FALSE
BE34015C0,Fanges des sources de l'Aisne,C,73,184,FALSE,TRUE,FALSE
BE34018C0,Sources de la Lienne,C,73,172,FALSE,TRUE,FALSE
BE34021B0,La Calestienne à Marche en Famenne,B,71,159,FALSE,TRUE,FALSE
BE32034C0,Bois Massart et forêts de Sivry-Rance,C,67,118,FALSE,TRUE,FALSE
BE32033C0,Sources de la Hante,C,67,113,FALSE,TRUE,FALSE
BE35013C0,Bois calcaires de Nettinne,C,66,151,FALSE,TRUE,FALSE
BE32008B0,Bois d'Arpes et de l'Hôpital,B,66,137,FALSE,TRUE,FALSE
BE32029C0,Haute vallée de la Thure,C,64,137,FALSE,TRUE,FALSE
BE34001C0,Vallée et affluents du Néblon,C,63,101,FALSE,TRUE,FALSE
BE35047C0,Vallée du Ruisseau de Rebais,C,62,128,FALSE,TRUE,FALSE
BE33039C0,Vallée de l'Olefbach,C,62,127,FALSE,TRUE,FALSE
BE33048C0,Vallée de la Lienne et affluents entre Les Trous de Bras et Habiémont,C,62,113,FALSE,TRUE,FALSE
BE33058C0,Vallée du Medemberbach,C,61,114,FALSE,TRUE,FALSE
BE31008C0,Carrière de Dongelberg,C,58,113,FALSE,TRUE,FALSE
BE34068C0,Bois de Famenne à Humain et Aye,C,57,118,FALSE,TRUE,FALSE
BE32010C0,Marais de la Verne,C,57,95,FALSE,TRUE,FALSE
BE32023C0,Vallée du Ruisseau d'Acoz,C,56,120,FALSE,TRUE,FALSE
BE33005C0,Vallée du Ruisseau de Bolland,C,56,90,FALSE,TRUE,FALSE
BE35014C0,Bois de Famenne à Waillet,C,54,114,FALSE,TRUE,FALSE
BEMNZ0005,Vlakte van de Raan,B,53,118,FALSE,FALSE,FALSE
BE33044C0,Sources de l'Amblève,C,53,95,FALSE,TRUE,FALSE
BE35017C0,Vallée du Ruisseau de Féron,C,52,83,FALSE,TRUE,FALSE
BE34011C0,La Calestienne entre Hotton et Oppagne,C,48,96,FALSE,TRUE,FALSE
BE33057C0,Vallée du Kolvenderbach,C,48,88,FALSE,TRUE,FALSE
BE32047C0,Vallée de la Thure,C,47,83,FALSE,TRUE,FALSE
BE32031C0,Bois de Vieux Sart et de Montbliart,C,46,82,FALSE,TRUE,FALSE
BE35046C0,Vallée du Ruisseau de Gros Fays,C,46,77,FALSE,TRUE,FALSE
BE32035C0,La Fagne entre Bailièvre et Robechies,C,45,79,FALSE,TRUE,FALSE
BE33059C0,Sources de l'Our et de l'Ensebach,C,44,92,FALSE,TRUE,FALSE
BE34034C0,Sources du Ruisseau de Tavigny,C,43,81,FALSE,TRUE,FALSE
BE33050C0,Fagne de la Gotale et affluents du Ruisseau de Chavanne,C,43,75,FALSE,TRUE,FALSE
BE34014C0,Fagne de la Crépale et prairies de Malempré,C,38,61,FALSE,TRUE,FALSE
BE33001B0,Sources du Geer,B,37,63,FALSE,TRUE,FALSE
BE32015B0,Canal souterrain de la Bête Refaite,B,37,60,FALSE,TRUE,FALSE
BE35049C0,Vallée du Ruisseau de Fairoul,C,36,60,FALSE,TRUE,FALSE
BE35033B0,Vallée du Ruisseau d'Alisse,B,36,49,FALSE,TRUE,FALSE
BE33033C0,Vallée du Wayai et affluents,C,34,54,FALSE,TRUE,FALSE
BE34040C0,Vallée de Villers-la-Bonne-Eau,C,33,47,FALSE,TRUE,FALSE
BE35048C0,Vallée du Ruisseau de la Goutelle,C,30,41,FALSE,TRUE,FALSE
BE32020C0,Vallée de la Princesse,C,23,35,FALSE,TRUE,FALSE
BE31009B0,Carrières souterraines d'Orp-Jauche,B,19,30,FALSE,TRUE,FALSE
BE35043C0,Vallée du Ruisseau de Saint-Jean,C,18,29,FALSE,TRUE,FALSE
BE33052C0,Ma Campagne au sud de Malmedy,C,15,19,FALSE,TRUE,FALSE
BE33045C0,Sources de la Warchenne,C,14,18,FALSE,TRUE,FALSE
BE32022B0,Trou des Sarrazins à Loverval,B,10,11,FALSE,TRUE,FALSE
BE34069B0,Mare de Frassem,B,7,8,FALSE,TRUE,FALSE
BE32041B0,Trou aux Feuilles,B,1,1,FALSE,TRUE,FALSE
