SITECODE,SITENAME,SITETYPE,n_taxa,n_obs,flanders,wallonia,brussels
BE34050C0,Bassin de la Semois entre Tintigny et Jamoigne,C,151,4678,FALSE,TRUE,FALSE
BE35037C0,Vallée de la Wimbe,C,150,1824,FALSE,TRUE,FALSE
BE34012C0,Vallée de l'Ourthe entre La Roche et Hotton,C,150,1218,FALSE,TRUE,FALSE
BE34024C0,Bassin inférieur de l'Ourthe orientale,C,147,1262,FALSE,TRUE,FALSE
BE31007C0,Vallée du Train,C,147,923,FALSE,TRUE,FALSE
BE35045C0,Vallée de la Semois en aval d'Alle,C,145,1339,FALSE,TRUE,FALSE
BE35028C0,Bassin fagnard de l'Eau Blanche en aval de Mariembourg,C,144,1664,FALSE,TRUE,FALSE
BE34052C0,Forêt d'Anlier,C,142,913,FALSE,TRUE,FALSE
BE34023C0,Vallée de l'Ourthe entre Nisramont et La Roche,C,141,1309,FALSE,TRUE,FALSE
BE35025C0,La Famenne entre Eprave et Havrenne,C,141,671,FALSE,TRUE,FALSE
BE35002C0,Vallée de l'Orneau,C,141,649,FALSE,TRUE,FALSE
BE33007C0,Vallée de la Gueule en amont de Kelmis,C,140,764,FALSE,TRUE,FALSE
BE32026C0,Haute-Sambre en amont de Thuin,C,139,1014,FALSE,TRUE,FALSE
BE33009C0,Vallée de la Mehaigne,C,139,964,FALSE,TRUE,FALSE
BE32036C0,Vallée de l'Eau Blanche à Virelles,C,138,2396,FALSE,TRUE,FALSE
BE32025C0,Haut-Pays des Honnelles,C,138,541,FALSE,TRUE,FALSE
BE35027C0,Vallée de l'Eau Blanche entre Aublain et Mariembourg,C,137,706,FALSE,TRUE,FALSE
BE32002C0,Vallée de l'Escaut en aval de Tournai,C,136,1190,FALSE,TRUE,FALSE
BE34063C0,Vallées de la Chevratte,C,136,452,FALSE,TRUE,FALSE
BE35023C0,Vallée de la Lesse entre Villers-sur-Lesse et Houyet,C,131,771,FALSE,TRUE,FALSE
BE34061C0,Vallées de Laclaireau et du Rabais,C,130,773,FALSE,TRUE,FALSE
BE35011C0,Vallée de la Molignée,C,130,747,FALSE,TRUE,FALSE
BE32004C0,Vallée de la Rhosnes,C,129,570,FALSE,TRUE,FALSE
BE32018C0,Bois de Colfontaine,C,127,450,FALSE,TRUE,FALSE
BE33015C0,Bois d'Anthisnes et d'Esneux,C,126,1190,FALSE,TRUE,FALSE
BE34002C0,Vallée de l'Ourthe entre Bomal et Hamoir,C,126,670,FALSE,TRUE,FALSE
BE34065C0,Bassin supérieur de la Vire et du Ton,C,125,580,FALSE,TRUE,FALSE
BE34054C0,Bassin de la Marche,C,123,604,FALSE,TRUE,FALSE
BE34048C0,Bassin de la Semois de Jamoigne à Chiny,C,122,1024,FALSE,TRUE,FALSE
BE31012C0,Vallée de la Dyle de Wavre à Archennes,C,121,1111,FALSE,TRUE,FALSE
BE32024C0,Basse-Sambre,C,120,1010,FALSE,TRUE,FALSE
BE34058C0,Camp militaire de Lagland,C,120,795,FALSE,TRUE,FALSE
BE33008C0,Vallée de la Burdinale,C,119,522,FALSE,TRUE,FALSE
BE34027C0,Bassin de la Lomme de Poix-Saint-Hubert à Grupont,C,117,868,FALSE,TRUE,FALSE
BE34020C0,Bassin supérieur de la Salm,C,115,783,FALSE,TRUE,FALSE
BE34005C0,La Calestienne entre Barvaux et Bomal,C,115,375,FALSE,TRUE,FALSE
BE35022C0,Bassin de l'Iwène,C,114,471,FALSE,TRUE,FALSE
BE34039C0,Haute-Sûre,C,112,643,FALSE,TRUE,FALSE
BE33028C0,Vallée de l'Amblève du Pont de Targnon à Remouchamps,C,112,616,FALSE,TRUE,FALSE
BE34008C0,Camp militaire de Marche-en-Famenne,C,110,879,FALSE,TRUE,FALSE
BE35024C0,Vallées des Ruisseaux de Fenffe et du Vachau,C,109,484,FALSE,TRUE,FALSE
BE32011C0,Forêt de Bon-Secours,C,109,346,FALSE,TRUE,FALSE
BE32045C0,Vallée de l'Aubrecheuil,C,108,419,FALSE,TRUE,FALSE
BE32016C0,Forêt de Mariemont,C,108,370,FALSE,TRUE,FALSE
BE34028C0,Vallée de la Lomme de Grupont à Rochefort,C,107,323,FALSE,TRUE,FALSE
BE35008C0,Vallée du Burnot,C,107,314,FALSE,TRUE,FALSE
BE35039C0,Vallée de la Houille en aval de Gedinne,C,106,451,FALSE,TRUE,FALSE
BE32037C0,Massifs forestiers entre Momignies et Chimay,C,104,300,FALSE,TRUE,FALSE
BE34043C0,Bassin de la Semois du Maka à Bouillon,C,102,912,FALSE,TRUE,FALSE
BE33042C0,Vallées de la Warche et du Bayehon en aval du barrage de Robertville,C,102,689,FALSE,TRUE,FALSE
BE34013C0,Haute vallée de l'Aisne,C,102,526,FALSE,TRUE,FALSE
BE33013C0,Bois de la Neuville et de la Vecquée,C,102,335,FALSE,TRUE,FALSE
BE35041C0,Bassin de la Houille en amont de Gedinne,C,100,458,FALSE,TRUE,FALSE
BE35036C0,Vallée du Biran,C,99,692,FALSE,TRUE,FALSE
BE34067C0,Forêts et marais bajociens de Baranzy à Athus,C,99,370,FALSE,TRUE,FALSE
BE35018C0,Bassin de l'Hermeton en aval de Vodelée,C,99,336,FALSE,TRUE,FALSE
BE33018C0,Coteaux calcaires de Theux et le Rocheux,C,99,322,FALSE,TRUE,FALSE
BE34051C0,Vallées du Ruisseau de Mellier et de la Mandebras,C,96,395,FALSE,TRUE,FALSE
BE33019C0,Vallée de la Vesdre entre Eupen et Verviers,C,95,210,FALSE,TRUE,FALSE
BE32030C0,Vallée de la Hante,C,94,251,FALSE,TRUE,FALSE
BE33065C0,Vallée inférieure de l'Our et ses affluents,C,92,299,FALSE,TRUE,FALSE
BE35035C0,Vallée de l'Ilèwe,C,91,294,FALSE,TRUE,FALSE
BE35044C0,Bassin du Ruisseau du Ru au Moulin,C,90,438,FALSE,TRUE,FALSE
BE34053C0,Bassin de l'Attert,C,90,372,FALSE,TRUE,FALSE
BE35042C0,Vallée de l'Almache en amont de Gembes,C,89,411,FALSE,TRUE,FALSE
BE35034C0,Vallées des Ruisseaux de Rempeine et de la Scheloupe,C,87,254,FALSE,TRUE,FALSE
BE32027C0,Vallée de la Biesmelle,C,86,301,FALSE,TRUE,FALSE
BE33027C0,Vallée de la Lembrée et affluents,C,85,308,FALSE,TRUE,FALSE
BE34031C0,Bassin moyen de l'Ourthe occidentale,C,84,587,FALSE,TRUE,FALSE
BE32006C0,Bois d'Enghien et de Silly,C,84,355,FALSE,TRUE,FALSE
BE35015C0,Vallée du Flavion,C,84,306,FALSE,TRUE,FALSE
BE33036C0,Fagnes de la Roer,C,83,903,FALSE,TRUE,FALSE
BE34026C0,Massif forestier de Daverdisse,C,81,576,FALSE,TRUE,FALSE
BE34036C0,Haute-Lesse,C,81,495,FALSE,TRUE,FALSE
BE33043C0,Vallée de la Warche entre Butgenbach et Robertville,C,78,418,FALSE,TRUE,FALSE
BE34060C0,Bassin supérieur de la Chevratte,C,78,302,FALSE,TRUE,FALSE
BE32038C0,Bois de Bourlers et de Baileux,C,78,231,FALSE,TRUE,FALSE
BE34049C0,Basse-Vierre,C,77,521,FALSE,TRUE,FALSE
BE34055C0,Vallée du Ruisseau de Breuvanne,C,77,416,FALSE,TRUE,FALSE
BE34022C0,Basse vallée de la Wamme,C,75,220,FALSE,TRUE,FALSE
BE35007C0,Forêts et lac de Bambois,C,74,681,FALSE,TRUE,FALSE
BE34030C0,Forêt de Freyr,C,74,362,FALSE,TRUE,FALSE
BE35040C0,Vallée de la Hulle,C,73,276,FALSE,TRUE,FALSE
BE33051C0,Vallée de l'Amblève entre Wanne et Coo,C,72,352,FALSE,TRUE,FALSE
BE33067C0,Bois de Staneux,C,71,217,FALSE,TRUE,FALSE
BE33063C0,Vallée et affluents du Braunlauf,C,70,248,FALSE,TRUE,FALSE
BE34047C0,Haute-Vierre,C,69,1152,FALSE,TRUE,FALSE
BE33046C0,Vallée de la Warche en amont de Butgenbach,C,68,389,FALSE,TRUE,FALSE
BE33030C0,Vallée de l'Amblève de Chêneu au Pont de Targnon,C,67,222,FALSE,TRUE,FALSE
BE33031C0,Bois de la Géronstère,C,66,223,FALSE,TRUE,FALSE
BE33021C0,Osthertogenwald autour de Raeren,C,66,207,FALSE,TRUE,FALSE
BE34032C0,Bassin inférieur de l'Ourthe occidentale,C,65,486,FALSE,TRUE,FALSE
BE35026C0,Massif forestier de Cerfontaine,C,65,221,FALSE,TRUE,FALSE
BE34044C0,Vallée du Ruisseau des Aleines,C,64,312,FALSE,TRUE,FALSE
BE32040C0,Haute vallée de l'Eau Noire,C,64,217,FALSE,TRUE,FALSE
BE33049C0,Mardelles d'Arbrefontaine et vallons fangeux de Fosse,C,64,203,FALSE,TRUE,FALSE
BE33040C0,Fagnes de Stavelot et vallée de l'Eau Rouge,C,63,386,FALSE,TRUE,FALSE
BE35016C0,Vallée de la Chinelle,C,63,309,FALSE,TRUE,FALSE
BE32029C0,Haute vallée de la Thure,C,63,128,FALSE,TRUE,FALSE
BE34035C0,Bassin supérieur de la Wiltz,C,62,222,FALSE,TRUE,FALSE
BE33022C0,La Gileppe,C,61,778,FALSE,TRUE,FALSE
BE34025C0,Haute-Wimbe,C,61,220,FALSE,TRUE,FALSE
BE33060C0,Haute vallée de la Lienne,C,60,188,FALSE,TRUE,FALSE
BE32032C0,Forêts de Rance,C,60,124,FALSE,TRUE,FALSE
BE33025C0,Fagnes du Nord-Est,C,59,569,FALSE,TRUE,FALSE
BE33029C0,Basse vallée de la Lienne,C,58,201,FALSE,TRUE,FALSE
BE34006C0,La Calestienne entre Oppagne et Barvaux,C,58,175,FALSE,TRUE,FALSE
BE34010C0,Plaine de Ny,A,58,125,FALSE,TRUE,FALSE
BE34016C0,Fagnes de Samrée et de Tailles,C,57,295,FALSE,TRUE,FALSE
BE35031C0,Bassin ardennais de l'Eau Noire,C,57,156,FALSE,TRUE,FALSE
BE32033C0,Sources de la Hante,C,57,123,FALSE,TRUE,FALSE
BE34062C0,Bassin du Ruisseau du Messancy,C,57,121,FALSE,TRUE,FALSE
BE33020C0,Affluents du lac d'Eupen,C,56,321,FALSE,TRUE,FALSE
BE32039C0,Vallées de l'Oise et de la Wartoise,C,56,150,FALSE,TRUE,FALSE
BE33047C0,Vallée de la Holzwarche,C,55,236,FALSE,TRUE,FALSE
BE33054C0,Vallée de l'Amblève entre Montenau et Baugné,C,55,211,FALSE,TRUE,FALSE
BE34009C0,La Calestienne entre Marenne et Hotton,C,55,132,FALSE,TRUE,FALSE
BE34037C0,Haute-Lomme,C,53,305,FALSE,TRUE,FALSE
BE34019C0,Ennal et Grand Fond,C,53,209,FALSE,TRUE,FALSE
BE32023C0,Vallée du Ruisseau d'Acoz,C,53,117,FALSE,TRUE,FALSE
BE32034C0,Bois Massart et forêts de Sivry-Rance,C,53,115,FALSE,TRUE,FALSE
BE33053C0,Noir Ru et Vallée du Rechterbach,C,52,347,FALSE,TRUE,FALSE
BE33034C0,Vallée de la Hoëgne,C,52,197,FALSE,TRUE,FALSE
BE34059C0,Vallées de l'Eisch et de Clairefontaine,C,52,101,FALSE,TRUE,FALSE
BE34038C0,Bassin supérieur de l'Ourthe occidentale,C,51,1940,FALSE,TRUE,FALSE
BE32035C0,La Fagne entre Bailièvre et Robechies,C,51,98,FALSE,TRUE,FALSE
BE33035C0,Plateau des Hautes-Fagnes,C,50,468,FALSE,TRUE,FALSE
BE34045C0,Forêts de Muno,C,50,132,FALSE,TRUE,FALSE
BE35001A0,Etangs de Boneffe,A,49,270,FALSE,TRUE,FALSE
BE33041C0,Fagnes de la Polleur et de Malmedy,C,49,264,FALSE,TRUE,FALSE
BE31008C0,Carrière de Dongelberg,C,49,135,FALSE,TRUE,FALSE
BE34017C0,Fagnes de Bihain,C,48,392,FALSE,TRUE,FALSE
BE33037C0,Camp militaire d'Elsenborn,C,48,250,FALSE,TRUE,FALSE
BE33032C0,Fagnes de Malchamps et de Stoumont,C,47,342,FALSE,TRUE,FALSE
BE33062C0,Vallée supérieure de l'Our et ses affluents,C,47,157,FALSE,TRUE,FALSE
BE35017C0,Vallée du Ruisseau de Féron,C,47,91,FALSE,TRUE,FALSE
BE33064C0,Vallée de l'Ulf,C,46,889,FALSE,TRUE,FALSE
BE34015C0,Fanges des sources de l'Aisne,C,46,207,FALSE,TRUE,FALSE
BE33061C0,Affluents de l'Our entre Setz et Schoenberg,C,46,202,FALSE,TRUE,FALSE
BE34041C0,Sûre frontalière,C,46,188,FALSE,TRUE,FALSE
BE33055C0,Vallée de l'Emmels,C,45,335,FALSE,TRUE,FALSE
BE33023C0,Vallée de la Soor,C,45,298,FALSE,TRUE,FALSE
BE32010C0,Marais de la Verne,C,45,105,FALSE,TRUE,FALSE
BE34033C0,Etangs de Longchamps et de Noville,C,43,558,FALSE,TRUE,FALSE
BE33056C0,Haute vallée de l'Amblève entre Heppenbach et Montenau,C,43,221,FALSE,TRUE,FALSE
BE34018C0,Sources de la Lienne,C,42,174,FALSE,TRUE,FALSE
BE34011C0,La Calestienne entre Hotton et Oppagne,C,41,93,FALSE,TRUE,FALSE
BE33005C0,Vallée du Ruisseau de Bolland,C,41,83,FALSE,TRUE,FALSE
BE34068C0,Bois de Famenne à Humain et Aye,C,39,97,FALSE,TRUE,FALSE
BE32047C0,Vallée de la Thure,C,38,68,FALSE,TRUE,FALSE
BE32046C0,Vallée du Piéton,C,37,1405,FALSE,TRUE,FALSE
BE35014C0,Bois de Famenne à Waillet,C,37,134,FALSE,TRUE,FALSE
BE34014C0,Fagne de la Crépale et prairies de Malempré,C,37,92,FALSE,TRUE,FALSE
BE33044C0,Sources de l'Amblève,C,37,83,FALSE,TRUE,FALSE
BE33058C0,Vallée du Medemberbach,C,35,106,FALSE,TRUE,FALSE
BE35013C0,Bois calcaires de Nettinne,C,34,83,FALSE,TRUE,FALSE
BE32020C0,Vallée de la Princesse,C,32,55,FALSE,TRUE,FALSE
BE33039C0,Vallée de l'Olefbach,C,31,144,FALSE,TRUE,FALSE
BE35046C0,Vallée du Ruisseau de Gros Fays,C,31,73,FALSE,TRUE,FALSE
BE33048C0,Vallée de la Lienne et affluents entre Les Trous de Bras et Habiémont,C,30,149,FALSE,TRUE,FALSE
BE35047C0,Vallée du Ruisseau de Rebais,C,30,141,FALSE,TRUE,FALSE
BE34034C0,Sources du Ruisseau de Tavigny,C,30,105,FALSE,TRUE,FALSE
BE34001C0,Vallée et affluents du Néblon,C,30,73,FALSE,TRUE,FALSE
BE33059C0,Sources de l'Our et de l'Ensebach,C,29,65,FALSE,TRUE,FALSE
BE33038C0,Vallée de la Schwalm,C,28,142,FALSE,TRUE,FALSE
BE32031C0,Bois de Vieux Sart et de Montbliart,C,28,48,FALSE,TRUE,FALSE
BE33024C0,Vallée de la Helle,C,26,206,FALSE,TRUE,FALSE
BE33050C0,Fagne de la Gotale et affluents du Ruisseau de Chavanne,C,24,69,FALSE,TRUE,FALSE
BE33057C0,Vallée du Kolvenderbach,C,23,69,FALSE,TRUE,FALSE
BE33033C0,Vallée du Wayai et affluents,C,17,56,FALSE,TRUE,FALSE
BE35049C0,Vallée du Ruisseau de Fairoul,C,15,65,FALSE,TRUE,FALSE
BE35048C0,Vallée du Ruisseau de la Goutelle,C,14,37,FALSE,TRUE,FALSE
BE35043C0,Vallée du Ruisseau de Saint-Jean,C,14,32,FALSE,TRUE,FALSE
BE34040C0,Vallée de Villers-la-Bonne-Eau,C,13,39,FALSE,TRUE,FALSE
BE33052C0,Ma Campagne au sud de Malmedy,C,8,11,FALSE,TRUE,FALSE
BE33045C0,Sources de la Warchenne,C,6,14,FALSE,TRUE,FALSE
