SITECODE,SITENAME,SITETYPE,n_taxa,n_obs,flanders,wallonia,brussels
BE35030C0,La Calestienne entre Frasnes et Doische,C,358,6335,FALSE,TRUE,FALSE
BE33014C0,Vallée de l'Ourthe entre Comblain-au-Pont et Angleur,C,335,4509,FALSE,TRUE,FALSE
BE32017C0,Vallée de la Haine en aval de Mons,C,317,11847,FALSE,TRUE,FALSE
BE32012C0,Bord nord du bassin de la Haine,C,288,2464,FALSE,TRUE,FALSE
BE32019C0,Vallée de la Trouille,C,285,2016,FALSE,TRUE,FALSE
BE35004C0,Vallée de la Meuse de Dave à Marche-les-Dames,C,281,2883,FALSE,TRUE,FALSE
BE33016C0,Basse vallée de la Vesdre,C,280,2153,FALSE,TRUE,FALSE
BE33003C0,Montagne Saint-Pierre,C,274,3004,FALSE,TRUE,FALSE
BE35009C0,Vallée de la Meuse d'Yvoir à Dave,C,268,2886,FALSE,TRUE,FALSE
BE31002C0,Vallées de l'Argentine et de la Lasne,C,259,4336,FALSE,TRUE,FALSE
BE35038C0,Bassin de la Lesse entre Villers-sur-Lesse et Chanly,C,251,3625,FALSE,TRUE,FALSE
BE31011C0,Vallée de la Thyle,C,245,2503,FALSE,TRUE,FALSE
BE33010C0,Vallée de la Meuse à Huy et vallon de la Solières,C,242,2258,FALSE,TRUE,FALSE
BE35012C0,Vallée de la Meuse de Dinant à Yvoir,C,240,2576,FALSE,TRUE,FALSE
BE35010C0,Vallée du Bocq,C,223,1538,FALSE,TRUE,FALSE
BE35020C0,Vallée de la Meuse d'Hastière à Dinant,C,221,1812,FALSE,TRUE,FALSE
BE32005C0,Vallées de la Dendre et de la Marcq,C,219,2305,FALSE,TRUE,FALSE
BE33004C0,Basse Meuse et Meuse mitoyenne,C,217,3152,FALSE,TRUE,FALSE
BE31006C0,Vallée de la Dyle à Ottignies,C,217,1713,FALSE,TRUE,FALSE
BE32014C0,Vallée de la Haine en amont de Mons,C,209,1583,FALSE,TRUE,FALSE
BE32003C0,Pays des Collines,C,208,1904,FALSE,TRUE,FALSE
BE32001C0,Vallée de la Lys,C,201,1500,FALSE,TRUE,FALSE
BE31010C0,Sources de la Dyle,C,197,2917,FALSE,TRUE,FALSE
BE31001C0,Affluents brabançons de la Senne,C,196,2000,FALSE,TRUE,FALSE
BE34003C0,Vallée de l'Ourthe entre Hotton et Barvaux-sur-Ourthe,C,195,1439,FALSE,TRUE,FALSE
BE31003C0,Vallée de la Lasne,C,194,1723,FALSE,TRUE,FALSE
BE34046C0,Bassin de la Semois de Florenville à Auby,C,189,2942,FALSE,TRUE,FALSE
BE34066C0,Vallée du Ton et Côte bajocienne de Montquintin à Ruette,C,184,2088,FALSE,TRUE,FALSE
BE35021C0,Vallée de la Lesse en aval de Houyet,C,184,1222,FALSE,TRUE,FALSE
BE34057C0,Marais de la Haute-Semois et Bois de Heinsch,C,183,1404,FALSE,TRUE,FALSE
BE35006C0,Vallée de la Meuse de Marche-les-Dames à Andenne,C,178,1404,FALSE,TRUE,FALSE
BE33006C0,Vallée de la Gueule en aval de Kelmis,C,177,1174,FALSE,TRUE,FALSE
BE33017C0,Basse vallée de l'Amblève,C,175,1071,FALSE,TRUE,FALSE
BE35019C0,Vallée de la Meuse en amont d'Hastière,C,172,755,FALSE,TRUE,FALSE
BE32021C0,Haute-Sambre en aval de Thuin,C,171,1062,FALSE,TRUE,FALSE
BE33011C0,Vallées du Hoyoux et du Triffoy,C,170,993,FALSE,TRUE,FALSE
BE34056C0,Bassin de la Semois de Etalle à Tintigny,C,169,2596,FALSE,TRUE,FALSE
BE35029C0,Bassin fagnard de l'Hermeton,C,169,1072,FALSE,TRUE,FALSE
BE32007C0,Bois de la Houssière,C,169,1035,FALSE,TRUE,FALSE
BE35005C0,Bassin du Samson,C,167,887,FALSE,TRUE,FALSE
BE35032C0,Bassin ardennais du Viroin,C,167,880,FALSE,TRUE,FALSE
BE33012C0,Affluents de la Meuse entre Huy et Flémalle,C,166,1134,FALSE,TRUE,FALSE
BE33026C0,Vallée de l'Ourthe entre Hamoir et Comblain-au-Pont,C,166,826,FALSE,TRUE,FALSE
BE31004C0,Vallée de la Dyle en aval d'Archennes,C,160,7819,FALSE,TRUE,FALSE
BE35003C0,Vallée de la Sambre en aval de la confluence avec l'Orneau,C,159,1704,FALSE,TRUE,FALSE
BE34064C0,Vallées de la Vire et du Ton,C,158,1272,FALSE,TRUE,FALSE
BE34007C0,Basse vallée de l'Aisne,C,158,992,FALSE,TRUE,FALSE
BE34004C0,Massifs forestiers famenniens entre Hotton et Barvaux-sur-Ourthe,C,158,700,FALSE,TRUE,FALSE
BE34042C0,Bassin de la Semois de Bouillon à Alle,C,156,1420,FALSE,TRUE,FALSE
BE31005C0,Vallée de la Nethen,C,155,2207,FALSE,TRUE,FALSE
BE32044C0,Bassin de l'Escaut en amont de Tournai,C,154,612,FALSE,TRUE,FALSE
BE34029C0,Haute-Wamme et Masblette,C,153,1046,FALSE,TRUE,FALSE
