key	nubKey	scientificName	datasetKey	canonicalName	species	genus	family	order	class	phylum	kingdom	rank	speciesKey	genusKey	familyKey	orderKey	classKey	phylumKey	kingdomKey	taxonomicStatus	locationId	locality	country	status	first_observed	last_observed	establishmentMeans	degree_of_establishment	native_range	native_continent	habitat	marine	freshwater	terrestrial	source	pathway_level1	pathway_level2
152546327	5371702	Nigella damascena L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella damascena	Nigella damascena	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546327	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266866: Nigella damascena L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152546328	5371700	Nigella sativa L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella sativa	Nigella sativa	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546328	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1865	1999	INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266864: Nigella sativa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546328	5371700	Nigella sativa L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella sativa	Nigella sativa	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546328	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1865	1999	INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266864: Nigella sativa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546328	5371700	Nigella sativa L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella sativa	Nigella sativa	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546328	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1865	1999	INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266864: Nigella sativa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546328	5371700	Nigella sativa L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella sativa	Nigella sativa	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546328	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266864: Nigella sativa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546328	5371700	Nigella sativa L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella sativa	Nigella sativa	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546328	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266864: Nigella sativa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546328	5371700	Nigella sativa L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella sativa	Nigella sativa	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546328	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266864: Nigella sativa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546328	5371700	Nigella sativa L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella sativa	Nigella sativa	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546328	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266864: Nigella sativa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546328	5371700	Nigella sativa L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella sativa	Nigella sativa	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546328	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266864: Nigella sativa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546328	5371700	Nigella sativa L.	6d9e952f-948c-4483-9807-575348147c7e	Nigella sativa	Nigella sativa	Nigella	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546328	213214390	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266864: Nigella sativa L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546330	7823272	Ranunculus pensylvanicus L.fil.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus pensylvanicus	Ranunculus pensylvanicus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546330	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	2012	2012	INTRODUCED	casual	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266886: Ranunculus pensylvanicus L.f. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546330	7823272	Ranunculus pensylvanicus L.fil.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus pensylvanicus	Ranunculus pensylvanicus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546330	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	2012	2012	INTRODUCED	casual	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266886: Ranunculus pensylvanicus L.f. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546331	7826351	Ranunculus lanuginosus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus lanuginosus	Ranunculus lanuginosus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546331	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1800	1938	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266885: Ranunculus lanuginosus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152546331	7826351	Ranunculus lanuginosus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus lanuginosus	Ranunculus lanuginosus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546331	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT	1800	1938	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266885: Ranunculus lanuginosus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152546332	3927790	Ranunculus gramineus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus gramineus	Ranunculus gramineus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546332	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1850	1850	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266878: Ranunculus gramineus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152546332	3927790	Ranunculus gramineus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus gramineus	Ranunculus gramineus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546332	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT	1850	1850	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266878: Ranunculus gramineus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1886	2017	INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1886	2017	INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	stowaway	people_luggage
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1886	2017	INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1886	2017	INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	stowaway	people_luggage
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1886	2017	INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1886	2017	INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	stowaway	people_luggage
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1886	2017	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1886	2017	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	stowaway	people_luggage
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	1886	2017	INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	1886	2017	INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	stowaway	people_luggage
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	1886	2017	INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	1886	2017	INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	stowaway	people_luggage
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	1886	2017	INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	1886	2017	INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	stowaway	people_luggage
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	1886	2017	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546333	3033318	Ranunculus muricatus L.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus muricatus	Ranunculus muricatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546333	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	1886	2017	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266867: Ranunculus muricatus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	stowaway	people_luggage
152546334	3033460	Ranunculus trilobus Desf.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus trilobus	Ranunculus trilobus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546334	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	2004	2015	INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266869: Ranunculus trilobus Desf. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546334	3033460	Ranunculus trilobus Desf.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus trilobus	Ranunculus trilobus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546334	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	2004	2015	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266869: Ranunculus trilobus Desf. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546334	3033460	Ranunculus trilobus Desf.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus trilobus	Ranunculus trilobus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546334	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	2004	2015	INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266869: Ranunculus trilobus Desf. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546334	3033460	Ranunculus trilobus Desf.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus trilobus	Ranunculus trilobus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546334	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	2004	2015	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266869: Ranunculus trilobus Desf. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546335	3033396	Ranunculus marginatus d'Urv.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus marginatus	Ranunculus marginatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546335	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1999	2020	INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266856: Ranunculus marginatus D' Urv. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
152546335	3033396	Ranunculus marginatus d'Urv.	6d9e952f-948c-4483-9807-575348147c7e	Ranunculus marginatus	Ranunculus marginatus	Ranunculus	Ranunculaceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152546335	213214369	213214368	213214280	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1999	2020	INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266856: Ranunculus marginatus D' Urv. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	contaminant	seed
