taxonKey	taxonName	class	classKey	kingdom	year	obs	ncells	cobs	c_ncells	fit	ucl	lcl	em1	em2	em	em_status	growth	method
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2017	2	2	1516	66									correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2018	1	1	1485	67									correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2019	3	2	658	44									correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2020	5	4	438	52									correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2021	4	4	807	52									correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2022	1	1	1672	60									correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2023	8	7	1990	54									correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2024	9	8	2777	60									correct_baseline
1311477	Vespa velutina	Insecta	216	Animalia	2018	6	2	1480	66									correct_baseline
1311477	Vespa velutina	Insecta	216	Animalia	2019	12	6	649	40									correct_baseline
1311477	Vespa velutina	Insecta	216	Animalia	2020	31	12	412	44									correct_baseline
1311477	Vespa velutina	Insecta	216	Animalia	2021	31	17	780	39									correct_baseline
1311477	Vespa velutina	Insecta	216	Animalia	2022	229	48	1444	13									correct_baseline
1311477	Vespa velutina	Insecta	216	Animalia	2023	546	50	1452	11									correct_baseline
1311477	Vespa velutina	Insecta	216	Animalia	2024	581	53	2205	15									correct_baseline
1421091	Lepisma saccharinum	Insecta	216	Animalia	2020	2	2	441	54									correct_baseline
1421091	Lepisma saccharinum	Insecta	216	Animalia	2021	1	1	810	55									correct_baseline
1421091	Lepisma saccharinum	Insecta	216	Animalia	2022	3	1	1670	60									correct_baseline
1421091	Lepisma saccharinum	Insecta	216	Animalia	2023	4	4	1994	57									correct_baseline
1421091	Lepisma saccharinum	Insecta	216	Animalia	2024	1	1	2785	67									correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2001	1	1	38	14	4.049934971589569	14.029553038176307	1.169101626364876	-1	1	-2	0	0.3930937409432425	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2002	0	0	0	0	2.2619889766624057	5.950834876340369	0.8598111419433014	-1	1	-2	0	0.4245389436338127	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2003	0	0	0	0	1.3228993055532703	3.191830410468497	0.5482943476237042	-1	1	-2	0	0.45846635841362715	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2004	2	2	255	51	0.8101341936975165	2.1383179553736493	0.30693162826818265	-1	1	-2	0	0.4950551580367779	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2005	9	6	675	57	0.5194945646918504	1.643221292136427	0.16423509361511426	-1	1	-2	0	0.5344858085633841	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2006	14	8	1113	58	0.34881802916494026	1.3509254623541926	0.09006715830085671	-1	1	-2	0	0.576928326483781	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2007	0	0	0	0	0.2452509575098878	1.1481191839972822	0.05238831734359311	-1	1	-2	0	0.6225146932930866	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2008	0	0	0	0	0.18055784888975396	0.9933059098686563	0.032820842473398795	-1	1	-2	0	0.6712681030931631	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2009	0	0	0	0	0.13919252290296327	0.8685790324822759	0.022306039758664457	-1	1	-2	0	0.7228965813154088	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2010	0	0	0	0	0.11235937556950358	0.7650275880165741	0.016502188255850512	-1	1	-2	0	0.7760941665968684	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2011	0	0	0	0	0.09497222330267825	0.6776921154064344	0.013309470471918291	-1	1	-2	0	0.8261919573973039	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2012	2	2	761	66	0.08405775226135312	0.6035925123197484	0.01170608576318457	-1	1	-2	0	0.8636004474075581	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2013	0	0	0	0	0.07790275596164485	0.5408936852327877	0.011220022625717493	0	1	1	2	0.8876350094841532	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2014	3	3	969	65	0.07559999295642046	0.4885692048975083	0.011698156326102844	0	1	1	2	0.9058564452802571	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2015	0	0	0	0	0.07682181679617034	0.4463586496065497	0.013221635877486444	0	1	1	2	0.9220153734228996	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2016	0	0	0	0	0.08174125098789323	0.41502617445838524	0.016099302945857267	0	1	1	2	0.9373864382069595	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2017	1	1	1517	67	0.0910734681411167	0.39716035474479955	0.020884200802420615	0	1	1	2	0.95245780967234	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2018	1	1	1485	67	0.1062518157565096	0.3992588913875613	0.028276009864979003	0	1	1	2	0.9674491155287693	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2019	1	1	660	45	0.12980001335772412	0.437101963758295	0.03854488166285577	0	1	1	2	0.9824729982073158	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2020	3	3	440	53	0.1660378135386028	0.5492073037784744	0.05019699362155561	0	1	1	2	0.9975935227766118	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2021	0	0	0	0	0.22239917240066764	0.829749054581121	0.059610061152129044	1	1	4	3	1.0128503265148907	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2022	0	0	0	0	0.31192718115104195	1.5190560893218163	0.06405199059125852	1	1	4	3	1.028269743245022	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2023	0	0	0	0	0.4581072523538854	3.289807109347274	0.06379165941460467	1	1	4	3	1.0438703890356251	correct_baseline
1690429	Meconema meridionale	Insecta	216	Animalia	2024	3	3	2783	65	0.7044902821124357	8.204935425391659	0.06048878289217837	1	1	4	3	1.059666169053773	correct_baseline
1749449	Cameraria ohridella	Insecta	216	Animalia	2015	1	1	1118	66									correct_baseline
1749449	Cameraria ohridella	Insecta	216	Animalia	2016	0	0	0	0									correct_baseline
1749449	Cameraria ohridella	Insecta	216	Animalia	2017	0	0	0	0									correct_baseline
1749449	Cameraria ohridella	Insecta	216	Animalia	2018	0	0	0	0									correct_baseline
1749449	Cameraria ohridella	Insecta	216	Animalia	2019	1	1	660	45									correct_baseline
1749449	Cameraria ohridella	Insecta	216	Animalia	2020	0	0	0	0									correct_baseline
1749449	Cameraria ohridella	Insecta	216	Animalia	2021	0	0	0	0									correct_baseline
1749449	Cameraria ohridella	Insecta	216	Animalia	2022	1	1	1672	60									correct_baseline
1749449	Cameraria ohridella	Insecta	216	Animalia	2023	1	1	1997	60									correct_baseline
