taxonKey	taxonName	class	classKey	kingdom	year	obs	ncells	cobs	c_ncells	fit	ucl	lcl	em1	em2	em	em_status	growth	method
1031684	Lepinotus patruelis	Insecta	216	Animalia	2019	1	1	7280	1395									correct_baseline
1031684	Lepinotus patruelis	Insecta	216	Animalia	2020	0	0	0	0									correct_baseline
1031684	Lepinotus patruelis	Insecta	216	Animalia	2021	2	2	11757	1735									correct_baseline
1031684	Lepinotus patruelis	Insecta	216	Animalia	2022	0	0	0	0									correct_baseline
1031684	Lepinotus patruelis	Insecta	216	Animalia	2023	2	2	14696	2028									correct_baseline
1031684	Lepinotus patruelis	Insecta	216	Animalia	2024	1	1	15531	2039									correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2004	2	2	4591	1338	0.948840916261554	3.7802935059611413	0.23815586883727002	0	0	0	1	0.6345109780746858	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2005	0	0	0	0	0.8436992726766818	2.5189694867244707	0.28258717164564956	0	0	0	1	0.7104480122395398	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2006	1	1	5904	1484	0.7929427617469103	1.9885152227915255	0.3161948252647276	0	0	0	1	0.7928357653871079	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2007	0	0	0	0	0.7876477394566598	1.8036767709934496	0.34395794825781406	0	0	0	1	0.8786722539542221	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2008	0	0	0	0	0.8266936414751932	1.801281854694907	0.37940890542711336	0	0	0	1	0.9618975931685926	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2009	1	1	6005	1689	0.9161229389700126	1.9171789074211334	0.43776886760975325	1	1	4	3	1.0350436050050627	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2010	3	3	8610	2113	1.0702066812276891	2.1445280054123135	0.534076653535787	1	1	4	3	1.0958881169147416	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2011	1	1	9122	2213	1.3142452956438533	2.5188679681893573	0.6857210139376997	1	1	4	3	1.149893418073851	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2012	2	2	4031	1202	1.6894099341577833	3.1166960442244283	0.9157472801750977	1	1	4	3	1.2022358280489316	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2013	3	3	5128	1306	2.259988849883763	4.061645676448077	1.2575074264147785	1	1	4	3	1.2531685435591076	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2014	2	2	6714	1681	3.1230512151783367	5.533346525489245	1.762667284200949	1	0	3	3	1.2988860013688448	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2015	7	7	5258	1470	4.419431679083638	7.775855573586815	2.5117977283982227	1	0	3	3	1.33377900715281	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2016	13	9	6748	1530	6.342741726335269	11.101860784159866	3.6237504134798004	1	0	3	3	1.353246657433138	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2017	28	19	7603	1418	9.140001380503769	15.88031240756926	5.260578198435953	1	0	3	3	1.3557606484634193	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2018	26	21	5785	1118	13.094911832580838	22.48550285369618	7.626101004669247	1	0	3	3	1.3417051859033213	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2019	29	22	7252	1374	18.485847635138896	31.206995704275176	10.950319153687577	1	0	3	3	1.310264661894597	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2020	57	52	13627	1513	25.518528845306616	42.23667107458137	15.41777081055624	1	0	3	3	1.2600686965530712	correct_baseline
1047536	Leptinotarsa decemlineata	Insecta	216	Animalia	2021	55	47	11704	1690	34.2472671978189	56.09066953541266	20.91034605636703	1	0	3	3	1.1939457813209946	correct_baseline
